Using device: cuda:1
{'checkpoint': 'roberta-base',
 'ds_path': 'glue',
 'ds_name': 'sst2',
 'num_labels': 2,
 'num_clients': 100,
 'clients_per_round': 10,
 'alpha': 1.0,
 'batch_size': 8,
 'local_epochs': 15,
 'max_epochs': -1,
 'total_rounds': 200,
 'fda': False,
 'theta': 0.0,
 'extras': '',
 'server_opt_name': 'Adam',
 'server_opt_lr': 0.0001,
 'client_opt_name': 'SGD',
 'client_opt_lr': 0.0001}

{'round': 1, 'accuracy': 0.49311926605504586, 'testing_loss': 0.6865536100273832, 'training_loss': 0.4547697996888239, 'variance': 0.013217166066169739, 'avg_norm_sq_drifts': 0.01498801726847887, 'norm_sq_avg_drift': 0.001770851667970419, 'round_steps': 1320}
{'round': 12, 'accuracy': 0.9231651376146789, 'testing_loss': 0.32879736292423734, 'training_loss': 0.06269829329369796, 'variance': 0.011897346004843712, 'avg_norm_sq_drifts': 0.013784590177237988, 'norm_sq_avg_drift': 0.0018872437067329884, 'round_steps': 1320}
{'round': 13, 'accuracy': 0.9288990825688074, 'testing_loss': 0.30058219558249627, 'training_loss': 0.038186832759401476, 'variance': 0.008869783952832222, 'avg_norm_sq_drifts': 0.009951976127922535, 'norm_sq_avg_drift': 0.0010821920586749911, 'round_steps': 1320}
{'round': 14, 'accuracy': 0.9334862385321101, 'testing_loss': 0.29442870608261795, 'training_loss': 0.04342919734544094, 'variance': 0.010512069799005985, 'avg_norm_sq_drifts': 0.011925950646400452, 'norm_sq_avg_drift': 0.0014138808473944664, 'round_steps': 1320}
{'round': 15, 'accuracy': 0.9346330275229358, 'testing_loss': 0.29051511471160824, 'training_loss': 0.037581817237078215, 'variance': 0.009206876158714294, 'avg_norm_sq_drifts': 0.01042490266263485, 'norm_sq_avg_drift': 0.0012180263875052333, 'round_steps': 1320}
{'round': 16, 'accuracy': 0.9311926605504587, 'testing_loss': 0.2984333329600679, 'training_loss': 0.04455123712969053, 'variance': 0.01004089042544365, 'avg_norm_sq_drifts': 0.011378368362784386, 'norm_sq_avg_drift': 0.001337477471679449, 'round_steps': 1320}
{'round': 17, 'accuracy': 0.9277522935779816, 'testing_loss': 0.31186649236329317, 'training_loss': 0.047639262242935895, 'variance': 0.010443582199513912, 'avg_norm_sq_drifts': 0.011876887641847134, 'norm_sq_avg_drift': 0.001433305791579187, 'round_steps': 1320}
{'round': 18, 'accuracy': 0.9311926605504587, 'testing_loss': 0.31309263413283894, 'training_loss': 0.04401631980942263, 'variance': 0.010229517705738544, 'avg_norm_sq_drifts': 0.011550378054380417, 'norm_sq_avg_drift': 0.001320860581472516, 'round_steps': 1320}
{'round': 19, 'accuracy': 0.9346330275229358, 'testing_loss': 0.297019971577064, 'training_loss': 0.04746388021554484, 'variance': 0.010526811704039574, 'avg_norm_sq_drifts': 0.01197053026407957, 'norm_sq_avg_drift': 0.001443718676455319, 'round_steps': 1320}
{'round': 20, 'accuracy': 0.9369266055045872, 'testing_loss': 0.2887133148209397, 'training_loss': 0.036978064367881, 'variance': 0.008324097841978073, 'avg_norm_sq_drifts': 0.009297996759414673, 'norm_sq_avg_drift': 0.0009738990338519216, 'round_steps': 1320}
{'round': 21, 'accuracy': 0.9403669724770642, 'testing_loss': 0.29379578102649717, 'training_loss': 0.029186929481926527, 'variance': 0.007344514597207308, 'avg_norm_sq_drifts': 0.008187556639313698, 'norm_sq_avg_drift': 0.00084304204210639, 'round_steps': 1320}
Finished Testing!
