Using device: cuda:0
{'checkpoint': 'roberta-base',
 'ds_path': 'glue',
 'ds_name': 'sst2',
 'num_labels': 2,
 'num_clients': 100,
 'clients_per_round': 10,
 'alpha': 1.0,
 'batch_size': 8,
 'local_epochs': 20,
 'max_epochs': -1,
 'total_rounds': 200,
 'fda': False,
 'theta': 0.0,
 'extras': '',
 'server_opt_name': 'Adagrad',
 'server_opt_lr': 0.0001,
 'client_opt_name': 'SGD',
 'client_opt_lr': 0.0001}

{'round': 1, 'accuracy': 0.5619266055045872, 'testing_loss': 0.6776146708278481, 'training_loss': 0.44574072576659757, 'variance': 0.01416950486600399, 'avg_norm_sq_drifts': 0.016396526247262955, 'norm_sq_avg_drift': 0.002227021846920252, 'round_steps': 1760}
{'round': 19, 'accuracy': 0.9334862385321101, 'testing_loss': 0.2808358461223329, 'training_loss': 0.052921595299849286, 'variance': 0.017451783642172813, 'avg_norm_sq_drifts': 0.019529512152075768, 'norm_sq_avg_drift': 0.002077727811411023, 'round_steps': 1760}
{'round': 20, 'accuracy': 0.9323394495412844, 'testing_loss': 0.3051614819736425, 'training_loss': 0.040441301640490895, 'variance': 0.013562163338065147, 'avg_norm_sq_drifts': 0.015136802569031715, 'norm_sq_avg_drift': 0.0015746391145512462, 'round_steps': 1760}
{'round': 21, 'accuracy': 0.9334862385321101, 'testing_loss': 0.3012163296054596, 'training_loss': 0.03880146028493155, 'variance': 0.014285316690802574, 'avg_norm_sq_drifts': 0.01581588201224804, 'norm_sq_avg_drift': 0.0015305649721994996, 'round_steps': 1760}
{'round': 22, 'accuracy': 0.9334862385321101, 'testing_loss': 0.3076118854950011, 'training_loss': 0.03767574616033182, 'variance': 0.014971152879297733, 'avg_norm_sq_drifts': 0.016666650772094727, 'norm_sq_avg_drift': 0.001695498009212315, 'round_steps': 1760}
{'round': 23, 'accuracy': 0.9334862385321101, 'testing_loss': 0.29523076643470947, 'training_loss': 0.03676783382381308, 'variance': 0.014058426953852177, 'avg_norm_sq_drifts': 0.015612894669175148, 'norm_sq_avg_drift': 0.001554467948153615, 'round_steps': 1760}
{'round': 24, 'accuracy': 0.9380733944954128, 'testing_loss': 0.287099492920396, 'training_loss': 0.0283948459156818, 'variance': 0.011227764189243317, 'avg_norm_sq_drifts': 0.012573622167110443, 'norm_sq_avg_drift': 0.0013458580942824483, 'round_steps': 1760}
{'round': 25, 'accuracy': 0.9334862385321101, 'testing_loss': 0.31523486850687105, 'training_loss': 0.02636666919260857, 'variance': 0.011647946201264858, 'avg_norm_sq_drifts': 0.013110059313476086, 'norm_sq_avg_drift': 0.0014621129957959056, 'round_steps': 1760}
{'round': 26, 'accuracy': 0.930045871559633, 'testing_loss': 0.3164333163145417, 'training_loss': 0.04015244598815281, 'variance': 0.015333575196564198, 'avg_norm_sq_drifts': 0.017070403322577477, 'norm_sq_avg_drift': 0.0017368284752592444, 'round_steps': 1760}
{'round': 27, 'accuracy': 0.9369266055045872, 'testing_loss': 0.29662801267914557, 'training_loss': 0.048106949754176384, 'variance': 0.017686421051621437, 'avg_norm_sq_drifts': 0.019703010097146034, 'norm_sq_avg_drift': 0.00201658857986331, 'round_steps': 1760}
{'round': 28, 'accuracy': 0.9254587155963303, 'testing_loss': 0.3640238376304405, 'training_loss': 0.029195264846156616, 'variance': 0.01253032498061657, 'avg_norm_sq_drifts': 0.013898216187953949, 'norm_sq_avg_drift': 0.0013678913237527013, 'round_steps': 1760}
{'round': 29, 'accuracy': 0.9323394495412844, 'testing_loss': 0.31575840758907375, 'training_loss': 0.031133203353284362, 'variance': 0.012296037748456001, 'avg_norm_sq_drifts': 0.01371903158724308, 'norm_sq_avg_drift': 0.0014229936059564352, 'round_steps': 1760}
{'round': 30, 'accuracy': 0.9323394495412844, 'testing_loss': 0.33143619839539923, 'training_loss': 0.03972317022098154, 'variance': 0.01552702859044075, 'avg_norm_sq_drifts': 0.017395274713635445, 'norm_sq_avg_drift': 0.0018682461231946945, 'round_steps': 1760}
{'round': 31, 'accuracy': 0.9208715596330275, 'testing_loss': 0.37853291162520375, 'training_loss': 0.022774607490074143, 'variance': 0.010152756236493587, 'avg_norm_sq_drifts': 0.01126814167946577, 'norm_sq_avg_drift': 0.0011153857922181487, 'round_steps': 1760}
{'round': 32, 'accuracy': 0.9311926605504587, 'testing_loss': 0.31918222800916096, 'training_loss': 0.029863064279806246, 'variance': 0.01231308002024889, 'avg_norm_sq_drifts': 0.013666542246937752, 'norm_sq_avg_drift': 0.00135346211027354, 'round_steps': 1760}
{'round': 33, 'accuracy': 0.9346330275229358, 'testing_loss': 0.3248272900893609, 'training_loss': 0.02645653053657456, 'variance': 0.011824246495962143, 'avg_norm_sq_drifts': 0.013172241859138012, 'norm_sq_avg_drift': 0.0013479955960065126, 'round_steps': 1760}
{'round': 34, 'accuracy': 0.9334862385321101, 'testing_loss': 0.32655099017327704, 'training_loss': 0.021859929611127878, 'variance': 0.010652981698513031, 'avg_norm_sq_drifts': 0.011771331541240215, 'norm_sq_avg_drift': 0.001118350075557828, 'round_steps': 1760}
{'round': 35, 'accuracy': 0.9357798165137615, 'testing_loss': 0.3052494190780151, 'training_loss': 0.03573795213943495, 'variance': 0.014570347033441067, 'avg_norm_sq_drifts': 0.016186941415071487, 'norm_sq_avg_drift': 0.0016165943816304207, 'round_steps': 1760}
{'round': 36, 'accuracy': 0.9369266055045872, 'testing_loss': 0.29907696595289446, 'training_loss': 0.030995850927816225, 'variance': 0.013186164200305939, 'avg_norm_sq_drifts': 0.014692212454974651, 'norm_sq_avg_drift': 0.0015060483710840344, 'round_steps': 1760}
{'round': 37, 'accuracy': 0.9369266055045872, 'testing_loss': 0.3110347451335631, 'training_loss': 0.031072660782395945, 'variance': 0.01306278444826603, 'avg_norm_sq_drifts': 0.014624997973442078, 'norm_sq_avg_drift': 0.0015622139908373356, 'round_steps': 1760}
{'round': 38, 'accuracy': 0.9380733944954128, 'testing_loss': 0.3005429920468078, 'training_loss': 0.02786313782818318, 'variance': 0.011605004779994488, 'avg_norm_sq_drifts': 0.013013950549066067, 'norm_sq_avg_drift': 0.0014089458854869008, 'round_steps': 1760}
{'round': 39, 'accuracy': 0.9346330275229358, 'testing_loss': 0.31632286450855535, 'training_loss': 0.03248449941738396, 'variance': 0.014934949576854706, 'avg_norm_sq_drifts': 0.016708677634596825, 'norm_sq_avg_drift': 0.0017737285234034061, 'round_steps': 1760}
{'round': 40, 'accuracy': 0.9334862385321101, 'testing_loss': 0.31235071216654375, 'training_loss': 0.02540836970756407, 'variance': 0.011727028526365757, 'avg_norm_sq_drifts': 0.012968666851520538, 'norm_sq_avg_drift': 0.0012416379759088159, 'round_steps': 1760}
{'round': 41, 'accuracy': 0.9357798165137615, 'testing_loss': 0.29249924006994704, 'training_loss': 0.028417091421575936, 'variance': 0.013020003214478493, 'avg_norm_sq_drifts': 0.014594219624996185, 'norm_sq_avg_drift': 0.0015742168761789799, 'round_steps': 1760}
{'round': 42, 'accuracy': 0.9369266055045872, 'testing_loss': 0.3009024070674092, 'training_loss': 0.028066685093602828, 'variance': 0.012907168827950954, 'avg_norm_sq_drifts': 0.014360624365508556, 'norm_sq_avg_drift': 0.0014534556539729238, 'round_steps': 1760}
{'round': 43, 'accuracy': 0.9357798165137615, 'testing_loss': 0.3092547644975322, 'training_loss': 0.019383786616625993, 'variance': 0.009878274984657764, 'avg_norm_sq_drifts': 0.010924901813268661, 'norm_sq_avg_drift': 0.0010466265957802534, 'round_steps': 1760}
{'round': 44, 'accuracy': 0.9369266055045872, 'testing_loss': 0.3046667820823682, 'training_loss': 0.025438160987680685, 'variance': 0.011783807538449764, 'avg_norm_sq_drifts': 0.013048096559941769, 'norm_sq_avg_drift': 0.0012642887886613607, 'round_steps': 1760}
{'round': 45, 'accuracy': 0.9346330275229358, 'testing_loss': 0.32406254546447666, 'training_loss': 0.012359811040058214, 'variance': 0.006188950501382351, 'avg_norm_sq_drifts': 0.00680045410990715, 'norm_sq_avg_drift': 0.0006115036667324603, 'round_steps': 1760}
{'round': 46, 'accuracy': 0.9369266055045872, 'testing_loss': 0.3006966466689162, 'training_loss': 0.0329888863878742, 'variance': 0.014709115959703922, 'avg_norm_sq_drifts': 0.016489960253238678, 'norm_sq_avg_drift': 0.0017808445263653994, 'round_steps': 1760}
{'round': 47, 'accuracy': 0.9346330275229358, 'testing_loss': 0.3290281833324116, 'training_loss': 0.02243909565728741, 'variance': 0.011163128539919853, 'avg_norm_sq_drifts': 0.01235192734748125, 'norm_sq_avg_drift': 0.0011887992732226849, 'round_steps': 1760}
{'round': 48, 'accuracy': 0.9380733944954128, 'testing_loss': 0.311152398579598, 'training_loss': 0.025177007618111192, 'variance': 0.012388637289404869, 'avg_norm_sq_drifts': 0.013809564523398876, 'norm_sq_avg_drift': 0.0014209268847480416, 'round_steps': 1760}
{'round': 49, 'accuracy': 0.9380733944954128, 'testing_loss': 0.3174408192537007, 'training_loss': 0.02785909552920533, 'variance': 0.012335121631622314, 'avg_norm_sq_drifts': 0.013688527047634125, 'norm_sq_avg_drift': 0.001353405648842454, 'round_steps': 1760}
{'round': 50, 'accuracy': 0.926605504587156, 'testing_loss': 0.3656788229765563, 'training_loss': 0.020271484812214607, 'variance': 0.0095470380038023, 'avg_norm_sq_drifts': 0.010627740062773228, 'norm_sq_avg_drift': 0.0010807018261402845, 'round_steps': 1760}
{'round': 51, 'accuracy': 0.9311926605504587, 'testing_loss': 0.3552355522427648, 'training_loss': 0.019934530782092307, 'variance': 0.010155306197702885, 'avg_norm_sq_drifts': 0.011181955225765705, 'norm_sq_avg_drift': 0.0010266487952321768, 'round_steps': 1760}
{'round': 52, 'accuracy': 0.9220183486238532, 'testing_loss': 0.38663478019308734, 'training_loss': 0.017026620367460877, 'variance': 0.00889443140476942, 'avg_norm_sq_drifts': 0.009847709909081459, 'norm_sq_avg_drift': 0.0009532783296890557, 'round_steps': 1760}
{'round': 53, 'accuracy': 0.9380733944954128, 'testing_loss': 0.3123572633010036, 'training_loss': 0.026771717895327046, 'variance': 0.012895766645669937, 'avg_norm_sq_drifts': 0.014506417326629162, 'norm_sq_avg_drift': 0.001610651146620512, 'round_steps': 1760}
{'round': 54, 'accuracy': 0.9403669724770642, 'testing_loss': 0.3116165971366898, 'training_loss': 0.024658410010268365, 'variance': 0.012152532115578651, 'avg_norm_sq_drifts': 0.013495608232915401, 'norm_sq_avg_drift': 0.0013430763501673937, 'round_steps': 1760}
Finished Testing!
