Using device: cuda:1
{'checkpoint': 'roberta-base',
 'ds_path': 'glue',
 'ds_name': 'sst2',
 'num_labels': 2,
 'num_clients': 100,
 'clients_per_round': 10,
 'alpha': 1.0,
 'batch_size': 8,
 'local_epochs': 1,
 'max_epochs': 18,
 'total_rounds': 200,
 'fda': True,
 'theta': 0.0,
 'extras': '',
 'server_opt_name': 'Adam',
 'server_opt_lr': 0.0001,
 'client_opt_name': 'SGD',
 'client_opt_lr': 0.0001}

{'round': 1, 'accuracy': 0.4908256880733945, 'testing_loss': 0.750262629548344, 'training_loss': 0.6131550418382341, 'variance': 0.0010036120656877756, 'avg_norm_sq_drifts': 0.0010158477816730738, 'norm_sq_avg_drift': 1.2235770554980263e-05, 'round_steps': 88}
{'round': 16, 'accuracy': 0.930045871559633, 'testing_loss': 0.23515903295034868, 'training_loss': 0.06401742554001914, 'variance': 0.005748932249844074, 'avg_norm_sq_drifts': 0.006658733822405338, 'norm_sq_avg_drift': 0.0009098015143536031, 'round_steps': 792}
{'round': 17, 'accuracy': 0.9254587155963303, 'testing_loss': 0.2586450434867677, 'training_loss': 0.07198679877841681, 'variance': 0.005889177322387695, 'avg_norm_sq_drifts': 0.00665545929223299, 'norm_sq_avg_drift': 0.0007662817952223122, 'round_steps': 792}
{'round': 18, 'accuracy': 0.926605504587156, 'testing_loss': 0.2757571035036988, 'training_loss': 0.06841586790277401, 'variance': 0.006197948940098286, 'avg_norm_sq_drifts': 0.007054794579744339, 'norm_sq_avg_drift': 0.0008568454068154097, 'round_steps': 792}
{'round': 19, 'accuracy': 0.9323394495412844, 'testing_loss': 0.2654902811406219, 'training_loss': 0.07194850517723603, 'variance': 0.006643153261393309, 'avg_norm_sq_drifts': 0.007650651969015598, 'norm_sq_avg_drift': 0.0010074985912069678, 'round_steps': 880}
{'round': 20, 'accuracy': 0.9369266055045872, 'testing_loss': 0.26061072261387763, 'training_loss': 0.05475506877586862, 'variance': 0.006145783234387636, 'avg_norm_sq_drifts': 0.006892173085361719, 'norm_sq_avg_drift': 0.000746389792766422, 'round_steps': 968}
{'round': 21, 'accuracy': 0.9380733944954128, 'testing_loss': 0.2641355320704469, 'training_loss': 0.046988647678762485, 'variance': 0.005402799230068922, 'avg_norm_sq_drifts': 0.006032859440892935, 'norm_sq_avg_drift': 0.0006300602690316737, 'round_steps': 880}
{'round': 22, 'accuracy': 0.9346330275229358, 'testing_loss': 0.28450762968907695, 'training_loss': 0.04119947448589136, 'variance': 0.0051639205776154995, 'avg_norm_sq_drifts': 0.005938047077506781, 'norm_sq_avg_drift': 0.0007741263834759593, 'round_steps': 880}
{'round': 23, 'accuracy': 0.9369266055045872, 'testing_loss': 0.30200943834943494, 'training_loss': 0.03658445672271145, 'variance': 0.0050262585282325745, 'avg_norm_sq_drifts': 0.005653388798236847, 'norm_sq_avg_drift': 0.0006271300371736288, 'round_steps': 880}
{'round': 24, 'accuracy': 0.9403669724770642, 'testing_loss': 0.3106940933720822, 'training_loss': 0.033298453945746695, 'variance': 0.004607400391250849, 'avg_norm_sq_drifts': 0.005236114840954542, 'norm_sq_avg_drift': 0.0006287143332883716, 'round_steps': 792}
Finished Testing!
