Using device: cuda:0
{'checkpoint': 'roberta-base',
 'ds_path': 'glue',
 'ds_name': 'sst2',
 'num_labels': 2,
 'num_clients': 100,
 'clients_per_round': 10,
 'alpha': 1.0,
 'batch_size': 8,
 'local_epochs': 1,
 'max_epochs': 28,
 'total_rounds': 200,
 'fda': True,
 'theta': 0.0,
 'extras': '',
 'server_opt_name': 'Adam',
 'server_opt_lr': 0.0001,
 'client_opt_name': 'SGD',
 'client_opt_lr': 0.0001}

{'round': 1, 'accuracy': 0.4908256880733945, 'testing_loss': 0.750262629548344, 'training_loss': 0.6131550418382341, 'variance': 0.0010036120656877756, 'avg_norm_sq_drifts': 0.0010158477816730738, 'norm_sq_avg_drift': 1.2235770554980263e-05, 'round_steps': 88}
{'round': 12, 'accuracy': 0.9013761467889908, 'testing_loss': 0.45830708208767307, 'training_loss': 0.07317527562123809, 'variance': 0.01156851090490818, 'avg_norm_sq_drifts': 0.013875111937522888, 'norm_sq_avg_drift': 0.0023066014982759953, 'round_steps': 1232}
{'round': 13, 'accuracy': 0.9185779816513762, 'testing_loss': 0.39776720899667745, 'training_loss': 0.038250593187498114, 'variance': 0.011796423234045506, 'avg_norm_sq_drifts': 0.013330275192856789, 'norm_sq_avg_drift': 0.0015338518423959613, 'round_steps': 1760}
{'round': 14, 'accuracy': 0.9243119266055045, 'testing_loss': 0.3438850708061257, 'training_loss': 0.06138208818260947, 'variance': 0.00890252273529768, 'avg_norm_sq_drifts': 0.010242491960525513, 'norm_sq_avg_drift': 0.0013399688759818673, 'round_steps': 880}
{'round': 15, 'accuracy': 0.9357798165137615, 'testing_loss': 0.31109099635195386, 'training_loss': 0.03592568521955649, 'variance': 0.013105041347444057, 'avg_norm_sq_drifts': 0.014813999645411968, 'norm_sq_avg_drift': 0.001708958181552589, 'round_steps': 1760}
{'round': 16, 'accuracy': 0.9346330275229358, 'testing_loss': 0.29350637476020836, 'training_loss': 0.04764649298297144, 'variance': 0.009660263545811176, 'avg_norm_sq_drifts': 0.011106087826192379, 'norm_sq_avg_drift': 0.0014458246296271682, 'round_steps': 1232}
{'round': 17, 'accuracy': 0.930045871559633, 'testing_loss': 0.2758460981769214, 'training_loss': 0.05303802459463099, 'variance': 0.010091600939631462, 'avg_norm_sq_drifts': 0.011396105401217937, 'norm_sq_avg_drift': 0.0013045048108324409, 'round_steps': 1232}
{'round': 18, 'accuracy': 0.926605504587156, 'testing_loss': 0.27172577682532234, 'training_loss': 0.049189337819434624, 'variance': 0.010483630932867527, 'avg_norm_sq_drifts': 0.011715085245668888, 'norm_sq_avg_drift': 0.001231454312801361, 'round_steps': 1232}
{'round': 19, 'accuracy': 0.9311926605504587, 'testing_loss': 0.26703849460592133, 'training_loss': 0.05089784930858884, 'variance': 0.010985803790390491, 'avg_norm_sq_drifts': 0.012534297071397305, 'norm_sq_avg_drift': 0.0015484933974221349, 'round_steps': 1408}
{'round': 20, 'accuracy': 0.9334862385321101, 'testing_loss': 0.27796439815728086, 'training_loss': 0.036372358812815996, 'variance': 0.010087819769978523, 'avg_norm_sq_drifts': 0.011347508989274502, 'norm_sq_avg_drift': 0.0012596893357113004, 'round_steps': 1672}
{'round': 21, 'accuracy': 0.9357798165137615, 'testing_loss': 0.29762453244493875, 'training_loss': 0.03294867054508139, 'variance': 0.007694621104747057, 'avg_norm_sq_drifts': 0.008653911761939526, 'norm_sq_avg_drift': 0.0009592906571924686, 'round_steps': 1320}
{'round': 22, 'accuracy': 0.9380733944954128, 'testing_loss': 0.32705013832937685, 'training_loss': 0.030993192694168326, 'variance': 0.007552559021860361, 'avg_norm_sq_drifts': 0.008511913008987904, 'norm_sq_avg_drift': 0.0009593538125045598, 'round_steps': 1232}
{'round': 23, 'accuracy': 0.9392201834862385, 'testing_loss': 0.34692217565743455, 'training_loss': 0.024031453170045382, 'variance': 0.007649917155504227, 'avg_norm_sq_drifts': 0.008670983836054802, 'norm_sq_avg_drift': 0.0010210666805505753, 'round_steps': 1408}
Finished Testing!
