Using device: cuda:0
{'checkpoint': 'roberta-base',
 'ds_path': 'glue',
 'ds_name': 'sst2',
 'num_labels': 2,
 'num_clients': 100,
 'clients_per_round': 10,
 'alpha': 1.0,
 'batch_size': 8,
 'local_epochs': 20,
 'max_epochs': -1,
 'total_rounds': 200,
 'fda': False,
 'theta': 0.0,
 'extras': '',
 'server_opt_name': 'AdamW',
 'server_opt_lr': 0.0001,
 'client_opt_name': 'SGD',
 'client_opt_lr': 0.0001}

{'round': 1, 'accuracy': 0.5389908256880734, 'testing_loss': 0.679427447669003, 'training_loss': 0.44574072576659757, 'variance': 0.01416950486600399, 'avg_norm_sq_drifts': 0.016396526247262955, 'norm_sq_avg_drift': 0.002227021846920252, 'round_steps': 1760}
{'round': 22, 'accuracy': 0.9311926605504587, 'testing_loss': 0.32514789499571534, 'training_loss': 0.020362585402477346, 'variance': 0.00914296880364418, 'avg_norm_sq_drifts': 0.010270810686051846, 'norm_sq_avg_drift': 0.0011278422316536307, 'round_steps': 1760}
{'round': 23, 'accuracy': 0.9334862385321101, 'testing_loss': 0.3424811866197152, 'training_loss': 0.019006946844738606, 'variance': 0.008719717152416706, 'avg_norm_sq_drifts': 0.009860125370323658, 'norm_sq_avg_drift': 0.0011404085671529174, 'round_steps': 1760}
{'round': 24, 'accuracy': 0.9357798165137615, 'testing_loss': 0.34761694217480693, 'training_loss': 0.014576785549753907, 'variance': 0.007180605549365282, 'avg_norm_sq_drifts': 0.008116244338452816, 'norm_sq_avg_drift': 0.000935638789087534, 'round_steps': 1760}
{'round': 25, 'accuracy': 0.9369266055045872, 'testing_loss': 0.35437050178200336, 'training_loss': 0.01367653701139158, 'variance': 0.007826477289199829, 'avg_norm_sq_drifts': 0.008912448771297932, 'norm_sq_avg_drift': 0.001085971249267459, 'round_steps': 1760}
{'round': 26, 'accuracy': 0.9380733944954128, 'testing_loss': 0.36487446356303893, 'training_loss': 0.020861531218310823, 'variance': 0.009429950267076492, 'avg_norm_sq_drifts': 0.010771009139716625, 'norm_sq_avg_drift': 0.001341058872640133, 'round_steps': 1760}
{'round': 27, 'accuracy': 0.9369266055045872, 'testing_loss': 0.36550648653952655, 'training_loss': 0.02413335545002941, 'variance': 0.010929813608527184, 'avg_norm_sq_drifts': 0.012303340248763561, 'norm_sq_avg_drift': 0.0013735267566516995, 'round_steps': 1760}
{'round': 28, 'accuracy': 0.930045871559633, 'testing_loss': 0.39183314383189344, 'training_loss': 0.01453520208265631, 'variance': 0.007791237905621529, 'avg_norm_sq_drifts': 0.0087119834497571, 'norm_sq_avg_drift': 0.0009207457769662142, 'round_steps': 1760}
{'round': 29, 'accuracy': 0.930045871559633, 'testing_loss': 0.3730288964394243, 'training_loss': 0.016687975464415104, 'variance': 0.007369217462837696, 'avg_norm_sq_drifts': 0.008429872803390026, 'norm_sq_avg_drift': 0.0010606551077216864, 'round_steps': 1760}
{'round': 30, 'accuracy': 0.9288990825688074, 'testing_loss': 0.36000745703061454, 'training_loss': 0.016656990735309178, 'variance': 0.00780015904456377, 'avg_norm_sq_drifts': 0.008967413567006588, 'norm_sq_avg_drift': 0.0011672546388581395, 'round_steps': 1760}
{'round': 31, 'accuracy': 0.926605504587156, 'testing_loss': 0.3582910287056178, 'training_loss': 0.011026727562535928, 'variance': 0.0051775043830275536, 'avg_norm_sq_drifts': 0.005757390521466732, 'norm_sq_avg_drift': 0.0005798860802315176, 'round_steps': 1760}
{'round': 32, 'accuracy': 0.9334862385321101, 'testing_loss': 0.3418535710071585, 'training_loss': 0.010221409502141383, 'variance': 0.005162068642675877, 'avg_norm_sq_drifts': 0.005903614219278097, 'norm_sq_avg_drift': 0.0007415457512252033, 'round_steps': 1760}
{'round': 33, 'accuracy': 0.9357798165137615, 'testing_loss': 0.3390112633389953, 'training_loss': 0.009249168938649747, 'variance': 0.004848836455494165, 'avg_norm_sq_drifts': 0.005479111801832914, 'norm_sq_avg_drift': 0.0006302752299234271, 'round_steps': 1760}
{'round': 34, 'accuracy': 0.9380733944954128, 'testing_loss': 0.3465911445951243, 'training_loss': 0.008361493287754703, 'variance': 0.004769910592585802, 'avg_norm_sq_drifts': 0.0052705309353768826, 'norm_sq_avg_drift': 0.0005006204592064023, 'round_steps': 1760}
{'round': 35, 'accuracy': 0.9392201834862385, 'testing_loss': 0.3553315254679663, 'training_loss': 0.012401746070198155, 'variance': 0.006011521443724632, 'avg_norm_sq_drifts': 0.006829026620835066, 'norm_sq_avg_drift': 0.0008175051189027727, 'round_steps': 1760}
Finished Testing!
