,Unnamed: 0,checkpoint,ds_path,ds_name,num_labels,num_clients,clients_per_round,alpha,batch_size,local_epochs,total_rounds,server_opt_name,server_opt_lr,server_opt_momentum,client_opt_name,client_opt_lr,round,accuracy,f1,testing_loss,training_loss,variance,avg_norm_sq_drifts,norm_sq_avg_drift,round_steps
30,30,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,SGDM,0.33,0.9,SGD,0.001,31,0.6838235294117647,0.8122270742358079,0.6221315340668547,0.5757607378065586,0.0005402467795647,0.0005547651089727,1.451832395105157e-05,5
31,31,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,SGDM,0.33,0.9,SGD,0.001,32,0.6838235294117647,0.8122270742358079,0.6256326378560534,0.5997794855386018,0.0005017717485316,0.0005168538773432,1.5082101526786572e-05,5
32,32,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,SGDM,0.33,0.9,SGD,0.001,33,0.6838235294117647,0.8122270742358079,0.63145857815649,0.7054669827222824,0.0005700616748072,0.0007132901228033,0.0001432284334441,5
33,33,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,SGDM,0.33,0.9,SGD,0.001,34,0.6838235294117647,0.8122270742358079,0.6336807713789099,0.725880453363061,0.0006855429965071,0.0009023859165608,0.0002168429055018,5
34,34,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,SGDM,0.33,0.9,SGD,0.001,35,0.6838235294117647,0.8122270742358079,0.6352470347694322,0.5389423657208681,0.0005729019176214,0.0005841880920343,1.1286163498880342e-05,5
35,35,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,SGDM,0.33,0.9,SGD,0.001,36,0.6838235294117647,0.8122270742358079,0.6347740339297875,0.592909887060523,0.0004438173200469,0.0004771229578182,3.330563413328491e-05,5
36,36,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,SGDM,0.33,0.9,SGD,0.001,37,0.6838235294117647,0.8122270742358079,0.6337321663604063,0.5419323008507491,0.0004622267733793,0.0004706245090346,8.397742931265384e-06,5
37,37,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,SGDM,0.33,0.9,SGD,0.001,38,0.6838235294117647,0.8122270742358079,0.6284743155918869,0.7104021139442921,0.0008164713508449,0.0010189764434471,0.0002025050926022,5
38,38,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,SGDM,0.33,0.9,SGD,0.001,39,0.6838235294117647,0.8122270742358079,0.6262135651766085,0.4505045097321272,0.0002842219546437,0.0003318945236969,4.76725836051628e-05,5
39,39,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,SGDM,0.33,0.9,SGD,0.001,40,0.6838235294117647,0.8122270742358079,0.62406659710641,0.567243368178606,0.0005252833361737,0.000534551218152,9.26786378840916e-06,5
40,40,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,SGDM,0.33,0.9,SGD,0.001,41,0.6838235294117647,0.8122270742358079,0.6222424045497296,0.5568304814398288,0.0006032018573023,0.0006126256193965,9.423759365745354e-06,5
41,41,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,SGDM,0.33,0.9,SGD,0.001,42,0.6838235294117647,0.8122270742358079,0.6205263728020238,0.5695164371281862,0.0006789444596506,0.0006922179600223,1.3273487638798542e-05,5
42,42,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,SGDM,0.33,0.9,SGD,0.001,43,0.6838235294117647,0.8122270742358079,0.6198191683666379,0.4883052956312895,0.0003878842398989,0.0004412109265103,5.332669024937786e-05,5
43,43,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,SGDM,0.33,0.9,SGD,0.001,44,0.6838235294117647,0.8122270742358079,0.6185763010791704,0.622954697534442,0.0005219129379838,0.0005570118082687,3.50988884747494e-05,5
44,44,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,SGDM,0.33,0.9,SGD,0.001,45,0.6838235294117647,0.8122270742358079,0.61749555199754,0.5595421612262725,0.0006526464130729,0.0006733166519552,2.0670253434218463e-05,5
45,45,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,SGDM,0.33,0.9,SGD,0.001,46,0.6838235294117647,0.8122270742358079,0.6162131446249345,0.6042312614619731,0.0006294251652434,0.0006595041486434,3.007899067597464e-05,5
46,46,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,SGDM,0.33,0.9,SGD,0.001,47,0.6838235294117647,0.8122270742358079,0.6150204171152676,0.5136308506131172,0.0006459809374064,0.0006958442972972,4.9863367166835815e-05,5
47,47,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,SGDM,0.33,0.9,SGD,0.001,48,0.6838235294117647,0.8122270742358079,0.6150203791319155,0.4704164545983076,0.0005675550783053,0.0006808593170717,0.0001133042678702,5
48,48,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,SGDM,0.33,0.9,SGD,0.001,49,0.6838235294117647,0.8122270742358079,0.6135579715756809,0.6591445751488209,0.0009401050629094,0.0011346410028636,0.000194535969058,5
49,49,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,SGDM,0.33,0.9,SGD,0.001,50,0.6838235294117647,0.8122270742358079,0.6111725165563471,0.5780000053346157,0.0009213654557242,0.0009721928508952,5.082740608486347e-05,5
50,50,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,SGDM,0.33,0.9,SGD,0.001,51,0.6838235294117647,0.8122270742358079,0.6090423038192824,0.6354761026799679,0.0008102945284917,0.0009233920136466,0.0001130974851548,5
51,51,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,SGDM,0.33,0.9,SGD,0.001,52,0.6838235294117647,0.8122270742358079,0.6083321641473209,0.5251202505081892,0.0006391593487933,0.0006956563447602,5.649702507071197e-05,5
52,52,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,SGDM,0.33,0.9,SGD,0.001,53,0.6838235294117647,0.8122270742358079,0.6158359611735624,0.646563770249486,0.0009244852117262,0.0011442207032814,0.0002197354770032,5
53,53,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,SGDM,0.33,0.9,SGD,0.001,54,0.6838235294117647,0.8122270742358079,0.6172126262795692,0.4921762116253376,0.0009767618030309,0.0012471969239413,0.0002704350918065,5
54,54,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,SGDM,0.33,0.9,SGD,0.001,55,0.6838235294117647,0.8122270742358079,0.6127031544844309,0.5616234589368105,0.0008387311245314,0.0009229276329278,8.419648656854406e-05,5
55,55,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,SGDM,0.33,0.9,SGD,0.001,56,0.6838235294117647,0.8122270742358079,0.6048821012179056,0.5314830381423234,0.0010020202025771,0.0010801870375871,7.816684228600934e-05,5
56,56,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,SGDM,0.33,0.9,SGD,0.001,57,0.6838235294117647,0.8122270742358079,0.5998003249074898,0.5113263007253408,0.0012075160630047,0.0012696468038484,6.213076267158613e-05,5
57,57,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,SGDM,0.33,0.9,SGD,0.001,58,0.6838235294117647,0.8122270742358079,0.60843758781751,0.425685266405344,0.0011015362106263,0.0013655811781063,0.0002640449092723,5
58,58,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,SGDM,0.33,0.9,SGD,0.001,59,0.6838235294117647,0.8122270742358079,0.6363899856805801,0.4963235229253769,0.0010552167659625,0.0011155437678098,6.032700912328437e-05,5
59,59,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,SGDM,0.33,0.9,SGD,0.001,60,0.6838235294117647,0.8122270742358079,0.657616181993017,0.5440932378172875,0.0009894623653963,0.0011542030842974,0.000164740733453,5
60,60,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,SGDM,0.33,0.9,SGD,0.001,61,0.6838235294117647,0.8122270742358079,0.6286325340761858,0.5998208895325661,0.0014394976897165,0.0018582894699648,0.0004187918093521,5
61,61,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,SGDM,0.33,0.9,SGD,0.001,62,0.6838235294117647,0.8122270742358079,0.5819672439612594,0.4735305175185204,0.001566317747347,0.0017152748769149,0.0001489571732236,5
62,62,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,SGDM,0.33,0.9,SGD,0.001,63,0.6838235294117647,0.8122270742358079,0.5866983287474689,0.528863088414073,0.0014671118697151,0.0017349430127069,0.0002678311429917,5
63,63,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,SGDM,0.33,0.9,SGD,0.001,64,0.6862745098039216,0.7880794701986755,0.6531299679887062,0.5403692545369267,0.0023984091822057,0.0026548379100859,0.0002564287569839,5
64,64,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,SGDM,0.33,0.9,SGD,0.001,65,0.4142156862745098,0.2554517133956386,0.7013099602624482,0.5307325314730406,0.0018071900121867,0.0020073244813829,0.0002001344983,5
65,65,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,SGDM,0.33,0.9,SGD,0.001,66,0.5171568627450981,0.5012658227848101,0.6703263895184386,0.4666138457134366,0.0012396422680467,0.0020408669952303,0.0008012246689759,5
66,66,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,SGDM,0.33,0.9,SGD,0.001,67,0.7181372549019608,0.8211508553654744,0.5742917855580648,0.4842099050059915,0.0119960121810436,0.0141253843903541,0.0021293726749718,5
67,67,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,SGDM,0.33,0.9,SGD,0.001,68,0.6838235294117647,0.8122270742358079,0.648772849463949,0.4555901635438203,0.0073511251248419,0.0081675862893462,0.0008164610480889,5
68,68,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,SGDM,0.33,0.9,SGD,0.001,69,0.6838235294117647,0.8122270742358079,0.7751644678852138,0.4123022299259901,0.0091627398505806,0.0099549628794193,0.0007922230288386,5
69,69,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,SGDM,0.33,0.9,SGD,0.001,70,0.6838235294117647,0.8122270742358079,0.875339848518956,0.3464767983183264,0.0067399139516055,0.0077696968801319,0.0010297829285264,5
70,70,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,SGDM,0.33,0.9,SGD,0.001,71,0.6838235294117647,0.8122270742358079,0.8798939319071817,0.5775709694251419,0.0033055620733648,0.0043412237428128,0.001035661669448,5
71,71,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,SGDM,0.33,0.9,SGD,0.001,72,0.6838235294117647,0.8122270742358079,0.7217591356705216,0.6059984660707414,0.0021337571088224,0.0034381500445306,0.0013043929357081,5
72,72,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,SGDM,0.33,0.9,SGD,0.001,73,0.7083333333333334,0.8188736681887366,0.5597942652655583,0.5013979690149426,0.0150547632947564,0.0166726615279912,0.0016178985824808,5
73,73,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,SGDM,0.33,0.9,SGD,0.001,74,0.5147058823529411,0.4761904761904761,0.6874094675568974,0.4230254888534546,0.002638149773702,0.0030262526124715,0.0003881028387695,5
74,74,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,SGDM,0.33,0.9,SGD,0.001,75,0.4509803921568627,0.3488372093023256,0.7265197517825108,0.4089971419423818,0.0025435343850404,0.0034594107419252,0.0009158763568848,5
75,75,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,SGDM,0.33,0.9,SGD,0.001,76,0.6838235294117647,0.7764298093587522,0.5787258960452735,0.3707044877111912,0.0016222449485212,0.0029277165886014,0.0013054716400802,5
76,76,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,SGDM,0.33,0.9,SGD,0.001,77,0.6862745098039216,0.8123167155425219,0.6100908535368302,0.2971174752339721,0.0012624904047697,0.0019010001560673,0.0006385097512975,5
77,77,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,SGDM,0.33,0.9,SGD,0.001,78,0.6838235294117647,0.8122270742358079,0.7495123928084093,0.4875557529740035,0.0020070786122232,0.0023488504812121,0.0003417717816773,5
78,78,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,SGDM,0.33,0.9,SGD,0.001,79,0.6838235294117647,0.8122270742358079,0.8133783493848408,0.4196749021299183,0.004000618122518,0.0047865421511232,0.0007859237957745,5
79,79,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,SGDM,0.33,0.9,SGD,0.001,80,0.696078431372549,0.8165680473372781,0.6537103251207108,0.6003402585163713,0.002207207493484,0.0037891899701207,0.0015819824766367,5
80,80,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,SGDM,0.33,0.9,SGD,0.001,81,0.7181372549019608,0.8099173553719008,0.53728600693684,0.566172718150275,0.0018982534529641,0.0031213271431624,0.0012230736901983,5
81,81,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,SGDM,0.33,0.9,SGD,0.001,82,0.6225490196078431,0.65,0.6416139970807468,0.4335112325847149,0.0011790426215156,0.0015156618319451,0.0003366192395333,5
82,82,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,SGDM,0.33,0.9,SGD,0.001,83,0.6151960784313726,0.6407322654462243,0.6434730454987171,0.3956098703401429,0.0013574181357398,0.0021949892397969,0.0008375711040571,5
83,83,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,SGDM,0.33,0.9,SGD,0.001,84,0.7377450980392157,0.8195615514333895,0.5254726409912109,0.3601918981543609,0.0009339837124571,0.0021230168640613,0.0011890331516042,5
84,84,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,SGDM,0.33,0.9,SGD,0.001,85,0.7034313725490197,0.8202080237741456,0.6176926305188852,0.2452967662896428,0.0011067257728427,0.0018911976367235,0.0007844718638807,5
85,85,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,SGDM,0.33,0.9,SGD,0.001,86,0.6911764705882353,0.8157894736842105,0.8235107869202015,0.3580405548214912,0.003328395076096,0.0038191680796444,0.0004907730035483,5
86,86,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,SGDM,0.33,0.9,SGD,0.001,87,0.6838235294117647,0.8122270742358079,0.9588718535561188,0.3710372245737484,0.0013094402384012,0.0014632212696596,0.0001537810603622,5
87,87,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,SGDM,0.33,0.9,SGD,0.001,88,0.6862745098039216,0.8134110787172012,0.9027294369012702,0.6706744633615017,0.0018773300107568,0.0031821217853575,0.0013047917746007,5
88,88,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,SGDM,0.33,0.9,SGD,0.001,89,0.696078431372549,0.8181818181818182,0.6906594511340646,0.6225037533257688,0.0016252271598204,0.0027558698784559,0.0011306427186354,5
89,89,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,SGDM,0.33,0.9,SGD,0.001,90,0.7377450980392157,0.8351309707241911,0.5040567362425374,0.3700916304119995,0.0015236939070746,0.0018113362602889,0.0002876423823181,5
90,90,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,SGDM,0.33,0.9,SGD,0.001,91,0.7279411764705882,0.7852998065764023,0.5470346189012715,0.4805242699881394,0.0012363166315481,0.0014584092423319,0.0002220926107838,5
91,91,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,SGDM,0.33,0.9,SGD,0.001,92,0.5955882352941176,0.6004842615012107,0.6866402111801446,0.4910840215782324,0.0015010678907856,0.0018502732273191,0.0003492053365334,5
92,92,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,SGDM,0.33,0.9,SGD,0.001,93,0.7107843137254902,0.756198347107438,0.5853732952884599,0.3843766731520494,0.0013506290270015,0.0029985173605382,0.0016478883335366,5
93,93,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,SGDM,0.33,0.9,SGD,0.001,94,0.7524509803921569,0.8414442700156985,0.4846593579825233,0.3195658852656682,0.0003099176101386,0.0028468067757785,0.0025368891656398,5
94,94,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,SGDM,0.33,0.9,SGD,0.001,95,0.696078431372549,0.8181818181818182,0.7502999899580198,0.3042226915558179,0.00084854895249,0.00133070605807,0.0004821571055799,5
95,95,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,SGDM,0.33,0.9,SGD,0.001,96,0.6838235294117647,0.8122270742358079,0.9583256660284948,0.3377367691447338,0.0017067055450752,0.0022159605287015,0.0005092549836263,5
96,96,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,SGDM,0.33,0.9,SGD,0.001,97,0.6887254901960784,0.8145985401459854,0.9448998628147676,0.6336603996654351,0.0015415066154673,0.0031972469296306,0.0016557403141632,5
97,97,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,SGDM,0.33,0.9,SGD,0.001,98,0.696078431372549,0.8181818181818182,0.8261164891369203,0.4121259881804387,0.0012508172076195,0.0016377628780901,0.0003869456704705,5
98,98,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,SGDM,0.33,0.9,SGD,0.001,99,0.7279411764705882,0.827906976744186,0.523312372758108,0.6220415818194549,0.0016665970906615,0.0036660116165876,0.0019994145259261,5
99,99,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,SGDM,0.33,0.9,SGD,0.001,100,0.6887254901960784,0.7465069860279441,0.5380067311081231,0.3035628002136946,0.0013470146805047,0.0014533270150423,0.0001063123199855,5
100,100,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,SGDM,0.33,0.9,SGD,0.001,101,0.6176470588235294,0.6533333333333333,0.6134556993549946,0.2898064160098632,0.0013123555108904,0.0019297576509416,0.0006174020818434,5
101,101,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,SGDM,0.33,0.9,SGD,0.001,102,0.5637254901960784,0.555,0.6990057516331766,0.4575167303284009,0.001187162939459,0.0012965120840817,0.0001093491227948,5
102,102,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,SGDM,0.33,0.9,SGD,0.001,103,0.6372549019607843,0.6768558951965066,0.5890529459598017,0.4361995942890644,0.001241783495061,0.0023596531245857,0.0011178696295246,5
103,103,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,SGDM,0.33,0.9,SGD,0.001,104,0.7671568627450981,0.8403361344537815,0.4823870673483493,0.399043571203947,0.0013747765915468,0.0020320671610534,0.0006572905695065,5
104,104,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,SGDM,0.33,0.9,SGD,0.001,105,0.7132352941176471,0.8229954614220878,0.5355306048603619,0.455910929168264,0.0013204807182773,0.0015699889045208,0.0002495081862434,5
105,105,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,SGDM,0.33,0.9,SGD,0.001,106,0.7009803921568627,0.8195266272189349,0.6613021894705062,0.4057744370152553,0.0009389765909872,0.0010713175870478,0.0001323409815086,5
106,106,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,SGDM,0.33,0.9,SGD,0.001,107,0.6985294117647058,0.8183161004431314,0.6545934740673093,0.5270195780942838,0.0015041357837617,0.0025332290679216,0.0010290932841598,5
107,107,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,SGDM,0.33,0.9,SGD,0.001,108,0.7034313725490197,0.819672131147541,0.5748344731389308,0.3497283926854531,0.0015540493186563,0.0019081699429079,0.000354120566044,5
108,108,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,SGDM,0.33,0.9,SGD,0.001,109,0.7230392156862745,0.8295625942684767,0.5032310027117822,0.3099934726953506,0.000900813145563,0.0010243852157145,0.0001235720847034,5
109,109,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,SGDM,0.33,0.9,SGD,0.001,110,0.8063725490196079,0.8681135225375626,0.4331898817829057,0.3134105597933133,0.0017246558563783,0.0020440525840967,0.0003193967277184,5
110,110,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,SGDM,0.33,0.9,SGD,0.001,111,0.8137254901960784,0.8642857142857143,0.427847889416358,0.2463116645812988,0.001195665448904,0.0015796524239704,0.0003839869168587,5
