,checkpoint,ds_path,ds_name,num_labels,num_clients,clients_per_round,alpha,batch_size,local_epochs,max_epochs,total_rounds,fda,threshold,theta,extras,server_opt_name,server_opt_lr,client_opt_name,client_opt_lr,round,accuracy,f1,testing_loss,training_loss,variance,avg_norm_sq_drifts,norm_sq_avg_drift,round_steps
12,roberta-base,glue,mrpc,2,10,10,1.0,8,30,10,100,False,True,0.0,,Adam,0.0001,SGD,0.0001,13,0.8333333333333334,0.8881578947368421,1.1514306593273753,0.0029046218509747026,0.001955874729901552,0.0022181461099535227,0.00026227140915580094,1500
13,roberta-base,glue,mrpc,2,10,10,1.0,8,30,10,100,False,True,0.0,,Adam,0.0001,SGD,0.0001,14,0.8382352941176471,0.8888888888888888,1.034388311488346,0.0021925526985918016,0.0018252998124808073,0.002054372802376747,0.0002290729316882789,1500
14,roberta-base,glue,mrpc,2,10,10,1.0,8,30,10,100,False,True,0.0,,Adam,0.0001,SGD,0.0001,15,0.8529411764705882,0.896551724137931,0.9705742535119427,0.001654798541846685,0.0014933025231584907,0.0016809244407340884,0.0001876218884717673,1500
15,roberta-base,glue,mrpc,2,10,10,1.0,8,30,10,100,False,True,0.0,,Adam,0.0001,SGD,0.0001,16,0.8504901960784313,0.8957264957264958,0.9589001683001269,0.001685871305832067,0.0018160908948630095,0.0020252426620572805,0.0002091517235385254,1500
16,roberta-base,glue,mrpc,2,10,10,1.0,8,30,10,100,False,True,0.0,,Adam,0.0001,SGD,0.0001,17,0.8406862745098039,0.8911222780569514,1.0285209280091472,0.003004103975147397,0.0033136089332401752,0.003675664309412241,0.0003620552597567439,1500
17,roberta-base,glue,mrpc,2,10,10,1.0,8,30,10,100,False,True,0.0,,Adam,0.0001,SGD,0.0001,18,0.8382352941176471,0.8914473684210527,1.1060312207732304,0.0009937688402768495,0.0009514195844531059,0.0010334057733416557,8.198621071642265e-05,1500
18,roberta-base,glue,mrpc,2,10,10,1.0,8,30,10,100,False,True,0.0,,Adam,0.0001,SGD,0.0001,19,0.8308823529411765,0.8870703764320785,1.1190835339366458,0.0011751149136837436,0.0010619147215038538,0.0011697141453623772,0.00010779942385852337,1500
19,roberta-base,glue,mrpc,2,10,10,1.0,8,30,10,100,False,True,0.0,,Adam,0.0001,SGD,0.0001,20,0.8382352941176471,0.8910891089108911,1.0392173969269018,0.0009689078649273144,0.0007232256466522813,0.0007837142911739647,6.048864815966226e-05,1500
20,roberta-base,glue,mrpc,2,10,10,1.0,8,30,10,100,False,True,0.0,,Adam,0.0001,SGD,0.0001,21,0.8480392156862745,0.8966666666666666,0.9323696487103292,0.0010173588864163322,0.0006043383036740124,0.0006510310340672731,4.669274858315475e-05,1500
21,roberta-base,glue,mrpc,2,10,10,1.0,8,30,10,100,False,True,0.0,,Adam,0.0001,SGD,0.0001,22,0.8406862745098039,0.8903878583473862,0.837297963938338,0.0009149075722872416,0.0005594876129180193,0.0006060308660380542,4.654328222386539e-05,1500
22,roberta-base,glue,mrpc,2,10,10,1.0,8,30,10,100,False,True,0.0,,Adam,0.0001,SGD,0.0001,23,0.8357843137254902,0.8866328257191202,0.8058446137723627,0.0008616082611550762,0.0005900413962081075,0.0006274602492339909,3.741887121577747e-05,1500
23,roberta-base,glue,mrpc,2,10,10,1.0,8,30,10,100,False,True,0.0,,Adam,0.0001,SGD,0.0001,24,0.8382352941176471,0.888135593220339,0.84525809008825,0.0009103785304727353,0.0006975697469897568,0.0007413126877509058,4.374295531306416e-05,1500
24,roberta-base,glue,mrpc,2,10,10,1.0,8,30,10,100,False,True,0.0,,Adam,0.0001,SGD,0.0001,25,0.8333333333333334,0.8859060402684564,0.9302903139871299,0.0009041553178891869,0.0008839421207085252,0.000944772211369127,6.083008338464424e-05,1500
25,roberta-base,glue,mrpc,2,10,10,1.0,8,30,10,100,False,True,0.0,,Adam,0.0001,SGD,0.0001,26,0.8406862745098039,0.891846921797005,1.0269211258094526,0.0006324129233260464,0.000505761185195297,0.0005417250795289874,3.5963883419753984e-05,1500
26,roberta-base,glue,mrpc,2,10,10,1.0,8,30,10,100,False,True,0.0,,Adam,0.0001,SGD,0.0001,27,0.8382352941176471,0.8910891089108911,1.069338251139176,0.0007564935616073248,0.000807320058811456,0.0008749896660447121,6.76696072332561e-05,1500
27,roberta-base,glue,mrpc,2,10,10,1.0,8,30,10,100,False,True,0.0,,Adam,0.0001,SGD,0.0001,28,0.8357843137254902,0.8877721943048577,1.0613286694690174,0.0005248439968935902,0.0004609792958945036,0.0004865445662289858,2.556527942942921e-05,1500
28,roberta-base,glue,mrpc,2,10,10,1.0,8,30,10,100,False,True,0.0,,Adam,0.0001,SGD,0.0001,29,0.8382352941176471,0.8888888888888888,1.0320727589845347,0.0006135854425151289,0.00045273065916262567,0.0004740362928714603,2.130562461388763e-05,1500
29,roberta-base,glue,mrpc,2,10,10,1.0,8,30,10,100,False,True,0.0,,Adam,0.0001,SGD,0.0001,30,0.8357843137254902,0.8870151770657673,1.0411182775715846,0.0004848753574538932,0.00046826008474454284,0.0004989415756426752,3.06814799841959e-05,1500
30,roberta-base,glue,mrpc,2,10,10,1.0,8,30,10,100,False,True,0.0,,Adam,0.0001,SGD,0.0001,31,0.8382352941176471,0.888135593220339,1.020720519109269,0.0005536289170851281,0.0006465933402068913,0.0006979794125072658,5.13860686623957e-05,1500
31,roberta-base,glue,mrpc,2,10,10,1.0,8,30,10,100,False,True,0.0,,Adam,0.0001,SGD,0.0001,32,0.8357843137254902,0.8873949579831932,1.028924647890509,0.00042030927398955105,0.00044363579945638776,0.00047868999536149204,3.505418499116786e-05,1500
32,roberta-base,glue,mrpc,2,10,10,1.0,8,30,10,100,False,True,0.0,,Adam,0.0001,SGD,0.0001,33,0.8431372549019608,0.8922558922558923,1.0235648062388303,0.0006376702019942362,0.0007023375364951789,0.0007507978589273989,4.846034062211402e-05,1500
33,roberta-base,glue,mrpc,2,10,10,1.0,8,30,10,100,False,True,0.0,,Adam,0.0001,SGD,0.0001,34,0.8357843137254902,0.8877721943048577,1.0325780803606333,0.0004183978903425061,0.0004248918266966939,0.0004517594934441149,2.6867670385399833e-05,1500
34,roberta-base,glue,mrpc,2,10,10,1.0,8,30,10,100,False,True,0.0,,Adam,0.0001,SGD,0.0001,35,0.8406862745098039,0.8907563025210085,1.0212856793683278,0.00032812146066741357,0.0003407366166356951,0.0003577002789825201,1.6963653251877986e-05,1500
35,roberta-base,glue,mrpc,2,10,10,1.0,8,30,10,100,False,True,0.0,,Adam,0.0001,SGD,0.0001,36,0.8431372549019608,0.8922558922558923,1.0206926203201303,0.00033499576326030363,0.0003082811599597335,0.000329146278090775,2.0865129044977948e-05,1500
36,roberta-base,glue,mrpc,2,10,10,1.0,8,30,10,100,False,True,0.0,,Adam,0.0001,SGD,0.0001,37,0.8431372549019608,0.8922558922558923,1.019810225228367,0.00038284598334175827,0.00037195731420069933,0.00039162495522759855,1.9667650121846236e-05,1500
37,roberta-base,glue,mrpc,2,10,10,1.0,8,30,10,100,False,True,0.0,,Adam,0.0001,SGD,0.0001,38,0.8333333333333334,0.8851351351351351,1.0120416755445132,0.00039271797551615847,0.00025680652470327914,0.0002646802458912134,7.873719368944876e-06,1500
38,roberta-base,glue,mrpc,2,10,10,1.0,8,30,10,100,False,True,0.0,,Adam,0.0001,SGD,0.0001,39,0.8308823529411765,0.883248730964467,1.0142442195056527,0.0003595724100008132,0.0003758449456654489,0.000391710753319785,1.5865807654336095e-05,1500
39,roberta-base,glue,mrpc,2,10,10,1.0,8,30,10,100,False,True,0.0,,Adam,0.0001,SGD,0.0001,40,0.8308823529411765,0.8828522920203735,1.0151106121650395,0.0002696282366077867,0.0004287168267183006,0.0004504738317336887,2.1757012291345745e-05,1500
40,roberta-base,glue,mrpc,2,10,10,1.0,8,30,10,100,False,True,0.0,,Adam,0.0001,SGD,0.0001,41,0.8357843137254902,0.8858603066439523,1.018353839101181,0.0002588238668891184,0.0002213152329204604,0.00022951253049541265,8.197297574952245e-06,1500
41,roberta-base,glue,mrpc,2,10,10,1.0,8,30,10,100,False,True,0.0,,Adam,0.0001,SGD,0.0001,42,0.8308823529411765,0.8824531516183987,1.0156281464920076,0.00031077636465815883,0.00034875012352131307,0.0003693336620926857,2.058354402834084e-05,1500
42,roberta-base,glue,mrpc,2,10,10,1.0,8,30,10,100,False,True,0.0,,Adam,0.0001,SGD,0.0001,43,0.8333333333333334,0.8847457627118644,1.0307902860964246,0.00035750791850126313,0.0003359309339430183,0.00035620955168269575,2.0278606825741008e-05,1500
43,roberta-base,glue,mrpc,2,10,10,1.0,8,30,10,100,False,True,0.0,,Adam,0.0001,SGD,0.0001,44,0.8333333333333334,0.8851351351351351,1.0389088160949291,0.00027035918728179236,0.00030801352113485336,0.00032552139600738883,1.7507880329503678e-05,1500
44,roberta-base,glue,mrpc,2,10,10,1.0,8,30,10,100,False,True,0.0,,Adam,0.0001,SGD,0.0001,45,0.8357843137254902,0.8866328257191202,1.0315934289773947,0.00027831432814358174,0.0002628409711178392,0.000274272431852296,1.1431465281930286e-05,1500
45,roberta-base,glue,mrpc,2,10,10,1.0,8,30,10,100,False,True,0.0,,Adam,0.0001,SGD,0.0001,46,0.8382352941176471,0.8873720136518771,1.0172816906752082,0.00029953527313894784,0.00027761099045164883,0.0002913583884947002,1.3747404409514274e-05,1500
46,roberta-base,glue,mrpc,2,10,10,1.0,8,30,10,100,False,True,0.0,,Adam,0.0001,SGD,0.0001,47,0.8382352941176471,0.8858131487889274,0.9892185913256838,0.0003128464656949897,0.0002586975460872054,0.0002705827064346522,1.1885163075930905e-05,1500
47,roberta-base,glue,mrpc,2,10,10,1.0,8,30,10,100,False,True,0.0,,Adam,0.0001,SGD,0.0001,48,0.8431372549019608,0.8885017421602788,0.9813133209092627,0.00020521608926125432,0.0002794262836687267,0.00029401559731923044,1.4589307284040842e-05,1500
48,roberta-base,glue,mrpc,2,10,10,1.0,8,30,10,100,False,True,0.0,,Adam,0.0001,SGD,0.0001,49,0.8357843137254902,0.8850771869639794,1.0141244165667256,0.00019976549957985602,0.00028294511139392853,0.0003058315487578511,2.2886446458869614e-05,1500
49,roberta-base,glue,mrpc,2,10,10,1.0,8,30,10,100,False,True,0.0,,Adam,0.0001,SGD,0.0001,50,0.8357843137254902,0.8866328257191202,1.0861798480781741,0.00024226968026196116,0.00027692585717886686,0.0002971540961880237,2.022823173319921e-05,1500
50,roberta-base,glue,mrpc,2,10,10,1.0,8,30,10,100,False,True,0.0,,Adam,0.0001,SGD,0.0001,51,0.8382352941176471,0.8888888888888888,1.0888426836278513,0.0002707911594971544,0.00029084464767947793,0.0003133827995043248,2.2538137272931635e-05,1500
51,roberta-base,glue,mrpc,2,10,10,1.0,8,30,10,100,False,True,0.0,,Adam,0.0001,SGD,0.0001,52,0.8431372549019608,0.8907849829351536,1.039899973149516,0.00020186704052921415,0.00024849059991538525,0.00027177456649951637,2.32839556701947e-05,1500
52,roberta-base,glue,mrpc,2,10,10,1.0,8,30,10,100,False,True,0.0,,Adam,0.0001,SGD,0.0001,53,0.8504901960784313,0.8942807625649913,1.007980696076629,0.00017657857097704737,0.00021690488210879266,0.00023019003856461495,1.3285156455822289e-05,1500
53,roberta-base,glue,mrpc,2,10,10,1.0,8,30,10,100,False,True,0.0,,Adam,0.0001,SGD,0.0001,54,0.8504901960784313,0.893542757417103,0.9989969638102718,0.00024264182745355355,0.00028789311181753874,0.0003122531052213162,2.4359984308830462e-05,1500
54,roberta-base,glue,mrpc,2,10,10,1.0,8,30,10,100,False,True,0.0,,Adam,0.0001,SGD,0.0001,55,0.8480392156862745,0.89419795221843,1.040540168833746,0.00014705297661900355,0.0003245867555961013,0.0003515820426400751,2.6995277949026786e-05,1500
55,roberta-base,glue,mrpc,2,10,10,1.0,8,30,10,100,False,True,0.0,,Adam,0.0001,SGD,0.0001,56,0.8480392156862745,0.8949152542372881,1.076691478390268,0.00023788393213678016,0.00025062711210921407,0.00026082416297867894,1.0197056326433085e-05,1500
56,roberta-base,glue,mrpc,2,10,10,1.0,8,30,10,100,False,True,0.0,,Adam,0.0001,SGD,0.0001,57,0.8504901960784313,0.8960817717206133,1.0677140674241872,0.0002692938507567911,0.00019749747298192233,0.00020761821360792965,1.012074153550202e-05,1500
57,roberta-base,glue,mrpc,2,10,10,1.0,8,30,10,100,False,True,0.0,,Adam,0.0001,SGD,0.0001,58,0.8504901960784313,0.8953687821612349,1.050794636865391,0.00015083442135764927,0.00021795810607727617,0.00022859452292323112,1.0636423212417867e-05,1500
58,roberta-base,glue,mrpc,2,10,10,1.0,8,30,10,100,False,True,0.0,,Adam,0.0001,SGD,0.0001,59,0.8553921568627451,0.8977469670710572,1.0303507549014659,0.00011141474932931789,0.00017092614143621176,0.0001798027369659394,8.876599167706445e-06,1500
59,roberta-base,glue,mrpc,2,10,10,1.0,8,30,10,100,False,True,0.0,,Adam,0.0001,SGD,0.0001,60,0.8480392156862745,0.89198606271777,1.0366928682042984,0.00012877444101698832,0.00024003061116673052,0.00025139391073025763,1.1363292287569493e-05,1500
60,roberta-base,glue,mrpc,2,10,10,1.0,8,30,10,100,False,True,0.0,,Adam,0.0001,SGD,0.0001,61,0.8504901960784313,0.8942807625649913,1.0497798684187265,0.00010449477021411442,0.00018076167907565832,0.00018984837515745312,9.086700629268307e-06,1500
61,roberta-base,glue,mrpc,2,10,10,1.0,8,30,10,100,False,True,0.0,,Adam,0.0001,SGD,0.0001,62,0.8480392156862745,0.8931034482758621,1.060695041426341,0.0002297044753479592,0.00025961565552279353,0.0002777512709144503,1.813561175367795e-05,1500
62,roberta-base,glue,mrpc,2,10,10,1.0,8,30,10,100,False,True,0.0,,Adam,0.0001,SGD,0.0001,63,0.8382352941176471,0.8877551020408163,1.0932160045944614,0.0003112852883037097,0.0004961253143846989,0.0005431314348243177,4.70061058877036e-05,1500
63,roberta-base,glue,mrpc,2,10,10,1.0,8,30,10,100,False,True,0.0,,Adam,0.0001,SGD,0.0001,64,0.8406862745098039,0.889267461669506,1.1082968497695203,0.00014815980165018726,0.00014407787239179015,0.00015261424414347857,8.536372661183123e-06,1500
64,roberta-base,glue,mrpc,2,10,10,1.0,8,30,10,100,False,True,0.0,,Adam,0.0001,SGD,0.0001,65,0.8455882352941176,0.8923076923076924,1.101748985514824,0.00023124606419866415,0.0001766403584042564,0.00018823596474248916,1.1595600881264545e-05,1500
65,roberta-base,glue,mrpc,2,10,10,1.0,8,30,10,100,False,True,0.0,,Adam,0.0001,SGD,0.0001,66,0.8504901960784313,0.8946459412780656,1.0627744981383704,0.001144480953747067,0.000739013368729502,0.0008422220125794411,0.00010320862929802388,1500
66,roberta-base,glue,mrpc,2,10,10,1.0,8,30,10,100,False,True,0.0,,Adam,0.0001,SGD,0.0001,67,0.8431372549019608,0.8896551724137931,1.0733556080487117,0.00013248562356572318,0.0001837531162891537,0.0001988636067835614,1.5110490494407713e-05,1500
67,roberta-base,glue,mrpc,2,10,10,1.0,8,30,10,100,False,True,0.0,,Adam,0.0001,SGD,0.0001,68,0.8406862745098039,0.8888888888888888,1.076679622890005,0.00014701863346933047,0.0002436251234030351,0.000257348787272349,1.3723669326282106e-05,1500
68,roberta-base,glue,mrpc,2,10,10,1.0,8,30,10,100,False,True,0.0,,Adam,0.0001,SGD,0.0001,69,0.8431372549019608,0.8915254237288136,1.0904697262913567,0.00011613322440067958,0.00019764743046835065,0.0002117250405717641,1.4077615560381673e-05,1500
69,roberta-base,glue,mrpc,2,10,10,1.0,8,30,10,100,False,True,0.0,,Adam,0.0001,SGD,0.0001,70,0.8455882352941176,0.8930390492359932,1.0746321031522301,0.0001493592511356231,0.00017824010865297168,0.00018843157158698887,1.019145747704897e-05,1500
70,roberta-base,glue,mrpc,2,10,10,1.0,8,30,10,100,False,True,0.0,,Adam,0.0001,SGD,0.0001,71,0.8431372549019608,0.8900343642611683,1.0184662793886745,0.0002397468713634832,0.0002773366286419332,0.0002938929828815162,1.655635060160421e-05,1500
71,roberta-base,glue,mrpc,2,10,10,1.0,8,30,10,100,False,True,0.0,,Adam,0.0001,SGD,0.0001,72,0.8578431372549019,0.8996539792387543,0.9813364813906125,0.00015484891179470042,0.00015951745444908738,0.00016717960534151644,7.662157258891966e-06,1500
