,checkpoint,ds_path,ds_name,num_labels,num_clients,clients_per_round,alpha,batch_size,local_epochs,total_rounds,server_opt_name,server_opt_lr,client_opt_name,client_opt_lr,round,accuracy,f1,testing_loss,training_loss,variance,avg_norm_sq_drifts,norm_sq_avg_drift
10,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.0001,SGD,0.01,11,0.7083333333333334,0.8188736681887366,0.5536540980432548,0.43788529811426996,0.02300025150179863,0.026280753314495087,0.0032805015798658133
11,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.0001,SGD,0.01,12,0.7034313725490197,0.819672131147541,0.5557177867375168,0.43242952404543755,0.030482903122901917,0.03409159928560257,0.0036086970940232277
12,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.0001,SGD,0.01,13,0.7107843137254902,0.8233532934131736,0.5547492638522503,0.2557547023752704,0.026364188641309738,0.028943810611963272,0.002579621970653534
13,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.0001,SGD,0.01,14,0.6985294117647058,0.8183161004431314,0.5834726191618863,0.4196408660151064,0.042097728699445724,0.048412423580884933,0.006314693950116634
14,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.0001,SGD,0.01,15,0.6985294117647058,0.8183161004431314,0.5634853237984228,0.2947060398524627,0.028551321476697922,0.03065520152449608,0.0021038809791207314
15,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.0001,SGD,0.01,16,0.6985294117647058,0.8188512518409425,0.6604375016747737,0.2625264859525487,0.028007039800286293,0.03069893643260002,0.0026918959338217974
16,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.0001,SGD,0.01,17,0.7034313725490197,0.819672131147541,0.5592905020012575,0.52285885901656,0.05211178958415985,0.059454191476106644,0.00734240235760808
17,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.0001,SGD,0.01,18,0.7156862745098039,0.8253012048192772,0.5845075132800084,0.5100745259318501,0.022985441610217094,0.026661261916160583,0.003675820305943489
18,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.0001,SGD,0.01,19,0.7132352941176471,0.8245877061469266,0.5315835487608817,0.38094927025958897,0.023432116955518723,0.026780061423778534,0.0033479442354291677
19,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.0001,SGD,0.01,20,0.7156862745098039,0.8253012048192772,0.5080665233088475,0.4165919934399426,0.028059760108590126,0.030576510354876518,0.002516749780625105
20,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.0001,SGD,0.01,21,0.7230392156862745,0.8126036484245439,0.601296572708616,0.4970635952427983,0.03379538282752037,0.04129635915160179,0.007500975858420134
21,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.0001,SGD,0.01,22,0.7058823529411765,0.8125,0.5650849839051565,0.47524912194348873,0.39529740810394287,0.4500867426395416,0.054789330810308456
22,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.0001,SGD,0.01,23,0.7279411764705882,0.821256038647343,0.5719460009359846,0.5249591487227008,0.020319879055023193,0.02296335995197296,0.0026434804312884808
23,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.0001,SGD,0.01,24,0.7328431372549019,0.8304821150855366,0.5023737169948279,0.3619891484733671,0.019701525568962097,0.022650573402643204,0.002949048299342394
24,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.0001,SGD,0.01,25,0.7377450980392157,0.833592534992224,0.4975121202422123,0.3121319440193474,0.04484798014163971,0.04927747696638107,0.004429497756063938
25,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.0001,SGD,0.01,26,0.7058823529411765,0.8208955223880597,0.5816806940471425,0.24671116473618895,0.013619982637465,0.023276129737496376,0.009656147100031376
26,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.0001,SGD,0.01,27,0.7009803921568627,0.8184523809523809,0.5910346250908047,0.3255211748648435,0.031580884009599686,0.03606822341680527,0.004487340804189444
27,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.0001,SGD,0.01,28,0.6985294117647058,0.8172362555720654,0.6647621929353359,0.2154115917161107,0.021235095337033272,0.02433713525533676,0.0031020394526422024
28,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.0001,SGD,0.01,29,0.7132352941176471,0.8174726989079563,0.5368369122346243,0.5927382024936378,0.05336792767047882,0.08342379331588745,0.03005586564540863
29,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.0001,SGD,0.01,30,0.7181372549019608,0.8260211800302572,0.5079306112784966,0.40612515981774777,0.04760732501745224,0.05513959378004074,0.007532266899943352
30,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.0001,SGD,0.01,31,0.7156862745098039,0.824773413897281,0.49408586644658853,0.343821066734381,0.03367069363594055,0.037221912294626236,0.0035512191243469715
31,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.0001,SGD,0.01,32,0.7181372549019608,0.8244274809160306,0.48513801366675136,0.41295856244396417,0.04140433669090271,0.046672482043504715,0.005268145352602005
32,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.0001,SGD,0.01,33,0.7205882352941176,0.8246153846153846,0.5079048848619648,0.4840640405891463,0.05188623443245888,0.05775488540530205,0.0058686500415205956
33,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.0001,SGD,0.01,34,0.7254901960784313,0.8271604938271605,0.47050077219804126,0.3951017260318622,0.02661009132862091,0.030892422422766685,0.0042823301628232
34,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.0001,SGD,0.01,35,0.7156862745098039,0.823170731707317,0.4632916149555468,0.3181818129494786,0.034551605582237244,0.041301533579826355,0.006749926134943962
35,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.0001,SGD,0.01,36,0.7181372549019608,0.8244274809160306,0.4639572311265796,0.42020375572610646,0.030523724853992462,0.034909725189208984,0.004385999403893948
36,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.0001,SGD,0.01,37,0.7181372549019608,0.8254931714719271,0.45807065288810167,0.3698184619192034,0.03155034780502319,0.03708425536751747,0.005533909425139427
37,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.0001,SGD,0.01,38,0.7303921568627451,0.8302469135802469,0.45053138773815304,0.3815876757493243,0.06855762004852295,0.07674766331911087,0.008190039545297623
38,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.0001,SGD,0.01,39,0.7132352941176471,0.8229954614220878,0.46596607405181023,0.27862110873684287,0.02798391506075859,0.03466477245092392,0.006680858321487904
39,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.0001,SGD,0.01,40,0.7107843137254902,0.822289156626506,0.45250342873965993,0.418226266046986,0.054696328938007355,0.061084847897291183,0.006388520356267691
40,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.0001,SGD,0.01,41,0.7058823529411765,0.8198198198198198,0.46569611672677247,0.31057487258221955,0.042981214821338654,0.04861621558666229,0.005635002162307501
41,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.0001,SGD,0.01,42,0.7107843137254902,0.8212121212121212,0.4502008697565864,0.3249620840419084,0.046388547867536545,0.050879254937171936,0.004490705672651529
42,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.0001,SGD,0.01,43,0.7107843137254902,0.822289156626506,0.46439875881461534,0.3383308216696605,0.031155366450548172,0.03513626754283905,0.003980901092290878
43,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.0001,SGD,0.01,44,0.7132352941176471,0.8224582701062215,0.44751707420629616,0.4464531429577619,0.042150095105171204,0.04727226123213768,0.005122167989611626
44,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.0001,SGD,0.01,45,0.7107843137254902,0.8212121212121212,0.4483826332816891,0.2826196036301553,0.021875251084566116,0.02632449008524418,0.004449239932000637
45,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.0001,SGD,0.01,46,0.7524509803921569,0.8414442700156985,0.4454215122204201,0.4686144207604229,0.08709405362606049,0.10134072601795197,0.014246674254536629
46,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.0001,SGD,0.01,47,0.7205882352941176,0.8256880733944955,0.437118820699991,0.2996736768633127,0.04222295805811882,0.048562660813331604,0.0063397022895514965
47,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.0001,SGD,0.01,48,0.7107843137254902,0.8238805970149253,0.4756532078426258,0.26378872378263624,0.027027685195207596,0.03390999883413315,0.006882312707602978
48,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.0001,SGD,0.01,49,0.7426470588235294,0.8367029548989113,0.42729858425902384,0.44602121007628737,0.08159875869750977,0.09743504971265793,0.015836287289857864
49,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.0001,SGD,0.01,50,0.7647058823529411,0.8485804416403786,0.41547887816148643,0.38223719901870934,0.019372863695025444,0.02236863225698471,0.0029957692604511976
50,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.0001,SGD,0.01,51,0.7892156862745098,0.8599348534201955,0.4283693830172221,0.5052026778459549,0.0643138438463211,0.07467624545097351,0.010362401604652405
51,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.0001,SGD,0.01,52,0.7745098039215687,0.853035143769968,0.415395062343747,0.383164993673563,0.07561223953962326,0.08394039422273636,0.008328151889145374
52,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.0001,SGD,0.01,53,0.8063725490196079,0.8654173764906303,0.43262507196734934,0.4516295694746077,0.06166703253984451,0.07212498039007187,0.010457945987582207
53,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.0001,SGD,0.01,54,0.8063725490196079,0.8694214876033057,0.41823142124157325,0.31359083303250374,0.09286151826381683,0.10482364147901535,0.011962125077843666
54,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.0001,SGD,0.01,55,0.8088235294117647,0.8708609271523179,0.40975821018218994,0.40914854290895164,0.04873621091246605,0.05565646290779114,0.0069202519953250885
55,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.0001,SGD,0.01,56,0.7941176470588235,0.8622950819672132,0.403498487145293,0.34908402219880375,0.03803316876292229,0.042884521186351776,0.004851351957768202
56,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.0001,SGD,0.01,57,0.8014705882352942,0.867862969004894,0.402972773447925,0.3091562516056001,0.06787550449371338,0.07811851799488068,0.010243017226457596
57,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.0001,SGD,0.01,58,0.7843137254901961,0.8598726114649682,0.4178794131559484,0.24046571187209337,0.03186916932463646,0.03765234351158142,0.005783175118267536
58,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.0001,SGD,0.01,59,0.7892156862745098,0.8626198083067093,0.4122287303793664,0.40636308088433,0.13351911306381226,0.1494840383529663,0.015964925289154053
59,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.0001,SGD,0.01,60,0.7892156862745098,0.8612903225806452,0.3987869396805763,0.41336266077123585,0.06372737139463425,0.07007068395614624,0.006343315355479717
60,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.0001,SGD,0.01,61,0.8357843137254902,0.8858603066439523,0.3953454802725829,0.4689335887087509,0.1125650554895401,0.12950122356414795,0.01693616434931755
61,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.0001,SGD,0.01,62,0.8406862745098039,0.888507718696398,0.39077621698379517,0.30311968601308764,0.0639290064573288,0.07196541875600815,0.00803641602396965
62,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.0001,SGD,0.01,63,0.8529411764705882,0.8961937716262975,0.37963587264804277,0.36064608960878103,0.05718259885907173,0.06261210143566132,0.005429503042250872
63,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.0001,SGD,0.01,64,0.8504901960784313,0.892416225749559,0.3896383206341781,0.44164146655239167,0.07871167361736298,0.08812946826219559,0.009417797438800335
64,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.0001,SGD,0.01,65,0.8308823529411765,0.8705440900562852,0.4132830710972057,0.38245029873214664,0.16697777807712555,0.1916688233613968,0.02469104900956154
65,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.0001,SGD,0.01,66,0.8137254901960784,0.8737541528239202,0.4011148185122247,0.2886555678327568,0.03349998593330383,0.04532671347260475,0.011826728470623493
66,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.0001,SGD,0.01,67,0.8186274509803921,0.8758389261744967,0.388407547538187,0.3235774190397933,0.0664508044719696,0.07490404695272446,0.008453244343400002
67,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.0001,SGD,0.01,68,0.7990196078431373,0.8660130718954249,0.4063182999106014,0.37987719726515934,0.09378807246685028,0.10750062763690948,0.013712551444768906
68,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.0001,SGD,0.01,69,0.8308823529411765,0.8828522920203735,0.3875589031799167,0.3765186746837571,0.08373653143644333,0.09299745410680771,0.009260921739041805
69,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.0001,SGD,0.01,70,0.7892156862745098,0.8626198083067093,0.41362394816150855,0.2678550502983853,0.0508066788315773,0.06221853941679001,0.011411862447857857
70,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.0001,SGD,0.01,71,0.8088235294117647,0.87,0.39025890973268773,0.44484268457163123,0.10853536427021027,0.12211938947439194,0.01358402706682682
71,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.0001,SGD,0.01,72,0.8284313725490197,0.8745519713261649,0.397400888011736,0.44199026862625035,0.06388857960700989,0.07402250170707703,0.010133922100067139
72,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.0001,SGD,0.01,73,0.8431372549019608,0.887719298245614,0.4010675679527077,0.4426927199354395,0.13523522019386292,0.15501761436462402,0.01978239044547081
73,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.0001,SGD,0.01,74,0.8431372549019608,0.8873239436619719,0.3845548542106853,0.36036777654662727,0.060685038566589355,0.06801897287368774,0.007333934772759676
74,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.0001,SGD,0.01,75,0.8186274509803921,0.8766666666666667,0.37910714738217055,0.30733055537566545,0.03371773660182953,0.039189472794532776,0.0054717352613806725
75,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.0001,SGD,0.01,76,0.8112745098039216,0.8727272727272727,0.3846225479946417,0.20199278306681662,0.08543675392866135,0.09520699083805084,0.00977023784071207
76,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.0001,SGD,0.01,77,0.7769607843137255,0.8562401263823065,0.4172130968129518,0.2333744916366413,0.046110883355140686,0.053765103220939636,0.007654219400137663
77,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.0001,SGD,0.01,78,0.8406862745098039,0.8907563025210085,0.38520220068155553,0.4436281288741156,0.06509865075349808,0.07462342083454132,0.009524768218398094
78,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.0001,SGD,0.01,79,0.8333333333333334,0.8859060402684564,0.3840522995474292,0.2980785386171192,0.05365543067455292,0.06012236699461937,0.006466935388743877
79,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.0001,SGD,0.01,80,0.8529411764705882,0.8892988929889298,0.37927204896421995,0.4416037753690034,0.09905029833316803,0.11508078873157501,0.016030486673116684
80,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.0001,SGD,0.01,81,0.8406862745098039,0.874274661508704,0.40056728469390496,0.4580683151260018,0.06870061904191971,0.0778626799583435,0.009162062779068947
81,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.0001,SGD,0.01,82,0.8382352941176471,0.8850174216027874,0.36636151300341474,0.3667873111686536,0.06591780483722687,0.08613278716802597,0.020214978605508804
82,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.0001,SGD,0.01,83,0.8431372549019608,0.8857142857142857,0.36203627960354673,0.25350599874343194,0.15442603826522827,0.17540685832500458,0.020980825647711754
83,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.0001,SGD,0.01,84,0.8259803921568627,0.8818635607321131,0.38592684422345724,0.23178419806063175,0.0893235057592392,0.10757863521575928,0.01825513318181038
84,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.0001,SGD,0.01,85,0.8063725490196079,0.8744038155802861,0.4386612713775214,0.13215857788122126,0.03277945891022682,0.03892143443226814,0.006141975522041321
85,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.0001,SGD,0.01,86,0.8578431372549019,0.897887323943662,0.3550785031242698,0.35037006916744373,0.12544092535972595,0.15058597922325134,0.025145046412944794
86,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.0001,SGD,0.01,87,0.8382352941176471,0.8885135135135135,0.372669716895211,0.2930839502917869,0.07239165157079697,0.0827384889125824,0.01034683920443058
87,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.0001,SGD,0.01,88,0.8308823529411765,0.8774422735346359,0.3627297772350265,0.5561987862789206,0.1609804779291153,0.19092540442943573,0.029944922775030136
88,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.0001,SGD,0.01,89,0.8480392156862745,0.8834586466165414,0.3781224237937553,0.45332096857683996,0.11285316944122314,0.1299201101064682,0.017066940665245056
89,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.0001,SGD,0.01,90,0.8480392156862745,0.8856088560885609,0.36787940189242363,0.32141970526427033,0.07160273939371109,0.08101413398981094,0.009411395527422428
90,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.0001,SGD,0.01,91,0.8480392156862745,0.8856088560885609,0.35941456784220305,0.4413371277973056,0.11114069819450378,0.13241547346115112,0.02127477340400219
91,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.0001,SGD,0.01,92,0.8529411764705882,0.8901098901098901,0.36409569999166563,0.4800762390717864,0.0862003043293953,0.10125784575939178,0.015057544223964214
92,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.0001,SGD,0.01,93,0.8382352941176471,0.8842105263157894,0.3628157797251262,0.2160499695533266,0.04277623072266579,0.05187028646469116,0.00909405667334795
93,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.0001,SGD,0.01,94,0.8112745098039216,0.8739770867430442,0.42645077637451534,0.1506078264986475,0.043203264474868774,0.058468203991651535,0.015264938585460186
94,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.0001,SGD,0.01,95,0.8186274509803921,0.8810289389067524,0.4302670133902746,0.2800184730440378,0.11132791638374329,0.13134653866291046,0.020018622279167175
95,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.0001,SGD,0.01,96,0.8235294117647058,0.8771331058020477,0.37468575525517556,0.2551942930867275,0.09081895649433136,0.1069197803735733,0.016100820153951645
96,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.0001,SGD,0.01,97,0.8651960784313726,0.8983364140480592,0.3652549866659969,0.4932094891866048,0.21917793154716492,0.26490911841392517,0.045731186866760254
97,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.0001,SGD,0.01,98,0.8529411764705882,0.8951048951048951,0.3566086108924127,0.3175865773422023,0.04768003150820732,0.05931524187326431,0.011635210365056992
98,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.0001,SGD,0.01,99,0.8725490196078431,0.9051094890510949,0.3538454161847339,0.465038742745916,0.10606160759925842,0.1274087131023407,0.021347103640437126
99,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.0001,SGD,0.01,100,0.8602941176470589,0.8987566607460036,0.3543096935266958,0.25752919555331266,0.08793122321367264,0.10629221796989441,0.018360992893576622
100,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.0001,SGD,0.01,101,0.8406862745098039,0.8881239242685026,0.36665616955096814,0.20466936548861364,0.13615484535694122,0.16286298632621765,0.026708140969276428
101,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.0001,SGD,0.01,102,0.8602941176470589,0.8957952468007313,0.34948530252657684,0.49370629567032065,0.10735563933849335,0.12973201274871826,0.022376373410224915
102,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.0001,SGD,0.01,103,0.8651960784313726,0.8990825688073395,0.35074815942960624,0.44169990963612993,0.1799236536026001,0.21925076842308044,0.039327118545770645
103,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.0001,SGD,0.01,104,0.8651960784313726,0.8968105065666041,0.3632030190498221,0.3399490995643039,0.14930887520313263,0.17899982631206512,0.029690951108932495
104,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.0001,SGD,0.01,105,0.8602941176470589,0.8942486085343229,0.35402454581915166,0.4711182998338094,0.12815120816230774,0.15102773904800415,0.022876527160406113
105,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.0001,SGD,0.01,106,0.8627450980392157,0.899641577060932,0.34271746267582853,0.3296231241896749,0.09821886569261551,0.12845084071159363,0.03023197315633297
106,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.0001,SGD,0.01,107,0.8725490196078431,0.9040590405904059,0.3444235399365425,0.4938534943076471,0.0936126857995987,0.11028396338224411,0.016671273857355118
107,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.0001,SGD,0.01,108,0.8676470588235294,0.9025270758122743,0.34363216402776103,0.32504253396764404,0.11058465391397476,0.13625468313694,0.02567003108561039
108,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.0001,SGD,0.01,109,0.8504901960784313,0.8942807625649913,0.36570683421165334,0.39087213448559244,0.09566636383533478,0.11643713712692261,0.02077077515423298
109,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.0001,SGD,0.01,110,0.8627450980392157,0.8992805755395683,0.34254495646147165,0.24888078601409988,0.10428069531917572,0.12189680337905884,0.017616108059883118
110,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.0001,SGD,0.01,111,0.8504901960784313,0.8939130434782608,0.36107876319803445,0.2130025002794961,0.051902949810028076,0.0647646114230156,0.012861660681664944
111,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.0001,SGD,0.01,112,0.8627450980392157,0.9014084507042254,0.3573508261538604,0.35790806608274583,0.06956181675195694,0.08027249574661255,0.010710679925978184
112,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.0001,SGD,0.01,113,0.8602941176470589,0.9008695652173913,0.37291135609734294,0.28851435279163223,0.1783868372440338,0.2128278613090515,0.0344410203397274
113,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.0001,SGD,0.01,114,0.8627450980392157,0.8966789667896679,0.34860866794399187,0.4302752366289496,0.16177575290203094,0.2113107293844223,0.04953497648239136
114,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.0001,SGD,0.01,115,0.8627450980392157,0.8974358974358975,0.34959451306392164,0.40345189675378296,0.15132100880146027,0.17864391207695007,0.027322901412844658
115,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.0001,SGD,0.01,116,0.8651960784313726,0.9009009009009009,0.3482637544911282,0.2240796664264053,0.10479040443897247,0.12296393513679504,0.01817353442311287
116,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adagrad,0.0001,SGD,0.01,117,0.8627450980392157,0.900709219858156,0.3573169055595702,0.3494111654659112,0.08828374743461609,0.10556280612945557,0.017279058694839478
