,Unnamed: 0,checkpoint,ds_path,ds_name,num_labels,num_clients,clients_per_round,alpha,batch_size,local_epochs,total_rounds,fda,theta,extras,server_opt_name,server_opt_lr,client_opt_name,client_opt_lr,round,accuracy,testing_loss,training_loss,variance,avg_norm_sq_drifts,norm_sq_avg_drift,round_steps
12,12,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,13,0.5270758122743683,0.6914807081222534,0.6767989155650139,4.214125965518178e-06,9.166188647213858e-06,4.952062681695679e-06,320
13,13,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,14,0.5270758122743683,0.691340708732605,0.7015023586226672,5.7496963563608006e-06,6.969388323341264e-06,1.2196920806673006e-06,82
14,14,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,15,0.5270758122743683,0.691333179814475,0.6735904758796096,3.2635871320962906e-06,1.2185238119855056e-05,8.921650987758767e-06,320
15,15,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,16,0.5270758122743683,0.6912608793803624,0.7046316633864147,4.809166057384573e-06,6.606270744669018e-06,1.7971045735976077e-06,82
16,16,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,17,0.5270758122743683,0.6911615644182477,0.6883761243122379,1.7827242118073627e-05,1.84806740435306e-05,6.534319823003898e-07,164
17,17,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,18,0.5270758122743683,0.6910457355635506,0.6857421524156401,2.271931771247182e-05,2.294496152899228e-05,2.2564435653293918e-07,246
18,18,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,19,0.5270758122743683,0.6910389048712594,0.6757215516269207,3.502630534057971e-06,1.0480222044861875e-05,6.977591510803904e-06,320
19,19,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,20,0.5270758122743683,0.6909844330378941,0.7042722901193107,5.838107426825445e-06,7.370209914370207e-06,1.5321023738579242e-06,82
20,20,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,21,0.5270758122743683,0.6909991008894784,0.6798866937682033,4.078407528140815e-06,6.381615094142035e-06,2.30320756600122e-06,320
21,21,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,22,0.5270758122743683,0.6909648401396615,0.6989570447584478,6.591796136490302e-06,7.617379196744878e-06,1.0255830602545757e-06,82
22,22,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,23,0.5270758122743683,0.6907992941992623,0.6997622654205415,2.203738222306129e-05,2.84177549474407e-05,6.380373179126764e-06,164
23,23,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,24,0.5270758122743683,0.6907391888754708,0.6753816448524594,3.124086106254253e-06,7.56706094762194e-06,4.442974841367686e-06,320
24,24,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,25,0.5270758122743683,0.6906513111931937,0.7047492536102853,8.142300430336036e-06,1.0298516826878767e-05,2.1562168512900826e-06,41
25,25,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,26,0.5270758122743683,0.6907095091683524,0.6714448828995228,2.8104586817789823e-06,1.056495511875255e-05,7.754496436973568e-06,320
26,26,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,27,0.5270758122743683,0.6907392689159938,0.6935232848655887,5.046577371103922e-06,5.429955308500212e-06,3.833779658179992e-07,82
27,27,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,28,0.5270758122743683,0.6907443659646171,0.6825132817756838,1.73676908161724e-05,1.7490847312728874e-05,1.231557007486117e-07,205
28,28,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,29,0.5270758122743683,0.6909769279616219,0.6668373363248764,1.770630660757888e-06,1.0414486496301834e-05,8.643855835543945e-06,310
29,29,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,30,0.5270758122743683,0.6911558032035827,0.7143450931804936,1.412050551152788e-06,2.137507635779912e-06,7.254570846271235e-07,41
30,30,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,31,0.5270758122743683,0.6911721672330584,0.6958643038098405,1.056906876328867e-05,1.2556158253573813e-05,1.987089262911468e-06,123
31,31,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,32,0.5270758122743683,0.691152218409947,0.677005706763849,2.03205654543126e-05,2.0446035705390383e-05,1.254703505537691e-07,205
32,32,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,33,0.5270758122743683,0.6913469467844282,0.6690590411052109,4.124380211578682e-06,7.589323104184586e-06,3.4649428926059045e-06,320
33,33,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,34,0.5270758122743683,0.6912839702197484,0.707897395913194,6.193207809701562e-06,8.697858902451117e-06,2.50465132012323e-06,82
34,34,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,35,0.5270758122743683,0.6910249131066458,0.6811016539248025,1.9644148778752424e-05,2.051860064966604e-05,8.744513024794287e-07,205
35,35,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,36,0.5270758122743683,0.6904911228588649,0.6879011507441358,2.177247188228648e-05,2.4053906599874608e-05,2.2814347175881267e-06,164
36,36,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,37,0.5270758122743683,0.6897157055991037,0.6820547177733444,3.449205178185366e-05,3.638654743554071e-05,1.8944939483844792e-06,205
37,37,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,38,0.5270758122743683,0.6887861217771257,0.6820453853505415,4.125926716369577e-05,4.445662852958776e-05,3.197361365891993e-06,328
38,38,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,39,0.5270758122743683,0.6877547706876482,0.6840313875384446,3.4634122130228207e-05,3.767269299714826e-05,3.038569957425352e-06,205
39,39,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,40,0.5270758122743683,0.6868245005607605,0.6759035559896807,3.955016654799692e-05,4.0025242924457416e-05,4.750752395921154e-07,287
40,40,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,41,0.5270758122743683,0.6859098638807024,0.6776905497399773,2.9600232664961368e-05,3.010332875419408e-05,5.030959755458753e-07,246
41,41,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,42,0.5270758122743683,0.6848669086183821,0.6784870198587092,2.518130531825591e-05,2.5947683752747253e-05,7.663785481781815e-07,164
42,42,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,43,0.5270758122743683,0.6839604582105364,0.6690816534683108,4.931605872116052e-06,1.840110599005129e-05,1.346950011793524e-05,320
43,43,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,44,0.5270758122743683,0.6830481989043099,0.6895135674534775,8.954770237323828e-06,1.0374268640589436e-05,1.4194985169524443e-06,82
44,44,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,45,0.5234657039711191,0.681904889856066,0.6797197512737134,2.5141283913399093e-05,2.7245505407336168e-05,2.104221948684426e-06,164
45,45,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,46,0.5306859205776173,0.6808644941874913,0.6637614035509466,3.791621566051617e-05,3.9545186155010015e-05,1.6289692439386272e-06,246
46,46,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,47,0.5270758122743683,0.6812392933028085,0.6589869867637754,4.0929808164946735e-06,1.947107921296265e-05,1.5378098396467976e-05,320
47,47,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,48,0.5306859205776173,0.6818392055375235,0.6958141841539522,2.338272679480724e-06,3.5193240819353377e-06,1.1810514024546135e-06,41
48,48,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,49,0.5306859205776173,0.6809683935982841,0.6724952721014256,1.8950586309074424e-05,2.196505192841869e-05,3.014466074091615e-06,123
49,49,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,50,0.5487364620938628,0.6774655273982457,0.6605103769680348,4.0943305066321045e-05,4.6089910028968006e-05,5.146603143657558e-06,246
50,50,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,51,0.5631768953068592,0.6714925101825169,0.6609898222292341,4.160220487392508e-05,4.5882425183663145e-05,4.280219400243368e-06,164
51,51,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,52,0.6064981949458483,0.6643458093915667,0.6508341576164194,5.555351890507154e-05,6.162074714666232e-05,6.067229151085485e-06,287
52,52,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,53,0.6137184115523465,0.6602843523025512,0.6351543539954769,5.491187039297074e-06,3.9851292967796326e-05,3.436010592849925e-05,310
53,53,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,54,0.6173285198555957,0.655544182232448,0.6661599383121583,5.0964249567186926e-06,6.60601517665782e-06,1.5095902199391276e-06,41
54,54,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,55,0.6534296028880866,0.6483372952256884,0.6424290344482515,4.236988024786115e-05,5.191416130401194e-05,9.54427923716139e-06,123
55,55,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,56,0.6425992779783394,0.6453759755407061,0.61895024869591,1.1589712812565269e-05,4.943320163874887e-05,3.78434888261836e-05,320
56,56,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,57,0.6209386281588448,0.6481879472732544,0.6215295951540878,7.479441592295188e-06,7.87119734013686e-06,3.917559183719277e-07,41
57,57,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,58,0.6245487364620939,0.6511005052498409,0.6130488967459375,4.6459965233225375e-05,5.361614239518531e-05,7.156177616707282e-06,205
58,58,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,59,0.6389891696750902,0.6567386439868382,0.5977824938483536,1.7401685909135267e-05,2.3699778466834687e-05,6.298092102952069e-06,320
59,59,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,60,0.6534296028880866,0.6477481339659009,0.6071356985627151,1.681289722910151e-05,2.4078486603684723e-05,7.265590284077916e-06,41
60,60,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,61,0.6787003610108303,0.6138138047286442,0.5718596475734943,8.310416887979954e-05,0.0001391235709888,5.6019402109086514e-05,205
61,61,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,62,0.6823104693140795,0.606657304934093,0.5511508755626217,2.2214353521121662e-05,5.5740772950230166e-05,3.35264194291085e-05,310
62,62,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,63,0.703971119133574,0.6062750262873513,0.548863123357296,1.822063495637849e-05,2.7762753234128468e-05,9.542118277749978e-06,82
63,63,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,64,0.703971119133574,0.6109215438365936,0.5355830933747253,5.622227399726398e-05,5.918055467191152e-05,2.958279310405487e-06,123
64,64,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,65,0.6714801444043321,0.6317127074514116,0.5200003267352173,9.495436097495258e-05,0.0001175325814983,2.2578222342417572e-05,410
65,65,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,66,0.6678700361010831,0.6522599284137999,0.4988511060069246,5.122393486090005e-05,5.509084076038562e-05,3.866906354232924e-06,123
66,66,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,67,0.6931407942238267,0.6307312454496111,0.479654256059733,8.609771612100303e-05,0.0001182142514153,3.211653893231414e-05,287
67,67,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,68,0.6931407942238267,0.6334237567016057,0.4816924818279221,5.091705679660663e-05,7.569537410745397e-05,2.4778317310847345e-05,320
68,68,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,69,0.6895306859205776,0.6449296287127904,0.4603722029706326,2.6442714442964643e-05,3.040221599803772e-05,3.959501555073075e-06,123
69,69,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,70,0.6895306859205776,0.6438891538551875,0.451931286391204,4.6923974878154695e-05,5.166687333257869e-05,4.742899818666047e-06,123
70,70,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,71,0.7075812274368231,0.6311720473425729,0.4322734228254196,8.01525529823266e-05,9.725906420499086e-05,1.7106509403674863e-05,287
71,71,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,72,0.7148014440433214,0.6498034426144191,0.4061082158025687,6.149590626591817e-05,8.62342058098875e-05,2.4738299543969333e-05,246
72,72,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,73,0.7184115523465704,0.6761138583932604,0.3753119929489202,5.184704787097871e-05,6.010671495459974e-05,8.259665264631622e-06,164
73,73,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,74,0.7148014440433214,0.7146595816527094,0.3959069257344657,7.44305070838891e-05,9.341316035715864e-05,1.898265327326953e-05,246
74,74,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,75,0.7075812274368231,0.7381817632487842,0.3528182394893431,6.49033099762164e-05,7.542088133050129e-05,1.0517568625800776e-05,164
75,75,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,76,0.7111913357400722,0.7727694973349571,0.3465226179907202,9.2670539743267e-05,0.000113766931463,2.109638990077656e-05,288
76,76,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,77,0.7075812274368231,0.7912904945867402,0.3467385787357827,5.292611240292899e-05,6.174404552439228e-05,8.817932211968582e-06,164
77,77,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,78,0.7256317689530686,0.7712650837642806,0.3008189204844033,6.986322841839865e-05,8.611295925220475e-05,1.6249730833806098e-05,205
78,78,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,79,0.7328519855595668,0.7369337958948953,0.2961553796944095,8.291617268696427e-05,9.846572356764229e-05,1.55495526996674e-05,205
79,79,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,80,0.7148014440433214,0.7378561799015317,0.2699546241375609,8.361500658793375e-05,0.0001049119964591,2.1296988052199595e-05,246
80,80,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,81,0.7148014440433214,0.7658145817262786,0.2359067470162379,6.984156061662361e-05,8.442506805295125e-05,1.4583506526832934e-05,205
81,81,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,82,0.7292418772563177,0.808649958883013,0.2584666036614558,7.278292468981817e-05,8.959807018982247e-05,1.681514550000429e-05,205
82,82,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,83,0.7256317689530686,0.8411173058407647,0.2193578320114714,7.652689964743331e-05,9.016114199766888e-05,1.363424144074088e-05,205
83,83,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,84,0.7328519855595668,0.88324005986963,0.1982541423820989,8.80475272424519e-05,0.000107212421426,1.9164897821610797e-05,246
84,84,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,85,0.7292418772563177,0.8913568679775511,0.1905111041410666,7.594615453854203e-05,9.039715951075776e-05,1.4451004972215742e-05,205
85,85,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,86,0.7256317689530686,0.9192669404404504,0.1576732628753234,8.393825555685908e-05,0.0001046713587129,2.0733104975079183e-05,256
86,86,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,87,0.7220216606498195,0.9382843143173628,0.1618126477691822,6.702350219711661e-05,8.151511428877711e-05,1.4491608453681692e-05,205
87,87,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,88,0.7111913357400722,0.9481041058897972,0.1336312210437183,7.65258664614521e-05,8.90959199750796e-05,1.2570051694638096e-05,205
88,88,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,89,0.7111913357400722,1.017849848951612,0.0999751746895964,7.484116940759122e-05,9.815909288590774e-05,2.331791984033771e-05,270
89,89,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,90,0.7111913357400722,1.002817761685167,0.1486111311506995,5.210372910369188e-05,7.40706964279525e-05,2.1966967324260626e-05,123
90,90,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,91,0.7220216606498195,1.0327359810471537,0.0948422436253167,9.915589180309324e-05,0.000122617377201,2.346148176002316e-05,328
91,91,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,92,0.7220216606498195,1.0614432579704691,0.1019439460213742,6.773992208763957e-05,8.221316238632426e-05,1.4473243027168792e-05,246
92,92,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,93,0.7148014440433214,1.1221244718347276,0.0686950657000124,5.750545460614376e-05,7.242976425914094e-05,1.492430965299718e-05,256
93,93,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,94,0.7220216606498195,1.1442323889051165,0.0963355719134575,4.038105180370621e-05,4.8573288950137794e-05,8.192238055926282e-06,123
94,94,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,95,0.7184115523465704,1.1676792719534466,0.0614496966260314,8.099777187453583e-05,9.774869977263734e-05,1.675092789810151e-05,328
95,95,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,96,0.7184115523465704,1.1817130965845926,0.0656573279177754,5.721009074477479e-05,6.74621551297605e-05,1.0252064384985717e-05,246
96,96,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,97,0.7075812274368231,1.242363228755338,0.0371263434689899,4.1335824789712206e-05,5.5976150179049e-05,1.4640325389336796e-05,320
97,97,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,98,0.7184115523465704,1.2394365042448043,0.0829483566942011,2.079040314129088e-05,2.853162914107088e-05,7.74122599978e-06,41
98,98,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,99,0.7364620938628159,1.2307659941060205,0.0398233078156666,8.31951474538073e-05,0.0001028110491461,1.9615898054325957e-05,410
99,99,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,100,0.7364620938628159,1.2244392280067715,0.0465039523522846,4.1797909943852574e-05,4.888078183284961e-05,7.082871888997033e-06,205
100,100,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,101,0.7292418772563177,1.2524561000721794,0.0266668039634532,4.029771662317216e-05,5.332528598955832e-05,1.3027571185375564e-05,320
101,101,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,102,0.7292418772563177,1.264863727773939,0.0533647295627061,3.112602644250728e-05,3.56906748493202e-05,4.564648861560272e-06,82
102,102,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,103,0.7148014440433214,1.3077280327677727,0.0238435447099618,4.035025631310418e-05,5.339464405551553e-05,1.3044388651906049e-05,320
103,103,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,104,0.7184115523465704,1.2921904393604824,0.0470108553338455,3.1982028303900734e-05,3.793627183767967e-05,5.954244443273637e-06,82
104,104,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,105,0.7292418772563177,1.2505782355155264,0.0373423394468817,6.999736069701612e-05,8.950565097620711e-05,1.9508293917169794e-05,410
105,105,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,106,0.7220216606498195,1.259080612020833,0.0163252377699245,2.8931923225172795e-05,4.053908560308628e-05,1.1607162377913482e-05,320
106,106,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,107,0.7292418772563177,1.2864232229334966,0.0219120958195317,1.784501364454627e-05,2.1206704332144e-05,3.361691369718756e-06,82
107,107,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,108,0.7184115523465704,1.3036811189992088,0.0281021691048593,4.614116915035993e-05,5.385152689996176e-05,7.71035956859123e-06,369
108,108,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,109,0.7148014440433214,1.3176605955298455,0.0170803815252062,2.775979919533711e-05,3.3648626413196325e-05,5.888826763111865e-06,328
109,109,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,110,0.7184115523465704,1.3214685571246914,0.0317096070527019,2.8882763217552565e-05,3.2109768653754145e-05,3.2270058909489308e-06,82
110,110,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,111,0.7075812274368231,1.346640272784446,0.0149059158314598,2.436733484501019e-05,2.942028186225798e-05,5.05294792674249e-06,410
111,111,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,112,0.7111913357400722,1.3359276380922114,0.0338912773059635,1.562522811582312e-05,1.7729897081153467e-05,2.1046694200776983e-06,41
