,Unnamed: 0,checkpoint,ds_path,ds_name,num_labels,num_clients,clients_per_round,alpha,batch_size,local_epochs,total_rounds,server_opt_name,server_opt_lr,server_opt_weight_decay,client_opt_name,client_opt_lr,round,accuracy,f1,testing_loss,training_loss,variance,avg_norm_sq_drifts,norm_sq_avg_drift,round_steps
17,17,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.0001,0.01,SGD,0.001,18,0.4534313725490196,0.3343283582089552,0.8229238157178841,0.4491219075862318,0.0014017454814165,0.001561657525599,0.00015991210239,5
18,18,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.0001,0.01,SGD,0.001,19,0.7720588235294118,0.8180039138943248,0.49680822503333,0.4335055752191692,0.0011247805086895,0.0022957641631364,0.0011709836544468,5
19,19,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.0001,0.01,SGD,0.001,20,0.7549019607843137,0.8466257668711656,0.5280755452227359,0.3502212990541011,0.0011776151368394,0.0013678495306521,0.0001902343647088,5
20,20,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.0001,0.01,SGD,0.001,21,0.75,0.843558282208589,0.5121214701702782,0.4428330491296947,0.0016102037625387,0.0022014887072145,0.0005912849446758,5
21,21,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.0001,0.01,SGD,0.001,22,0.8382352941176471,0.8846153846153846,0.3815732101599375,0.4213799955789,0.0020175576210021,0.0025865663774311,0.0005690086400136,5
22,22,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.0001,0.01,SGD,0.001,23,0.6740196078431373,0.6899766899766899,0.6095039268919066,0.3502067546360194,0.0011032985057681,0.0013406735379248,0.0002373750612605,5
23,23,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.0001,0.01,SGD,0.001,24,0.7254901960784313,0.7543859649122807,0.5335723374988518,0.3088799705728888,0.0014038481749594,0.0022379525471478,0.0008341043721884,5
24,24,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.0001,0.01,SGD,0.001,25,0.8700980392156863,0.9027522935779816,0.3158085783760921,0.2725575413554907,0.0022530385758727,0.0028429483063519,0.0005899097886867,5
25,25,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.0001,0.01,SGD,0.001,26,0.7401960784313726,0.8393939393939394,1.03159083854681,0.1642407456645742,0.0011845519766211,0.0021079881116747,0.0009234361932612,5
26,26,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.0001,0.01,SGD,0.001,27,0.6985294117647058,0.8193832599118943,1.4637985839508474,0.2775863740302157,0.0021355624776333,0.0027851269114762,0.0006495644920505,5
27,27,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.0001,0.01,SGD,0.001,28,0.6911764705882353,0.8157894736842105,1.3835733305461997,0.2645717357285321,0.0018384712748229,0.0022659851238131,0.0004275139071978,5
28,28,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.0001,0.01,SGD,0.001,29,0.7941176470588235,0.8675078864353313,0.4771685563027859,0.9118417012505232,0.0042638848535716,0.0095712020993232,0.0053073172457516,5
29,29,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.0001,0.01,SGD,0.001,30,0.8088235294117647,0.844,0.4296503405944973,0.2748682096600532,0.0012508856598287,0.0015090862289071,0.0002582006272859,5
30,30,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.0001,0.01,SGD,0.001,31,0.625,0.6240786240786241,0.6917970186355067,0.2995396461337805,0.0013657291419804,0.0018678923370316,0.0005021631950512,5
31,31,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.0001,0.01,SGD,0.001,32,0.6544117647058824,0.6634844868735084,0.6388601117274341,0.3993647433817386,0.001051053404808,0.0020023048855364,0.0009512514225207,5
32,32,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.0001,0.01,SGD,0.001,33,0.7990196078431373,0.8340080971659919,0.4616179910360598,0.3378565516322851,0.00131994811818,0.0019352291710674,0.0006152809946797,5
33,33,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.0001,0.01,SGD,0.001,34,0.8235294117647058,0.8745644599303136,0.3924926493097754,0.3070667905732989,0.0011868213769048,0.0014472509501501,0.0002604295441415,5
34,34,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.0001,0.01,SGD,0.001,35,0.7475490196078431,0.8417818740399385,0.5951258825028644,0.271986529789865,0.0011980340350419,0.0015084065962582,0.0003103725030086,5
35,35,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.0001,0.01,SGD,0.001,36,0.7254901960784313,0.8328358208955224,0.759986839604144,0.3171877729706466,0.0015244599198922,0.001934653148055,0.0004101931990589,5
36,36,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.0001,0.01,SGD,0.001,37,0.7352941176470589,0.8378378378378378,0.7376343512578922,0.257425142545253,0.0017873200122267,0.0023094255011528,0.0005221054307185,5
37,37,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.0001,0.01,SGD,0.001,38,0.8161764705882353,0.8796147672552167,0.4675183767343269,0.2857447172515094,0.0031763231381773,0.0044221021234989,0.0012457789853215,5
38,38,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.0001,0.01,SGD,0.001,39,0.8333333333333334,0.8877887788778878,0.3681558048096942,0.2226129772607237,0.00107366242446,0.0012195020681247,0.0001458396727684,5
39,39,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.0001,0.01,SGD,0.001,40,0.8700980392156863,0.909710391822828,0.3213200416488975,0.2426408853381872,0.00313659501262,0.0034741107374429,0.0003375157248228,5
40,40,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.0001,0.01,SGD,0.001,41,0.8676470588235294,0.9072164948453608,0.3180636907471161,0.1860743934754282,0.0015115964924916,0.0017035477794706,0.0001919513160828,5
41,41,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.0001,0.01,SGD,0.001,42,0.8700980392156863,0.9100169779286928,0.3342495114706895,0.2244176929350942,0.0015810423064976,0.0017689152155071,0.0001878728653537,5
42,42,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.0001,0.01,SGD,0.001,43,0.8382352941176471,0.8918032786885246,0.4029358607881209,0.2262275769375264,0.0015423308359459,0.00187142950017,0.0003290986933279,5
43,43,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.0001,0.01,SGD,0.001,44,0.8357843137254902,0.8910569105691057,0.4377017691001004,0.2146531334146857,0.0018101403256878,0.002031538169831,0.0002213978441432,5
44,44,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.0001,0.01,SGD,0.001,45,0.8357843137254902,0.8903436988543372,0.4282973947953067,0.1704035921953618,0.0014330052072182,0.0016418177401646,0.0002088125183945,5
45,45,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.0001,0.01,SGD,0.001,46,0.8504901960784313,0.8981636060100167,0.3859992332427817,0.272243737289682,0.0041338419541716,0.0046354252845048,0.0005015835631638,5
46,46,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.0001,0.01,SGD,0.001,47,0.8627450980392157,0.9054054054054054,0.357978043438611,0.137766048265621,0.0016562496311962,0.0017914182972162,0.0001351686369162,5
47,47,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.0001,0.01,SGD,0.001,48,0.8602941176470589,0.9042016806722688,0.3834116043358603,0.1480459694517776,0.0013472948921844,0.0016104961978271,0.0002632013347465,5
48,48,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.0001,0.01,SGD,0.001,49,0.8627450980392157,0.9041095890410958,0.3590568713478598,0.2256749449763447,0.0028975047171115,0.003320281393826,0.0004227767058182,5
49,49,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.0001,0.01,SGD,0.001,50,0.8725490196078431,0.9087719298245616,0.3522402133573504,0.1991974088246934,0.0020124819129705,0.0022626665886491,0.0002501845883671,5
50,50,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.0001,0.01,SGD,0.001,51,0.8578431372549019,0.8937728937728938,0.3524185027561936,0.1519848011317663,0.0014660346787422,0.0017228994984179,0.000256864761468,5
51,51,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.0001,0.01,SGD,0.001,52,0.8700980392156863,0.9041591320072332,0.3571036857571087,0.1275001928675919,0.0014907252043485,0.0019346505869179,0.000443925440777,5
52,52,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.0001,0.01,SGD,0.001,53,0.8651960784313726,0.8998178506375227,0.3554043093440579,0.1948506022104993,0.0027345072012394,0.003120430978015,0.0003859237767755,5
53,53,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.0001,0.01,SGD,0.001,54,0.8651960784313726,0.9033391915641475,0.3650779769408936,0.1210744521580636,0.0013291847426444,0.0016039088368415,0.0002747240650933,5
54,54,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.0001,0.01,SGD,0.001,55,0.8504901960784313,0.8985024958402662,0.4404298225235121,0.1123239375068806,0.0013229316100478,0.0014718417078256,0.0001489101123297,5
55,55,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.0001,0.01,SGD,0.001,56,0.8480392156862745,0.8973509933774835,0.4671586243636614,0.1062316400290001,0.0015915676485747,0.0018753866897895,0.0002838190412148,5
56,56,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.0001,0.01,SGD,0.001,57,0.8357843137254902,0.8892561983471075,0.4699149793744379,0.1354685014055576,0.0032790917903184,0.0036631016992032,0.0003840099088847,5
57,57,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.0001,0.01,SGD,0.001,58,0.8284313725490197,0.8848684210526315,0.4857981313823485,0.1193967299652285,0.0022753928788006,0.002512609353289,0.0002372165763517,5
58,58,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.0001,0.01,SGD,0.001,59,0.8259803921568627,0.8841761827079935,0.5015813642291024,0.1041239109181333,0.0018328273436054,0.0020357349421828,0.0002029076131293,5
59,59,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.0001,0.01,SGD,0.001,60,0.8529411764705882,0.8986486486486487,0.3962200907716418,0.1015286121109966,0.0032277135178446,0.0038935509510338,0.0006658373749814,5
60,60,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.0001,0.01,SGD,0.001,61,0.8848039215686274,0.9156193895870736,0.3237018585570302,0.1845025490561966,0.0025566618423908,0.002966210944578,0.0004095491894986,5
61,61,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.0001,0.01,SGD,0.001,62,0.8848039215686274,0.9137614678899084,0.3372285922843159,0.0665745132660959,0.0012333963532,0.0014305559452623,0.0001971595920622,5
62,62,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.0001,0.01,SGD,0.001,63,0.8872549019607843,0.9148148148148147,0.3379341065701024,0.1511189064302016,0.0016159440856426,0.0017802414949983,0.0001642974384594,5
63,63,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.0001,0.01,SGD,0.001,64,0.8946078431372549,0.9238938053097344,0.3227615450490631,0.1186868204735219,0.0027809452731162,0.0034620906226336,0.0006811454077251,5
64,64,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.0001,0.01,SGD,0.001,65,0.8602941176470589,0.9028960817717206,0.3840315067848446,0.1024093343701679,0.0017678784206509,0.0019472253043204,0.0001793468254618,5
65,65,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.0001,0.01,SGD,0.001,66,0.8333333333333334,0.8888888888888888,0.511601734340337,0.096053594481782,0.0015836179954931,0.0017867980059236,0.0002031799813266,5
66,66,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.0001,0.01,SGD,0.001,67,0.8186274509803921,0.8814102564102564,0.6137520238853005,0.0787187318725045,0.0014174652751535,0.0016068083932623,0.000189343074453,5
67,67,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.0001,0.01,SGD,0.001,68,0.8308823529411765,0.8870703764320785,0.5202066410109218,0.110898910605465,0.0018862821161746,0.0023474034387618,0.0004611213225871,5
68,68,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.0001,0.01,SGD,0.001,69,0.8553921568627451,0.899488926746167,0.3997899245918162,0.0852871163835516,0.000973972142674,0.0011381184449419,0.0001641462877159,5
69,69,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.0001,0.01,SGD,0.001,70,0.8799019607843137,0.914185639229422,0.3893708552270397,0.036253372739884,0.000447101338068,0.0005466844886541,9.958314331015572e-05,5
70,70,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.0001,0.01,SGD,0.001,71,0.8725490196078431,0.906810035842294,0.4100702989243847,0.0477612908289302,0.0009307009167969,0.0010396438883617,0.0001089429788407,5
71,71,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.0001,0.01,SGD,0.001,72,0.8529411764705882,0.8884758364312267,0.452914716593702,0.1486681094684172,0.0058190803974866,0.006463277619332,0.0006441971636377,5
72,72,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.0001,0.01,SGD,0.001,73,0.8504901960784313,0.8864059590316573,0.4497445348978919,0.088793661276577,0.0028857972938567,0.0033320831134915,0.0004462858196347,5
73,73,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.0001,0.01,SGD,0.001,74,0.8676470588235294,0.9059233449477352,0.4314613948420931,0.0742935389687772,0.0024820629041641,0.0030177044682204,0.0005356415640562,5
74,74,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.0001,0.01,SGD,0.001,75,0.8333333333333334,0.8877887788778878,0.5864492465260293,0.0355455564946169,0.0007083780947141,0.0008984617888927,0.0001900836796266,5
75,75,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.0001,0.01,SGD,0.001,76,0.7818627450980392,0.8611544461778471,0.8917576817444106,0.0601651446340838,0.0016556945629417,0.0018378854729235,0.000182190851774,5
76,76,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.0001,0.01,SGD,0.001,77,0.7720588235294118,0.8562596599690881,0.9911628366132978,0.0543851042792084,0.0015502744354307,0.0018661606591194,0.0003158862527925,5
77,77,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.0001,0.01,SGD,0.001,78,0.8137254901960784,0.8778135048231511,0.5533520017177616,0.3713914773135912,0.0067206914536654,0.008829791098833,0.0021090996451675,5
78,78,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.0001,0.01,SGD,0.001,79,0.8627450980392157,0.8989169675090253,0.3251965259402698,0.0652095363271655,0.0019479691982269,0.0024490051437169,0.00050103594549,5
79,79,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.0001,0.01,SGD,0.001,80,0.7843137254901961,0.8189300411522634,0.4784229523410984,0.0931264349492266,0.0007834160933271,0.0008985312888398,0.0001151152100646,5
80,80,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.0001,0.01,SGD,0.001,81,0.7475490196078431,0.7775377969762419,0.5871088743648109,0.1129803333032344,0.000884635024704,0.0012607895769178,0.0003761545522138,5
81,81,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.0001,0.01,SGD,0.001,82,0.8382352941176471,0.8735632183908046,0.3741265083206634,0.1846413900011352,0.0014211329398676,0.0029644067399203,0.0015432738000527,5
82,82,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.0001,0.01,SGD,0.001,83,0.8504901960784313,0.8988391376451078,0.3815815915928824,0.0777085949666798,0.0006874660030007,0.001145152375102,0.0004576863429974,5
83,83,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.0001,0.01,SGD,0.001,84,0.7941176470588235,0.86875,0.7087090279925249,0.0399536161018269,0.0002770176506601,0.0003106595540884,3.364191798027605e-05,5
84,84,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.0001,0.01,SGD,0.001,85,0.7524509803921569,0.8467374810318664,0.9896080953139792,0.0575766586365976,0.0014470329042524,0.0018013498047366,0.0003543168422766,5
85,85,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.0001,0.01,SGD,0.001,86,0.8014705882352942,0.8728414442700158,0.8716635590558415,0.1554649985395371,0.002099453471601,0.0032079061493277,0.0011084525613114,5
86,86,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.0001,0.01,SGD,0.001,87,0.8259803921568627,0.8852988691437803,0.6676660520549608,0.1311607143010145,0.0014941450208425,0.0017900909297168,0.0002959458506666,5
87,87,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.0001,0.01,SGD,0.001,88,0.8676470588235294,0.9065743944636678,0.4899777319766216,0.0889546085149049,0.0031785513274371,0.0040324106812477,0.0008538594702258,5
88,88,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.0001,0.01,SGD,0.001,89,0.8676470588235294,0.8992537313432836,0.5128912789286023,0.1226805933185719,0.0034659940283745,0.0039455802179872,0.0004795862187165,5
89,89,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.0001,0.01,SGD,0.001,90,0.8774509803921569,0.9097472924187726,0.472400901898486,0.1346964695873404,0.012601738795638,0.0161317940801382,0.0035300555173307,5
90,90,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.0001,0.01,SGD,0.001,91,0.8627450980392157,0.9037800687285223,0.4750988012255059,0.0755008571315556,0.002376448828727,0.0032139951363205,0.0008375463075935,5
91,91,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.0001,0.01,SGD,0.001,92,0.8357843137254902,0.8881469115191987,0.536362046946534,0.0523014527202273,0.0009059308795258,0.0010565923294052,0.0001506614498794,5
92,92,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.0001,0.01,SGD,0.001,93,0.8308823529411765,0.8874388254486134,0.6187852648789903,0.020721288153436,0.0004374982090666,0.0005008686566725,6.337044760584831e-05,5
93,93,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.0001,0.01,SGD,0.001,94,0.8137254901960784,0.8785942492012779,0.7513701498426277,0.0113570660197486,4.928782436763868e-05,7.277845725184307e-05,2.3490632884204388e-05,5
94,94,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.0001,0.01,SGD,0.001,95,0.803921568627451,0.8734177215189873,0.8313230114336144,0.0554670606701013,0.0012261234223842,0.0014661545865237,0.0002400312223471,5
95,95,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.0001,0.01,SGD,0.001,96,0.8112745098039216,0.8764044943820225,0.7158954150315063,0.074289700613978,0.0017390510765835,0.002381675876677,0.0006426248000934,5
96,96,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.0001,0.01,SGD,0.001,97,0.8480392156862745,0.8959731543624161,0.4737858293810859,0.1471515485240767,0.0045965760946273,0.0059858816675841,0.0013893055729568,5
97,97,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.0001,0.01,SGD,0.001,98,0.8627450980392157,0.900709219858156,0.3670514867750599,0.1173426266643218,0.0020517914090305,0.0024232408031821,0.0003714494523592,5
98,98,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.0001,0.01,SGD,0.001,99,0.8553921568627451,0.887189292543021,0.4031879493199727,0.0818372326126943,0.0022358279675245,0.0026527100708335,0.0004168822197243,5
99,99,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.0001,0.01,SGD,0.001,100,0.8529411764705882,0.8846153846153846,0.4212141901839013,0.0748266183926413,0.0012395059457048,0.0019274756778031,0.0006879697320982,5
100,100,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.0001,0.01,SGD,0.001,101,0.8578431372549019,0.8925925925925926,0.3671981091337168,0.0705878799082711,0.0011056850198656,0.0017883225809782,0.0006826376193203,5
101,101,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.0001,0.01,SGD,0.001,102,0.875,0.9094138543516874,0.3641816848779426,0.0708161170827224,0.0014285321813076,0.0017392062582075,0.0003106741351075,5
102,102,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.0001,0.01,SGD,0.001,103,0.8406862745098039,0.8907563025210085,0.4776473737757781,0.0569492705942442,0.0036509006749838,0.0044366917572915,0.0007857911405153,5
103,103,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.0001,0.01,SGD,0.001,104,0.8259803921568627,0.8860353130016051,0.6897630713772778,0.0512095050575832,0.0009519124869257,0.0010919400956481,0.0001400275941705,5
104,104,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.0001,0.01,SGD,0.001,105,0.8259803921568627,0.8864,0.7372710416572826,0.0919287805057441,0.0017570436466485,0.0025100274942815,0.0007529839058406,5
105,105,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.0001,0.01,SGD,0.001,106,0.8382352941176471,0.8918032786885246,0.6408883542525491,0.0748122698899048,0.0019885152578353,0.0026283925399184,0.000639877282083,5
106,106,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.0001,0.01,SGD,0.001,107,0.8602941176470589,0.9001751313485113,0.4693236197436265,0.1843027540948242,0.0057843127287924,0.0077456524595618,0.0019613397307693,5
107,107,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.0001,0.01,SGD,0.001,108,0.8578431372549019,0.8929889298892989,0.4951993139259809,0.0548911898668545,0.0009762367699295,0.0011545622255653,0.0001783254847396,5
108,108,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.0001,0.01,SGD,0.001,109,0.8529411764705882,0.8880597014925373,0.4932435174111971,0.100843630110224,0.0022258672397583,0.0029786056838929,0.0007527384441345,5
109,109,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.0001,0.01,SGD,0.001,110,0.8651960784313726,0.8990825688073395,0.4454371197121766,0.063636358299603,0.0025656335055828,0.0032623130828142,0.0006966795190237,5
