,checkpoint,ds_path,ds_name,num_labels,num_clients,clients_per_round,alpha,batch_size,local_epochs,total_rounds,fda,theta,extras,server_opt_name,server_opt_lr,server_opt_weight_decay,client_opt_name,client_opt_lr,round,accuracy,f1,testing_loss,training_loss,variance,avg_norm_sq_drifts,norm_sq_avg_drift,round_steps
80,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0017,prob,AdamW,0.0001,0.01,SGD,0.001,81,0.8627450980392157,0.9024390243902439,0.44261075771304176,0.08020748355691987,0.0024107638746500015,0.0027331074234098196,0.0003223435196559876,5
81,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0017,prob,AdamW,0.0001,0.01,SGD,0.001,82,0.8529411764705882,0.8897058823529411,0.43363755557905226,0.043868517712689944,0.0017079084645956755,0.0020339754410088062,0.00032606691820546985,10
82,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0017,prob,AdamW,0.0001,0.01,SGD,0.001,83,0.8553921568627451,0.8909426987060998,0.4337512646418284,0.04127141722045573,0.0018117305589839816,0.002459877170622349,0.0006481466116383672,10
83,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0017,prob,AdamW,0.0001,0.01,SGD,0.001,84,0.8553921568627451,0.8984509466437177,0.4906397779225646,0.011663255461774364,0.001458222744986415,0.002683026483282447,0.001224803738296032,40
84,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0017,prob,AdamW,0.0001,0.01,SGD,0.001,85,0.8627450980392157,0.9054054054054054,0.6212589058034378,0.012292928779719485,0.0017598478589206934,0.00208164076320827,0.0003217929042875767,30
85,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0017,prob,AdamW,0.0001,0.01,SGD,0.001,86,0.8651960784313726,0.9056603773584906,0.5810322777217474,0.16290237689058162,0.0042557925917208195,0.005762413609772921,0.001506621134467423,5
86,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0017,prob,AdamW,0.0001,0.01,SGD,0.001,87,0.8725490196078431,0.9087719298245615,0.5540952544075017,0.10873962482104875,0.003326654201373458,0.003747309558093548,0.00042065526940859854,5
87,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0017,prob,AdamW,0.0001,0.01,SGD,0.001,88,0.875,0.9087656529516994,0.5474524408540068,0.041007301249607865,0.004773642867803574,0.005281671416014433,0.0005080286646261811,5
88,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0017,prob,AdamW,0.0001,0.01,SGD,0.001,89,0.8602941176470589,0.8938547486033519,0.5887503044545085,0.03120521925988474,0.0028699934482574463,0.00324353133328259,0.0003735377686098218,5
89,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0017,prob,AdamW,0.0001,0.01,SGD,0.001,90,0.8529411764705882,0.8916967509025271,0.5395826498530439,0.2116228996260491,0.005574693903326988,0.007178241852670908,0.001603547716513276,5
90,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0017,prob,AdamW,0.0001,0.01,SGD,0.001,91,0.8602941176470589,0.8998242530755711,0.5455759286745817,0.04617401781918792,0.0023909579031169415,0.0028359084390103817,0.0004449505649972707,5
91,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0017,prob,AdamW,0.0001,0.01,SGD,0.001,92,0.8602941176470589,0.9018932874354562,0.5866984608252167,0.06453957563110937,0.0024855651427060366,0.0029235766269266605,0.00043801148422062397,5
92,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0017,prob,AdamW,0.0001,0.01,SGD,0.001,93,0.8529411764705882,0.8972602739726028,0.5950516441896302,0.039853212889283895,0.0027933460660278797,0.003515392541885376,0.0007220464758574963,5
93,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0017,prob,AdamW,0.0001,0.01,SGD,0.001,94,0.8578431372549019,0.8996539792387543,0.5524228042854434,0.04532853331766091,0.001783649087883532,0.0021491385996341705,0.00036548954085446894,5
94,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0017,prob,AdamW,0.0001,0.01,SGD,0.001,95,0.8627450980392157,0.8992805755395683,0.4955447763067615,0.06571664827060886,0.0034472590778023005,0.004241395741701126,0.0007941366056911647,5
95,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0017,prob,AdamW,0.0001,0.01,SGD,0.001,96,0.8700980392156863,0.9027522935779817,0.49973506661698075,0.009289478011649204,0.001387997530400753,0.0017677252180874348,0.00037972774589434266,30
96,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0017,prob,AdamW,0.0001,0.01,SGD,0.001,97,0.8676470588235294,0.9010989010989011,0.520729608285953,0.00698201920324074,0.0010376647114753723,0.0012951234821230173,0.00025745874154381454,45
97,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0017,prob,AdamW,0.0001,0.01,SGD,0.001,98,0.8602941176470589,0.8954128440366973,0.5247550450616936,0.09258483863086439,0.0032039256766438484,0.0037647681310772896,0.0005608423380181193,5
98,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0017,prob,AdamW,0.0001,0.01,SGD,0.001,99,0.8480392156862745,0.8851851851851852,0.5419668934979093,0.006849732456700595,0.0014981828862801194,0.0017878201324492693,0.0002896372170653194,55
99,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0017,prob,AdamW,0.0001,0.01,SGD,0.001,100,0.8553921568627451,0.8905380333951762,0.5594589066047988,0.06087151359533891,0.0020864002872258425,0.002429934684187174,0.00034353430964984,5
100,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0017,prob,AdamW,0.0001,0.01,SGD,0.001,101,0.8480392156862745,0.8812260536398467,0.5846529471637755,0.1488503446104005,0.009820185601711273,0.012034549377858639,0.0022143640089780092,5
101,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0017,prob,AdamW,0.0001,0.01,SGD,0.001,102,0.8455882352941176,0.8835489833641405,0.5687100964908799,0.019706117551443934,0.0017242704052478075,0.0022767751943320036,0.000552504847291857,20
102,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0017,prob,AdamW,0.0001,0.01,SGD,0.001,103,0.8357843137254902,0.8814159292035398,0.5425025895237923,0.04833968441719965,0.0027606352232396603,0.0036369168665260077,0.0008762817014940083,5
