,checkpoint,ds_path,ds_name,num_labels,num_clients,clients_per_round,alpha,batch_size,local_epochs,total_rounds,server_opt_name,server_opt_lr,server_opt_weight_decay,client_opt_name,client_opt_lr,round,accuracy,f1,testing_loss,training_loss,variance,avg_norm_sq_drifts,norm_sq_avg_drift
12,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.001,0.01,SGD,0.001,13,0.3161764705882353,0.0,0.7666655930818296,0.7521729536354542,0.0004888707771897316,0.0006828841287642717,0.00019401336612645537
13,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.001,0.01,SGD,0.001,14,0.6838235294117647,0.8122270742358079,0.6587927119404662,0.7399325206875801,0.00021265307441353798,0.0005411910824477673,0.0003285380080342293
14,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.001,0.01,SGD,0.001,15,0.6838235294117647,0.8122270742358079,0.6312222328840518,0.6034098625183105,0.0002254297723993659,0.0003450778604019433,0.00011964808800257742
15,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.001,0.01,SGD,0.001,16,0.6838235294117647,0.8122270742358079,0.7148207277059555,0.5617670346051454,0.0004559646768029779,0.0004601211112458259,4.156444447289687e-06
16,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.001,0.01,SGD,0.001,17,0.6838235294117647,0.8122270742358079,0.695513393072521,0.8198250200599432,0.0004146380815654993,0.0006495320703834295,0.00023489400336984545
17,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.001,0.01,SGD,0.001,18,0.6838235294117647,0.8122270742358079,0.6420170764128367,0.9108229033648968,0.0003818938275799155,0.0006654487806372344,0.0002835549530573189
18,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.001,0.01,SGD,0.001,19,0.6838235294117647,0.8122270742358079,0.6253621075667587,0.6245207760483027,0.0003306034777779132,0.00036307689151726663,3.247341373935342e-05
19,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.001,0.01,SGD,0.001,20,0.6838235294117647,0.8122270742358079,0.6266150690761267,0.7289578050374985,0.0003755967190954834,0.0004779225564561784,0.00010232583008473739
20,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.001,0.01,SGD,0.001,21,0.6838235294117647,0.8122270742358079,0.6477592260229821,0.7741147302091121,0.00027917977422475815,0.00046673062024638057,0.0001875508314697072
21,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.001,0.01,SGD,0.001,22,0.6838235294117647,0.8122270742358079,0.6826131589272443,0.6707572191953659,0.0002784284297376871,0.0002811109588947147,2.682521881069988e-06
22,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.001,0.01,SGD,0.001,23,0.3161764705882353,0.0,0.7347962131687239,0.6882838010787964,0.0002099543926306069,0.0002204274060204625,1.0473019756318536e-05
23,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.001,0.01,SGD,0.001,24,0.3161764705882353,0.0,0.74634235162361,0.7035898789763451,0.00033457594690844417,0.00042997178388759494,9.539584425510839e-05
24,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.001,0.01,SGD,0.001,25,0.3161764705882353,0.0,0.712489524308373,0.6951206162571907,0.00047822835040278733,0.000539779313839972,6.15509707131423e-05
25,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.001,0.01,SGD,0.001,26,0.6838235294117647,0.8122270742358079,0.6239797718384686,0.7090442299842834,0.00013821650645695627,0.0005854441551491618,0.00044722764869220555
26,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.001,0.01,SGD,0.001,27,0.6838235294117647,0.8122270742358079,0.6599923874817643,0.5345839321613312,0.0003612216387409717,0.00041176716331392527,5.054551729699597e-05
27,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.001,0.01,SGD,0.001,28,0.6838235294117647,0.8122270742358079,0.8858181374037967,0.39811272658407687,0.0006380766280926764,0.0014307602541521192,0.0007926836260594428
28,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.001,0.01,SGD,0.001,29,0.6838235294117647,0.8122270742358079,0.6537586678476894,1.1299553206190467,0.0008499094983562827,0.0025037843734025955,0.0016538748750463128
29,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.001,0.01,SGD,0.001,30,0.6838235294117647,0.8122270742358079,0.6291957959240558,0.43889124765992166,9.322237747255713e-05,0.00010878915782086551,1.556678398628719e-05
30,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.001,0.01,SGD,0.001,31,0.6838235294117647,0.8122270742358079,0.6239689027561861,0.5780544053763151,0.0005242907791398466,0.0005309500265866518,6.6592365328688174e-06
31,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.001,0.01,SGD,0.001,32,0.6838235294117647,0.8122270742358079,0.6264426158923729,0.6122756242752075,0.0003369967162143439,0.00033933972008526325,2.3429904558724957e-06
32,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.001,0.01,SGD,0.001,33,0.6838235294117647,0.8122270742358079,0.6365638457092584,0.6728199526667595,0.0004258778062649071,0.0004610525502357632,3.5174740332877263e-05
33,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.001,0.01,SGD,0.001,34,0.6838235294117647,0.8122270742358079,0.6553047650000628,0.6569481290876865,0.0004557704087346792,0.0004704528546426445,1.4682454093417618e-05
34,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.001,0.01,SGD,0.001,35,0.6838235294117647,0.8122270742358079,0.662343233239417,0.5994680859148502,0.00042450655018910766,0.0005246499786153436,0.00010014342842623591
35,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.001,0.01,SGD,0.001,36,0.6838235294117647,0.8122270742358079,0.6569373934876686,0.632852141559124,0.0002819472283590585,0.00036060489946976304,7.865767111070454e-05
36,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.001,0.01,SGD,0.001,37,0.6838235294117647,0.8122270742358079,0.6410347083035637,0.6068534664809704,0.00029958997038193047,0.0004171664477325976,0.00011757648462662473
37,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.001,0.01,SGD,0.001,38,0.6838235294117647,0.8122270742358079,0.6325681618615693,0.6464014410972595,0.000596970843616873,0.000603523978497833,6.553137609444093e-06
38,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.001,0.01,SGD,0.001,39,0.6838235294117647,0.8122270742358079,0.6242954590741325,0.5234055176377297,0.00024708628188818693,0.00040820142021402717,0.00016111513832584023
39,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.001,0.01,SGD,0.001,40,0.6838235294117647,0.8122270742358079,0.6270927816045051,0.5709292769432068,0.0004278366395737976,0.00043246542918495834,4.628778242476983e-06
40,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.001,0.01,SGD,0.001,41,0.6838235294117647,0.8122270742358079,0.6386359106091892,0.5605517946183681,0.0005538617842830718,0.0005548257031477988,9.639276186135248e-07
41,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.001,0.01,SGD,0.001,42,0.6838235294117647,0.8122270742358079,0.6503365416737164,0.5866795267909766,0.000630831578746438,0.0006601532804779708,2.932169081759639e-05
42,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.001,0.01,SGD,0.001,43,0.6838235294117647,0.8122270742358079,0.6641590639072306,0.4857553899288177,0.0003848160558845848,0.0003855656541418284,7.495996214856859e-07
43,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.001,0.01,SGD,0.001,44,0.6838235294117647,0.8122270742358079,0.6629611046290865,0.6741351999342442,0.0005160942673683167,0.0006619269261136651,0.00014583264419343323
44,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.001,0.01,SGD,0.001,45,0.6838235294117647,0.8122270742358079,0.6532699988753188,0.5951379403471947,0.000594400567933917,0.0006509627564810216,5.656221037497744e-05
45,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.001,0.01,SGD,0.001,46,0.6838235294117647,0.8122270742358079,0.6373970298206105,0.6473107092082501,0.0005895807407796383,0.0007080875802785158,0.00011850684677483514
46,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.001,0.01,SGD,0.001,47,0.6838235294117647,0.8122270742358079,0.627906930212881,0.5211440075188876,0.0005836229538545012,0.0005850094021297991,1.3864474794900161e-06
47,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.001,0.01,SGD,0.001,48,0.6838235294117647,0.8122270742358079,0.6250030632112541,0.46922108605504037,0.0004736791015602648,0.00050729961367324,3.3620508474996313e-05
48,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.001,0.01,SGD,0.001,49,0.6838235294117647,0.8122270742358079,0.6252879535450655,0.6882442262023687,0.0007349419174715877,0.0009284556726925075,0.0001935137261170894
49,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.001,0.01,SGD,0.001,50,0.6838235294117647,0.8122270742358079,0.6361191448043374,0.6089524880051613,0.0006767079466953874,0.0006865290924906731,9.821172170632053e-06
50,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.001,0.01,SGD,0.001,51,0.6838235294117647,0.8122270742358079,0.660075467006833,0.6408108420670032,0.0005823631654493511,0.0005970534402877092,1.4690287571283989e-05
51,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.001,0.01,SGD,0.001,52,0.6838235294117647,0.8122270742358079,0.6733517938969182,0.6023252524435521,0.0004201108240522444,0.0005900460528209805,0.00016993524332065135
52,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.001,0.01,SGD,0.001,53,0.3161764705882353,0.0,0.6964072853911156,0.6389697231352329,0.0006847378681413829,0.0007130888407118618,2.8350981665425934e-05
53,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.001,0.01,SGD,0.001,54,0.6838235294117647,0.8122270742358079,0.6850064537104439,0.6072484843432904,0.0007090030121617019,0.0011012190952897072,0.00039221608312800527
54,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.001,0.01,SGD,0.001,55,0.6838235294117647,0.8122270742358079,0.661089236829795,0.6240001618862152,0.0006079836166463792,0.0007310622604563832,0.00012307862925808877
55,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.001,0.01,SGD,0.001,56,0.6838235294117647,0.8122270742358079,0.638356183089462,0.6002791151404381,0.0007584452396258712,0.0008097612299025059,5.131597208674066e-05
56,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.001,0.01,SGD,0.001,57,0.6838235294117647,0.8122270742358079,0.6255399748390796,0.5661789752542973,0.0009057457791641355,0.0009275906486436725,2.1844896764378063e-05
57,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.001,0.01,SGD,0.001,58,0.6838235294117647,0.8122270742358079,0.6279972779984567,0.4865252025425434,0.0008094399236142635,0.0009200015920214355,0.00011056168295908719
58,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.001,0.01,SGD,0.001,59,0.6838235294117647,0.8122270742358079,0.649017342749764,0.5385216694325209,0.0006759092211723328,0.0006773473578505218,1.4381441815203289e-06
59,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.001,0.01,SGD,0.001,60,0.6838235294117647,0.8122270742358079,0.6681539655900469,0.6244121469557286,0.000712572771590203,0.0008338094921782613,0.00012123671331210062
60,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.001,0.01,SGD,0.001,61,0.6838235294117647,0.8122270742358079,0.6643607853090062,0.694242250174284,0.0009739607339724898,0.001344275544397533,0.0003703148104250431
61,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.001,0.01,SGD,0.001,62,0.6838235294117647,0.8122270742358079,0.649918465053334,0.5777825690805912,0.0009872759692370892,0.001107403077185154,0.00012012711522402242
62,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.001,0.01,SGD,0.001,63,0.6838235294117647,0.8122270742358079,0.6278509187932108,0.6927688833326101,0.0011500940890982747,0.0016043614596128464,0.0004542673414107412
63,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.001,0.01,SGD,0.001,64,0.6838235294117647,0.8122270742358079,0.6285453310199812,0.6333392433822155,0.0008495899965055287,0.001006147125735879,0.00015655714378226548
64,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.001,0.01,SGD,0.001,65,0.6838235294117647,0.8122270742358079,0.670159615722357,0.6099607005715371,0.0010055509628728032,0.001062168157659471,5.6617194786667824e-05
65,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.001,0.01,SGD,0.001,66,0.3161764705882353,0.0,0.7036263089553982,0.5302928075194359,0.0008932196069508791,0.0013418650487437844,0.0004486454708967358
66,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.001,0.01,SGD,0.001,67,0.3161764705882353,0.0,0.7040302017155815,0.5867858961224556,0.0008932410273700953,0.001242922618985176,0.00034968159161508083
67,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.001,0.01,SGD,0.001,68,0.6838235294117647,0.8122270742358079,0.6694267520717546,0.6048866800963879,0.0005342689109966159,0.0010571893071755767,0.0005229203961789608
68,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.001,0.01,SGD,0.001,69,0.6838235294117647,0.8122270742358079,0.6374653250563378,0.562038354575634,0.001043233904056251,0.0011900957906618714,0.00014686185750178993
69,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.001,0.01,SGD,0.001,70,0.6838235294117647,0.8122270742358079,0.6243777771790823,0.49249696359038353,0.0007135305204428732,0.001054586609825492,0.00034105608938261867
70,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.001,0.01,SGD,0.001,71,0.6838235294117647,0.8122270742358079,0.6416933910519469,0.5935091897845268,0.0005146414623595774,0.0005206271889619529,5.985720235912595e-06
71,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.001,0.01,SGD,0.001,72,0.6838235294117647,0.8122270742358079,0.6560515735079261,0.671065267175436,0.001073500607162714,0.0014713852433487773,0.00039788466528989375
72,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.001,0.01,SGD,0.001,73,0.6838235294117647,0.8122270742358079,0.6603749970010683,0.6077930018305778,0.0007748542120680213,0.0009023961611092091,0.00012754197814501822
73,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.001,0.01,SGD,0.001,74,0.6838235294117647,0.8122270742358079,0.6475226505129945,0.6386501900851727,0.0012639217311516404,0.0016305577009916306,0.0003666359989438206
74,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.001,0.01,SGD,0.001,75,0.6838235294117647,0.8122270742358079,0.6384684484378964,0.4569449570029974,0.0008574011153541505,0.0008586310432292521,1.229915369549417e-06
75,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.001,0.01,SGD,0.001,76,0.6838235294117647,0.8122270742358079,0.6343782006525526,0.4038229834288359,0.0010647749295458198,0.001083990791812539,1.9215895008528605e-05
76,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.001,0.01,SGD,0.001,77,0.6838235294117647,0.8122270742358079,0.6338204934316523,0.42376755475997924,0.0010070607531815767,0.0010347117204219103,2.7650934498524293e-05
77,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.001,0.01,SGD,0.001,78,0.6838235294117647,0.8122270742358079,0.6276269765461192,0.6091416772454977,0.0011441606329753995,0.0013208563905209303,0.00017669578664936125
78,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.001,0.01,SGD,0.001,79,0.6838235294117647,0.8122270742358079,0.623966318135168,0.555286693200469,0.0013639425160363317,0.001459750346839428,9.580785990692675e-05
79,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.001,0.01,SGD,0.001,80,0.6838235294117647,0.8122270742358079,0.6374116329585805,0.6515537578612566,0.0009382739663124084,0.00123273441568017,0.0002944604493677616
80,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.001,0.01,SGD,0.001,81,0.3161764705882353,0.0,0.7057123207578472,0.6266249665192195,0.0010832775151357055,0.001462255255319178,0.00037897774018347263
81,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.001,0.01,SGD,0.001,82,0.3161764705882353,0.0,0.7673462956559425,0.582592053072793,0.0007980344817042351,0.001217591343447566,0.00041955686174333096
82,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.001,0.01,SGD,0.001,83,0.3161764705882353,0.0,0.7581270909776875,0.5980260704244886,0.000941959791816771,0.0018177847377955914,0.0008758249459788203
83,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.001,0.01,SGD,0.001,84,0.6838235294117647,0.8122270742358079,0.6863794116412892,0.5775962531566619,0.0008358866907656193,0.002018315251916647,0.0011824285611510277
84,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.001,0.01,SGD,0.001,85,0.6838235294117647,0.8122270742358079,0.6276226008639616,0.48591690063476556,0.0009718872024677694,0.0019126130500808358,0.0009407258476130664
85,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.001,0.01,SGD,0.001,86,0.6838235294117647,0.8122270742358079,0.633588560071646,0.5335623668772833,0.0013474712613970041,0.00135078898165375,3.3177341265400173e-06
86,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.001,0.01,SGD,0.001,87,0.6838235294117647,0.8122270742358079,0.6815431705292534,0.44110804285321914,0.0011000933591276407,0.0011094410438090563,9.347671038995031e-06
87,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.001,0.01,SGD,0.001,88,0.6838235294117647,0.8122270742358079,0.7100836257724201,0.7150037433419909,0.0010803972836583853,0.0018135291757062078,0.0007331318338401616
88,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.001,0.01,SGD,0.001,89,0.6838235294117647,0.8122270742358079,0.6968744102061963,0.737067294546536,0.0011852653697133064,0.0020884834229946136,0.0009032180532813072
89,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.001,0.01,SGD,0.001,90,0.6838235294117647,0.8122270742358079,0.6694162838599261,0.5279724927885192,0.0014236840652301908,0.0016556299524381757,0.00023194591631181538
90,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.001,0.01,SGD,0.001,91,0.6838235294117647,0.8122270742358079,0.6380922712531745,0.6375443741679191,0.0007853674469515681,0.0010814890265464783,0.00029612157959491014
91,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.001,0.01,SGD,0.001,92,0.6838235294117647,0.8122270742358079,0.6240299659616807,0.632018855214119,0.0010849167592823505,0.0013293148949742317,0.0002443981065880507
92,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.001,0.01,SGD,0.001,93,0.6838235294117647,0.8122270742358079,0.6330367507887822,0.4195144494374593,0.0010381840402260423,0.0011958885006606579,0.00015770448953844607
93,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.001,0.01,SGD,0.001,94,0.6838235294117647,0.8122270742358079,0.6308723115453533,0.37676566988229754,3.454030957072973e-05,0.0012512312969192863,0.0012166909873485565
94,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.001,0.01,SGD,0.001,95,0.6838235294117647,0.8122270742358079,0.6241387082081215,0.445725757877032,0.0004067401750944555,0.0009715833584778011,0.0005648431833833456
95,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.001,0.01,SGD,0.001,96,0.6838235294117647,0.8122270742358079,0.6263274392660927,0.4914585769176483,0.0014397589256986976,0.0014415907207876444,1.8317822423341568e-06
96,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.001,0.01,SGD,0.001,97,0.6838235294117647,0.8122270742358079,0.6280668132445392,0.607202896475792,0.0013020625337958336,0.0015890465583652258,0.00028698399546556175
97,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.001,0.01,SGD,0.001,98,0.6838235294117647,0.8122270742358079,0.6323628244446773,0.4803474595149358,0.0007403094205074012,0.0007734805694781244,3.3171145332744345e-05
98,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.001,0.01,SGD,0.001,99,0.6838235294117647,0.8122270742358079,0.6255711416403452,0.7159425050020218,0.0009619381744414568,0.001994239166378975,0.0010323009919375181
99,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.001,0.01,SGD,0.001,100,0.6838235294117647,0.8122270742358079,0.6240156035797269,0.4473583951592445,0.0011733229039236903,0.0012170106638222933,4.368773807073012e-05
100,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.001,0.01,SGD,0.001,101,0.6838235294117647,0.8122270742358079,0.6239686351196438,0.4293547675013542,0.001366658485494554,0.0014210294466465712,5.4370964789995924e-05
101,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.001,0.01,SGD,0.001,102,0.6838235294117647,0.8122270742358079,0.6299956452612784,0.6682558650771777,0.0008980316924862564,0.001519559882581234,0.0006215281900949776
102,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.001,0.01,SGD,0.001,103,0.6838235294117647,0.8122270742358079,0.6414615406709558,0.5473035807410875,0.0008606743649579585,0.0008949036127887666,3.4229244192829356e-05
103,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.001,0.01,SGD,0.001,104,0.6838235294117647,0.8122270742358079,0.646186327233034,0.5095598970850308,0.0010870099067687988,0.0012450506910681725,0.0001580408279551193
104,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.001,0.01,SGD,0.001,105,0.6838235294117647,0.8122270742358079,0.6425136619923162,0.5762209927042325,0.0006234954344108701,0.0007332982495427132,0.00010980282968375832
105,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.001,0.01,SGD,0.001,106,0.6838235294117647,0.8122270742358079,0.6346599407055799,0.5587383980552355,0.0008377051563002169,0.0008995881071314216,6.188296538311988e-05
106,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.001,0.01,SGD,0.001,107,0.6838235294117647,0.8122270742358079,0.6358661318526548,0.5966998914877573,0.001213833224028349,0.0013836454600095749,0.00016981229418888688
107,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.001,0.01,SGD,0.001,108,0.6838235294117647,0.8122270742358079,0.6328163117754693,0.4946477860212326,0.0013159799855202436,0.0013726403703913093,5.6660399422980845e-05
108,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.001,0.01,SGD,0.001,109,0.6838235294117647,0.8122270742358079,0.6245869666922326,0.4770144949356715,0.0006146070663817227,0.0010264602024108171,0.00041185313602909446
109,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.001,0.01,SGD,0.001,110,0.6838235294117647,0.8122270742358079,0.6240646260626176,0.49501166492700577,0.001972041092813015,0.0020657945424318314,9.375339141115546e-05
110,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.001,0.01,SGD,0.001,111,0.6838235294117647,0.8122270742358079,0.6308400759509966,0.38478492001692455,0.0010074349120259285,0.0012373775243759155,0.0002299426414538175
111,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,AdamW,0.001,0.01,SGD,0.001,112,0.6838235294117647,0.8122270742358079,0.6384532732122085,0.5316939716537793,0.0015453348169103265,0.001653290819376707,0.00010795600974233821
