,checkpoint,ds_path,ds_name,num_labels,num_clients,clients_per_round,alpha,batch_size,local_epochs,total_rounds,fda,server_opt_name,server_opt_lr,server_opt_momentum,client_opt_name,client_opt_lr,round,accuracy,f1,testing_loss,training_loss,variance,avg_norm_sq_drifts,norm_sq_avg_drift,round_steps
10,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,True,SGD,0.33,0.9,SGD,0.001,11,0.6838235294117647,0.8122270742358079,0.6321062755350974,0.6983845334500074,0.0007528173737227917,0.0009088268270716071,0.00015600942424498498,5
11,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,True,SGD,0.33,0.9,SGD,0.001,12,0.6838235294117647,0.8122270742358079,0.6304863954291624,0.6114136673510074,0.0005909525789320469,0.0006309880991466343,4.003549111075699e-05,5
12,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,True,SGD,0.33,0.9,SGD,0.001,13,0.6838235294117647,0.8122270742358079,0.6281602259944467,0.6164472247473896,0.0005517825484275818,0.0005788455600850284,2.706300983845722e-05,4
13,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,True,SGD,0.33,0.9,SGD,0.001,14,0.6838235294117647,0.8122270742358079,0.6266187411897323,0.5338619902197804,0.0005375928594730794,0.0005434714257717133,5.878545835003024e-06,7
14,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,True,SGD,0.33,0.9,SGD,0.001,15,0.6838235294117647,0.8122270742358079,0.6260075125039792,0.5010115914046764,0.0005742568173445761,0.0006011655787006021,2.690876863198355e-05,6
15,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,True,SGD,0.33,0.9,SGD,0.001,16,0.6838235294117647,0.8122270742358079,0.6257556998262218,0.5226658627390861,0.0005637939320877194,0.0005711656413041055,7.371698757197009e-06,5
16,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,True,SGD,0.33,0.9,SGD,0.001,17,0.6838235294117647,0.8122270742358079,0.6247649122686947,0.6889137594650189,0.0006253787432797253,0.0007411031983792782,0.00011572446237551048,3
17,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,True,SGD,0.33,0.9,SGD,0.001,18,0.6838235294117647,0.8122270742358079,0.6236416294294245,0.7078857713689407,0.0007540442165918648,0.000965516606811434,0.0002114723902195692,6
18,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,True,SGD,0.33,0.9,SGD,0.001,19,0.6838235294117647,0.8122270742358079,0.6242732914055095,0.5831140633672476,0.0007499217172153294,0.000760408234782517,1.0486538485565688e-05,6
19,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,True,SGD,0.33,0.9,SGD,0.001,20,0.6838235294117647,0.8122270742358079,0.6279002831262701,0.6742701746523381,0.0005713991122320294,0.0006411267095245421,6.972760456847027e-05,5
20,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,True,SGD,0.33,0.9,SGD,0.001,21,0.6838235294117647,0.8122270742358079,0.6397055913420284,0.7283992835630974,0.0006241049850359559,0.0009464611648581922,0.0003223561798222363,6
21,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,True,SGD,0.33,0.9,SGD,0.001,22,0.6838235294117647,0.8122270742358079,0.6577185579374725,0.644016107916832,0.0005364322569221258,0.0005430163582786918,6.584104994544759e-06,5
22,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,True,SGD,0.33,0.9,SGD,0.001,23,0.6911764705882353,0.8152492668621701,0.6886174293125377,0.6703872020755496,0.0006719842785969377,0.0008323921938426793,0.00016040790069382638,7
23,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,True,SGD,0.33,0.9,SGD,0.001,24,0.3161764705882353,0.0,0.7174193824038786,0.6311616400877634,0.0007393785635940731,0.0008113152580335736,7.193668716354296e-05,6
24,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,True,SGD,0.33,0.9,SGD,0.001,25,0.3161764705882353,0.0,0.7401889200304069,0.6533353552222252,0.0006475048139691353,0.0007095884066075087,6.208359991433099e-05,5
25,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,True,SGD,0.33,0.9,SGD,0.001,26,0.3161764705882353,0.0,0.723480527307473,0.6729559171944857,0.0004287653136998415,0.0019291257485747337,0.0015003604348748922,8
26,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,True,SGD,0.33,0.9,SGD,0.001,27,0.6666666666666666,0.7813504823151125,0.6907632187301037,0.6593459908451352,0.0006175546441227198,0.0011455760104581714,0.0005280213663354516,7
27,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,True,SGD,0.33,0.9,SGD,0.001,28,0.6838235294117647,0.8122270742358079,0.650499329847448,0.6067790218761989,0.0005116777610965073,0.0013788379728794098,0.0008671602117829025,7
28,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,True,SGD,0.33,0.9,SGD,0.001,29,0.6838235294117647,0.8122270742358079,0.6310766952879289,0.6577535165207726,0.0006691464222967625,0.0007272573420777917,5.811091614305042e-05,7
29,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,True,SGD,0.33,0.9,SGD,0.001,30,0.6838235294117647,0.8122270742358079,0.6222869531781066,0.504741618839594,0.0005490037729032338,0.0013658404350280762,0.0008168366621248424,13
30,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,True,SGD,0.33,0.9,SGD,0.001,31,0.6838235294117647,0.8122270742358079,0.6351213694787493,0.5518192145973444,0.0006960855098441243,0.0007056455360725522,9.560030775901396e-06,6
31,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,True,SGD,0.33,0.9,SGD,0.001,32,0.6838235294117647,0.8122270742358079,0.6609175906461828,0.6192073326557874,0.0006409946363419294,0.0007058570627123117,6.48624190944247e-05,5
32,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,True,SGD,0.33,0.9,SGD,0.001,33,0.6838235294117647,0.8122270742358079,0.6815965371389016,0.7758798588067293,0.0006594106089323759,0.0009886549087241292,0.0003292442997917533,5
33,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,True,SGD,0.33,0.9,SGD,0.001,34,0.6838235294117647,0.8122270742358079,0.6892782779885274,0.8205532375723124,0.0007123693358153105,0.001032026018947363,0.00031965665402822196,4
34,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,True,SGD,0.33,0.9,SGD,0.001,35,0.6838235294117647,0.8122270742358079,0.6909309771715426,0.5741740895435214,0.0006935426499694586,0.0007602897239848971,6.674708856735379e-05,5
35,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,True,SGD,0.33,0.9,SGD,0.001,36,0.6838235294117647,0.8122270742358079,0.6822070923506045,0.6739892238751054,0.0005915889050811529,0.0007376701105386019,0.00014608123456127942,5
36,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,True,SGD,0.33,0.9,SGD,0.001,37,0.6838235294117647,0.8122270742358079,0.6710155319933798,0.5511055146344006,0.0006928839720785618,0.0007587303407490253,6.584636867046356e-05,6
37,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,True,SGD,0.33,0.9,SGD,0.001,38,0.6838235294117647,0.8122270742358079,0.6537271770192128,0.7732350998558104,0.0006144814542494714,0.0008236677385866642,0.00020918628433719277,4
38,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,True,SGD,0.33,0.9,SGD,0.001,39,0.6838235294117647,0.8122270742358079,0.6423518891428032,0.45604279078543186,0.0005373455351218581,0.0005645271739922464,2.718163341342006e-05,6
39,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,True,SGD,0.33,0.9,SGD,0.001,40,0.6838235294117647,0.8122270742358079,0.6325292937895831,0.5863058120012283,0.0006453554960899055,0.0006856549880467355,4.0299477404914796e-05,5
40,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,True,SGD,0.33,0.9,SGD,0.001,41,0.6838235294117647,0.8122270742358079,0.625887336099849,0.5804686136543751,0.007102441042661667,0.008097302168607712,0.0009948612423613667,3
41,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,True,SGD,0.33,0.9,SGD,0.001,42,0.6838235294117647,0.8122270742358079,0.6215769414808235,0.5776428107172251,0.0006869880016893148,0.0007275315001606941,4.054352029925212e-05,5
42,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,True,SGD,0.33,0.9,SGD,0.001,43,0.6838235294117647,0.8122270742358079,0.6197023146292743,0.48767627429749283,0.000832368852570653,0.0009339723037555814,0.0001016034439089708,7
43,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,True,SGD,0.33,0.9,SGD,0.001,44,0.6838235294117647,0.8122270742358079,0.6192488226236081,0.6126016930987438,0.003199760802090168,0.003604952245950699,0.00040519144386053085,6
44,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,True,SGD,0.33,0.9,SGD,0.001,45,0.6838235294117647,0.8122270742358079,0.619542685209536,0.586833368241787,0.0006732943002134562,0.0006962708430364728,2.2976533728069626e-05,5
45,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,True,SGD,0.33,0.9,SGD,0.001,46,0.6838235294117647,0.8122270742358079,0.6201932091338962,0.6207950949668884,0.0005387262208387256,0.000557763734832406,1.903754127852153e-05,5
46,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,True,SGD,0.33,0.9,SGD,0.001,47,0.6838235294117647,0.8122270742358079,0.618992068603927,0.5187385864555836,0.0007117745117284358,0.0008202787721529603,0.00010850425314856693,6
47,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,True,SGD,0.33,0.9,SGD,0.001,48,0.6838235294117647,0.8122270742358079,0.6178832644341039,0.48354711830616,0.0008577760308980942,0.001066971686668694,0.00020919567032251507,5
48,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,True,SGD,0.33,0.9,SGD,0.001,49,0.6838235294117647,0.8122270742358079,0.6179084251908695,0.6849594013765454,0.0007165236747823656,0.0008123232983052731,9.57996235229075e-05,4
49,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,True,SGD,0.33,0.9,SGD,0.001,50,0.6838235294117647,0.8122270742358079,0.6173637474284452,0.6355940215289593,0.0027091880328953266,0.0030878670513629913,0.00037867898936383426,1
50,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,True,SGD,0.33,0.9,SGD,0.001,51,0.6838235294117647,0.8122270742358079,0.6169727210905037,0.663047319278121,0.0006107848603278399,0.0006774379289709032,6.665306864306331e-05,4
51,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,True,SGD,0.33,0.9,SGD,0.001,52,0.6838235294117647,0.8122270742358079,0.6157639511660034,0.5312297102063894,0.0008166934130713344,0.000969835789874196,0.0001531423768028617,4
52,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,True,SGD,0.33,0.9,SGD,0.001,53,0.6838235294117647,0.8122270742358079,0.6152259058812085,0.7517131250351667,0.0005808701971545815,0.0006868552300147712,0.00010598505468806252,2
53,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,True,SGD,0.33,0.9,SGD,0.001,54,0.6838235294117647,0.8122270742358079,0.6150477832438899,0.5146910343319178,0.0006022026063874364,0.0006790271145291626,7.682451541768387e-05,4
54,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,True,SGD,0.33,0.9,SGD,0.001,55,0.6838235294117647,0.8122270742358079,0.6140069003198662,0.5989893348887563,0.0006585991941392422,0.0006823300500400364,2.3730837710900232e-05,4
55,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,True,SGD,0.33,0.9,SGD,0.001,56,0.6838235294117647,0.8122270742358079,0.6124239838590809,0.5696565061807632,0.0006951889372430742,0.0007208536844700575,2.5664756321930327e-05,4
56,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,True,SGD,0.33,0.9,SGD,0.001,57,0.6838235294117647,0.8122270742358079,0.6107429271819544,0.5683633871376514,0.0005452033365145326,0.0005666771903634071,2.1473848391906358e-05,3
57,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,True,SGD,0.33,0.9,SGD,0.001,58,0.6838235294117647,0.8122270742358079,0.6093137024664411,0.4752160596350829,0.0007582522230222821,0.0008911032346077263,0.0001328510115854442,3
58,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,True,SGD,0.33,0.9,SGD,0.001,59,0.6838235294117647,0.8122270742358079,0.612901907341153,0.5210660924203694,0.0006605616072192788,0.0007088624406605959,4.8300855269189924e-05,4
59,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,True,SGD,0.33,0.9,SGD,0.001,60,0.6838235294117647,0.8122270742358079,0.6218846066325319,0.5698934271931648,0.0014749271795153618,0.001629217411391437,0.00015429017366841435,1
60,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,True,SGD,0.33,0.9,SGD,0.001,61,0.6838235294117647,0.8122270742358079,0.6257420015685699,0.689655888825655,0.0006218475755304098,0.0007562704849988222,0.0001344229094684124,2
61,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,True,SGD,0.33,0.9,SGD,0.001,62,0.6838235294117647,0.8122270742358079,0.627975712219874,0.6177889257669449,0.037946876138448715,0.04329216107726097,0.0053452858701348305,1
62,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,True,SGD,0.33,0.9,SGD,0.001,63,0.6838235294117647,0.8122270742358079,0.6177548421364204,0.6667814205090205,0.0006603493820875883,0.0008081477135419846,0.0001477983023505658,3
63,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,True,SGD,0.33,0.9,SGD,0.001,64,0.6838235294117647,0.8122270742358079,0.603581381779091,0.6403383252521356,0.0006784700090065598,0.000784087460488081,0.00010561745148152113,3
64,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,True,SGD,0.33,0.9,SGD,0.001,65,0.6838235294117647,0.8122270742358079,0.6006717126743466,0.6684894313414892,0.0007063100347295403,0.0008707035449333489,0.00016439351020380855,3
65,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,True,SGD,0.33,0.9,SGD,0.001,66,0.6838235294117647,0.8122270742358079,0.6075742116161421,0.4663563650101423,0.0007488697301596403,0.0009497866849415004,0.00020091698388569057,4
66,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,True,SGD,0.33,0.9,SGD,0.001,67,0.6862745098039216,0.8134110787172012,0.6129597437148001,0.5735612387458483,0.0007764397305436432,0.0008250191458500922,4.857940803049132e-05,3
67,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,True,SGD,0.33,0.9,SGD,0.001,68,0.6911764705882353,0.8157894736842105,0.6124544091084424,0.5686727203428745,0.0007922271033748984,0.0008987328037619591,0.0001065057294908911,1
68,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,True,SGD,0.33,0.9,SGD,0.001,69,0.6911764705882353,0.8157894736842105,0.6071181046027764,0.5614689489205679,0.0007924701203592122,0.0008880730019882321,9.560285980114713e-05,3
69,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,True,SGD,0.33,0.9,SGD,0.001,70,0.6838235294117647,0.8122270742358079,0.5979640501386979,0.5431681387126446,0.0047003114596009254,0.005468225106596947,0.0007679137634113431,2
70,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,True,SGD,0.33,0.9,SGD,0.001,71,0.6838235294117647,0.8122270742358079,0.5935892836720336,0.5658830143511295,0.0007091276347637177,0.0008058384992182255,9.671085717855021e-05,4
71,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,True,SGD,0.33,0.9,SGD,0.001,72,0.6838235294117647,0.8122270742358079,0.5919053607127246,0.6203215681016445,0.0005680397734977305,0.0006393141229636967,7.127435674192384e-05,3
72,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,True,SGD,0.33,0.9,SGD,0.001,73,0.6838235294117647,0.8122270742358079,0.5907537837823232,0.5623456637064616,0.0005455586942844093,0.000578683044295758,3.31243390974123e-05,3
73,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,True,SGD,0.33,0.9,SGD,0.001,74,0.6838235294117647,0.8122270742358079,0.5859788743888631,0.5931615165124337,0.0007902984507381916,0.0008560159476473927,6.571748235728592e-05,3
74,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,True,SGD,0.33,0.9,SGD,0.001,75,0.6838235294117647,0.8122270742358079,0.5862131001902562,0.4604601990431547,0.0006866265903227031,0.0007895767339505255,0.00010295012179994956,4
75,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,True,SGD,0.33,0.9,SGD,0.001,76,0.6838235294117647,0.8122270742358079,0.600111321199174,0.4014767496846616,0.0007228793110698462,0.000846461218316108,0.00012358190724626184,4
76,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,True,SGD,0.33,0.9,SGD,0.001,77,0.6838235294117647,0.8122270742358079,0.6363789935906728,0.3952442277222872,0.0005397706408984959,0.0006021577282808721,6.238708010641858e-05,3
77,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,True,SGD,0.33,0.9,SGD,0.001,78,0.6838235294117647,0.8122270742358079,0.6529041733227524,0.6574096884578466,0.001066171913407743,0.0012595566222444177,0.00019338469428475946,2
78,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,True,SGD,0.33,0.9,SGD,0.001,79,0.6838235294117647,0.8122270742358079,0.6402077341780943,0.6088519971817732,0.0006666075205430388,0.0008024341659620404,0.00013582664541900158,2
79,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,True,SGD,0.33,0.9,SGD,0.001,80,0.6838235294117647,0.8122270742358079,0.5885728547970454,0.7679901206865907,0.0005347056430764496,0.0008517007227055728,0.0003169950796291232,2
80,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,True,SGD,0.33,0.9,SGD,0.001,81,0.6838235294117647,0.8122270742358079,0.5739592161833071,0.7319546547673997,0.0007066435646265745,0.001123539637774229,0.00041689607314765453,3
81,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,True,SGD,0.33,0.9,SGD,0.001,82,0.696078431372549,0.8181818181818182,0.6011502649269852,0.5398963342110316,0.0005686871008947492,0.0006702568498440087,0.0001015697416733019,3
82,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,True,SGD,0.33,0.9,SGD,0.001,83,0.7034313725490197,0.8207407407407408,0.6092892400189942,0.5102676440562521,0.0006084793712943792,0.0009198013576678932,0.00031132198637351394,4
83,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,True,SGD,0.33,0.9,SGD,0.001,84,0.6985294117647058,0.8188512518409425,0.59183749907157,0.4917152385626521,0.0007162566180340946,0.0011351051507517695,0.00041884853271767497,4
84,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,True,SGD,0.33,0.9,SGD,0.001,85,0.6838235294117647,0.8122270742358079,0.5602343164238275,0.4304969912128789,0.0005598001298494637,0.001143145957030356,0.0005833458271808922,4
85,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,True,SGD,0.33,0.9,SGD,0.001,86,0.6838235294117647,0.8122270742358079,0.5877672170891481,0.5234778310571399,0.0007490818970836699,0.0007810414535924792,3.1959549232851714e-05,3
86,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,True,SGD,0.33,0.9,SGD,0.001,87,0.6838235294117647,0.8122270742358079,0.6536490845621801,0.5087598477091108,0.0007285057799890637,0.0007696168613620102,4.111111047677696e-05,2
87,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,True,SGD,0.33,0.9,SGD,0.001,88,0.6838235294117647,0.8122270742358079,0.661881055317673,0.6873843520879745,0.0005642829928547144,0.0009043725440278649,0.000340089580276981,2
88,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,True,SGD,0.33,0.9,SGD,0.001,89,0.6838235294117647,0.8122270742358079,0.6067829251873726,0.8033705662403787,0.0006658803322352469,0.0012062991736456752,0.0005404188414104283,2
89,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,True,SGD,0.33,0.9,SGD,0.001,90,0.6838235294117647,0.8122270742358079,0.5680234715634701,0.576682545776878,0.0006133409915491939,0.0006819298141635954,6.858884444227442e-05,2
90,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,True,SGD,0.33,0.9,SGD,0.001,91,0.7009803921568627,0.8205882352941176,0.5521684043547687,0.5415650786211093,0.0005555880488827825,0.0006494729313999414,9.388486796524376e-05,4
91,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,True,SGD,0.33,0.9,SGD,0.001,92,0.7034313725490197,0.8158295281582952,0.5654385528143715,0.5812797538108295,0.0006787877646274865,0.0007366411155089736,5.7853372709359974e-05,3
92,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,True,SGD,0.33,0.9,SGD,0.001,93,0.7083333333333334,0.8155038759689922,0.5619556781123666,0.4347195484571987,0.0005764786037616432,0.0010074363090097904,0.00043095770524814725,3
93,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,True,SGD,0.33,0.9,SGD,0.001,94,0.6985294117647058,0.8177777777777778,0.5584391568805657,0.20507005291680494,0.00034697609953582287,0.003652062965556979,0.0033050868660211563,15
94,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,True,SGD,0.33,0.9,SGD,0.001,95,0.6838235294117647,0.8122270742358079,0.7926760432766933,0.2960252918613454,0.0006666676490567625,0.0011627873172983527,0.0004961196682415903,8
95,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,True,SGD,0.33,0.9,SGD,0.001,96,0.6838235294117647,0.8122270742358079,0.9641250249947987,0.7737449606259664,0.0008761760545894504,0.0011330031557008624,0.0002568271302152425,1
96,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,True,SGD,0.33,0.9,SGD,0.001,97,0.6838235294117647,0.8122270742358079,1.0121090260936934,1.0781287426749866,0.0008183052414096892,0.001507640816271305,0.0006893355748616159,2
97,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,True,SGD,0.33,0.9,SGD,0.001,98,0.6838235294117647,0.8122270742358079,0.9925390372381491,0.6130680377698607,0.000690797227434814,0.0010439890902489424,0.00035319189191795886,3
98,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,True,SGD,0.33,0.9,SGD,0.001,99,0.6838235294117647,0.8122270742358079,0.8729851341568956,1.4306534063071012,0.0009710162994451821,0.0018863793229684234,0.0009153630235232413,2
99,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,True,SGD,0.33,0.9,SGD,0.001,100,0.6838235294117647,0.8122270742358079,0.7280703103717636,0.5333316371672683,0.0009984622010961175,0.001294815563596785,0.00029635336250066757,3
100,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,True,SGD,0.33,0.9,SGD,0.001,101,0.6838235294117647,0.8122270742358079,0.6087815425559586,0.5599027058730524,0.0007509968709200621,0.0009010066278278828,0.00015000972780399024,2
101,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,True,SGD,0.33,0.9,SGD,0.001,102,0.696078431372549,0.8103975535168195,0.5760347270498088,0.7507545906636449,0.0007184135029092431,0.0017097997479140759,0.0009913862450048327,3
102,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,True,SGD,0.33,0.9,SGD,0.001,103,0.47794117647058826,0.4409448818897638,0.6876436039513233,0.5040654273082813,0.0007391738472506404,0.0008578527485951781,0.00011867889406858012,4
103,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,True,SGD,0.33,0.9,SGD,0.001,104,0.35784313725490197,0.12666666666666668,0.7719762383722791,0.5771732512447568,0.0006806682213209569,0.0012047137133777142,0.0005240454920567572,3
104,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,True,SGD,0.33,0.9,SGD,0.001,105,0.35049019607843135,0.1016949152542373,0.7787401255439309,0.6405218529204528,0.0005495432997122407,0.0011467492440715432,0.0005972059443593025,4
105,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,True,SGD,0.33,0.9,SGD,0.001,106,0.4117647058823529,0.27710843373493976,0.724677791782454,0.7000827507840262,0.0005109537742100656,0.0009382254211232066,0.000427271646913141,3
106,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,True,SGD,0.33,0.9,SGD,0.001,107,0.5833333333333334,0.6398305084745762,0.6670168357736924,0.6304461492432488,0.0006104052881710231,0.000674189068377018,6.378380203386769e-05,3
107,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,True,SGD,0.33,0.9,SGD,0.001,108,0.696078431372549,0.8080495356037152,0.6081985556611827,0.5674787428643969,0.0005652420222759247,0.0008018363150767982,0.00023659432190470397,3
108,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,True,SGD,0.33,0.9,SGD,0.001,109,0.6936274509803921,0.8164464023494861,0.5897509736173293,0.4583113357424736,0.0006424327148124576,0.0011778082698583603,0.0005353755550459027,5
