,checkpoint,ds_path,ds_name,num_labels,num_clients,clients_per_round,alpha,batch_size,local_epochs,max_epochs,total_rounds,fda,theta,extras,server_opt_name,server_opt_lr,server_opt_momentum,client_opt_name,client_opt_lr,round,accuracy,f1,testing_loss,training_loss,variance,avg_norm_sq_drifts,norm_sq_avg_drift,round_steps
10,roberta-base,glue,mrpc,2,10,10,1.0,8,15,-1,100,False,0.0,,SGD,1.0,0.9,SGD,0.001,11,0.8308823529411765,0.8808290155440415,1.1543299763895323,0.011777880683442087,0.12449337542057037,0.13877442479133606,0.01428105030208826,750
11,roberta-base,glue,mrpc,2,10,10,1.0,8,15,-1,100,False,0.0,,SGD,1.0,0.9,SGD,0.001,12,0.8284313725490197,0.8793103448275862,1.1370151304810379,0.008228434377588429,0.08682028204202652,0.09661683440208435,0.009796555154025555,750
12,roberta-base,glue,mrpc,2,10,10,1.0,8,15,-1,100,False,0.0,,SGD,1.0,0.9,SGD,0.001,13,0.8161764705882353,0.8717948717948718,1.1986003808253693,0.004764273875389767,0.047866906970739365,0.05322340130805969,0.00535649573430419,750
13,roberta-base,glue,mrpc,2,10,10,1.0,8,15,-1,100,False,0.0,,SGD,1.0,0.9,SGD,0.001,14,0.8161764705882353,0.8743718592964824,1.3395535594101344,0.00446154092981624,0.05026461184024811,0.05599527433514595,0.005730663891881704,750
14,roberta-base,glue,mrpc,2,10,10,1.0,8,15,-1,100,False,0.0,,SGD,1.0,0.9,SGD,0.001,15,0.8137254901960784,0.87248322147651,1.4210799144324455,0.0035099149121392095,0.03837144747376442,0.042642053216695786,0.004270604345947504,750
15,roberta-base,glue,mrpc,2,10,10,1.0,8,15,-1,100,False,0.0,,SGD,1.0,0.9,SGD,0.001,16,0.8259803921568627,0.879045996592845,1.478894227937439,0.00356481329870377,0.04783346503973007,0.053115762770175934,0.005282297730445862,750
16,roberta-base,glue,mrpc,2,10,10,1.0,8,15,-1,100,False,0.0,,SGD,1.0,0.9,SGD,0.001,17,0.8308823529411765,0.8812392426850258,1.3852853103669753,0.0036525463163694697,0.05042955279350281,0.05601552873849869,0.00558597594499588,750
17,roberta-base,glue,mrpc,2,10,10,1.0,8,15,-1,100,False,0.0,,SGD,1.0,0.9,SGD,0.001,18,0.8259803921568627,0.8794567062818336,1.2884544796225585,0.0032246790635503467,0.05700262263417244,0.0633600577712059,0.006357436068356037,750
18,roberta-base,glue,mrpc,2,10,10,1.0,8,15,-1,100,False,0.0,,SGD,1.0,0.9,SGD,0.001,19,0.8137254901960784,0.8733333333333333,1.1727000997331796,0.0028139816222580933,0.033297713845968246,0.036986093968153,0.0036883808206766844,750
19,roberta-base,glue,mrpc,2,10,10,1.0,8,15,-1,100,False,0.0,,SGD,1.0,0.9,SGD,0.001,20,0.8063725490196079,0.8694214876033057,1.118541384678293,0.002087636615202774,0.019644632935523987,0.02147788740694523,0.0018332554027438164,750
20,roberta-base,glue,mrpc,2,10,10,1.0,8,15,-1,100,False,0.0,,SGD,1.0,0.9,SGD,0.001,21,0.8235294117647058,0.8787878787878788,1.0516358371750107,0.0013898011572475706,0.012261414900422096,0.013562249019742012,0.0013008338864892721,750
21,roberta-base,glue,mrpc,2,10,10,1.0,8,15,-1,100,False,0.0,,SGD,1.0,0.9,SGD,0.001,22,0.8308823529411765,0.8791593695271454,1.0594516662438442,0.00188733235431929,0.016846638172864914,0.01868562400341034,0.00183898548129946,750
22,roberta-base,glue,mrpc,2,10,10,1.0,8,15,-1,100,False,0.0,,SGD,1.0,0.9,SGD,0.001,23,0.8382352941176471,0.8846153846153846,1.1306456660106214,0.001872075006512337,0.023059086874127388,0.025561673566699028,0.00250258669257164,750
23,roberta-base,glue,mrpc,2,10,10,1.0,8,15,-1,100,False,0.0,,SGD,1.0,0.9,SGD,0.001,24,0.8186274509803921,0.8754208754208754,1.3419826162226243,0.0017556067053442702,0.021693825721740723,0.023968540132045746,0.0022747141774743795,750
24,roberta-base,glue,mrpc,2,10,10,1.0,8,15,-1,100,False,0.0,,SGD,1.0,0.9,SGD,0.001,25,0.821078431372549,0.8801313628899836,1.5965713766014298,0.0016291944506878007,0.019349230453372,0.021223297342658043,0.0018740675877779722,750
25,roberta-base,glue,mrpc,2,10,10,1.0,8,15,-1,100,False,0.0,,SGD,1.0,0.9,SGD,0.001,26,0.8186274509803921,0.8770764119601329,1.480346401838468,0.00166857946371547,0.017139092087745667,0.019042449072003365,0.0019033566350117326,750
26,roberta-base,glue,mrpc,2,10,10,1.0,8,15,-1,100,False,0.0,,SGD,1.0,0.9,SGD,0.001,27,0.8357843137254902,0.8854700854700854,1.2197670388253683,0.001809006186839665,0.011567630805075169,0.012595529668033123,0.001027899095788598,750
27,roberta-base,glue,mrpc,2,10,10,1.0,8,15,-1,100,False,0.0,,SGD,1.0,0.9,SGD,0.001,28,0.8333333333333334,0.8823529411764706,1.0763967405691088,0.0011634768967523064,0.011007538996636868,0.012003951705992222,0.0009964124765247107,750
28,roberta-base,glue,mrpc,2,10,10,1.0,8,15,-1,100,False,0.0,,SGD,1.0,0.9,SGD,0.001,29,0.8308823529411765,0.8824531516183987,1.1349908891947873,0.0011656720592387315,0.013971138745546341,0.015580760315060616,0.0016096215695142746,750
29,roberta-base,glue,mrpc,2,10,10,1.0,8,15,-1,100,False,0.0,,SGD,1.0,0.9,SGD,0.001,30,0.8235294117647058,0.8787878787878788,1.3059915685026218,0.0010791748815428912,0.009410439990460873,0.010336671024560928,0.0009262309176847339,750
30,roberta-base,glue,mrpc,2,10,10,1.0,8,15,-1,100,False,0.0,,SGD,1.0,0.9,SGD,0.001,31,0.8112745098039216,0.8714524207011686,1.3966068806032201,0.0011791437082624273,0.008666315115988255,0.009428488090634346,0.0007621727418154478,750
31,roberta-base,glue,mrpc,2,10,10,1.0,8,15,-1,100,False,0.0,,SGD,1.0,0.9,SGD,0.001,32,0.821078431372549,0.8756388415672913,1.3167345621015165,0.0008587384203274156,0.00610700249671936,0.006731204688549042,0.0006242023664526641,750
32,roberta-base,glue,mrpc,2,10,10,1.0,8,15,-1,100,False,0.0,,SGD,1.0,0.9,SGD,0.001,33,0.8308823529411765,0.88,1.2398015444820583,0.0008813611483117391,0.010685371235013008,0.011730210855603218,0.0010448397370055318,750
33,roberta-base,glue,mrpc,2,10,10,1.0,8,15,-1,100,False,0.0,,SGD,1.0,0.9,SGD,0.001,34,0.8308823529411765,0.8795811518324608,1.2988146690328066,0.0005839215663814982,0.007131810765713453,0.007779523730278015,0.0006477129645645618,750
34,roberta-base,glue,mrpc,2,10,10,1.0,8,15,-1,100,False,0.0,,SGD,1.0,0.9,SGD,0.001,35,0.8284313725490197,0.8784722222222222,1.4608710194220205,0.0008389982734844312,0.01573917642235756,0.017358465120196342,0.001619288930669427,750
35,roberta-base,glue,mrpc,2,10,10,1.0,8,15,-1,100,False,0.0,,SGD,1.0,0.9,SGD,0.001,36,0.8284313725490197,0.8825503355704698,1.5938758466812832,0.0009458714026571346,0.013105356134474277,0.014399930834770203,0.0012945743510499597,750
36,roberta-base,glue,mrpc,2,10,10,1.0,8,15,-1,100,False,0.0,,SGD,1.0,0.9,SGD,0.001,37,0.8259803921568627,0.880672268907563,1.5468761258901464,0.001144007750826033,0.012550512328743935,0.013842185027897358,0.0012916728155687451,750
37,roberta-base,glue,mrpc,2,10,10,1.0,8,15,-1,100,False,0.0,,SGD,1.0,0.9,SGD,0.001,38,0.8259803921568627,0.8773747841105354,1.3752650961825887,0.0005063090017205052,0.009672801941633224,0.010700436308979988,0.0010276346001774073,750
38,roberta-base,glue,mrpc,2,10,10,1.0,8,15,-1,100,False,0.0,,SGD,1.0,0.9,SGD,0.001,39,0.8357843137254902,0.8834782608695653,1.2588869903301798,0.0006993801698791998,0.008506319485604763,0.009245962835848331,0.0007396436994895339,750
39,roberta-base,glue,mrpc,2,10,10,1.0,8,15,-1,100,False,0.0,,SGD,1.0,0.9,SGD,0.001,40,0.8308823529411765,0.8804159445407279,1.1768469907020855,0.0010122743043095475,0.011234515346586704,0.01241328101605177,0.001178765669465065,750
40,roberta-base,glue,mrpc,2,10,10,1.0,8,15,-1,100,False,0.0,,SGD,1.0,0.9,SGD,0.001,41,0.8333333333333334,0.8835616438356164,1.1651697038736637,0.0007044735338513918,0.007631434127688408,0.008299045264720917,0.0006676109042018652,750
41,roberta-base,glue,mrpc,2,10,10,1.0,8,15,-1,100,False,0.0,,SGD,1.0,0.9,SGD,0.001,42,0.8308823529411765,0.8848080133555927,1.2150120347507931,0.0007238882363919977,0.006525825709104538,0.0070853582583367825,0.0005595326074399054,750
42,roberta-base,glue,mrpc,2,10,10,1.0,8,15,-1,100,False,0.0,,SGD,1.0,0.9,SGD,0.001,43,0.8284313725490197,0.882943143812709,1.2281343156843796,0.0005942780663752718,0.0051995026879012585,0.0055625042878091335,0.00036300154170021415,750
43,roberta-base,glue,mrpc,2,10,10,1.0,8,15,-1,100,False,0.0,,SGD,1.0,0.9,SGD,0.001,44,0.8284313725490197,0.8809523809523809,1.1313260684835447,0.0006182965910128168,0.004171191249042749,0.004532572813332081,0.00036138176801614463,750
44,roberta-base,glue,mrpc,2,10,10,1.0,8,15,-1,100,False,0.0,,SGD,1.0,0.9,SGD,0.001,45,0.8406862745098039,0.8877374784110535,1.0679109626769465,0.000516336536722182,0.0047440556809306145,0.005106115248054266,0.0003620594216044992,750
45,roberta-base,glue,mrpc,2,10,10,1.0,8,15,-1,100,False,0.0,,SGD,1.0,0.9,SGD,0.001,46,0.8406862745098039,0.8873483535528596,1.1199840627722926,0.00053628090542906,0.004747239872813225,0.005209492053836584,0.00046225241385400295,750
46,roberta-base,glue,mrpc,2,10,10,1.0,8,15,-1,100,False,0.0,,SGD,1.0,0.9,SGD,0.001,47,0.8382352941176471,0.8865979381443299,1.262786974181069,0.0006024691743169062,0.005862060934305191,0.006441695149987936,0.000579634215682745,750
47,roberta-base,glue,mrpc,2,10,10,1.0,8,15,-1,100,False,0.0,,SGD,1.0,0.9,SGD,0.001,48,0.8357843137254902,0.8862478777589134,1.4159761071040695,0.00032508914172926925,0.0035499597433954477,0.0037849061191082,0.00023494631750509143,750
48,roberta-base,glue,mrpc,2,10,10,1.0,8,15,-1,100,False,0.0,,SGD,1.0,0.9,SGD,0.001,49,0.8357843137254902,0.8858603066439523,1.4856335137074128,0.0005029518483211531,0.00408585648983717,0.004433817695826292,0.00034796108957380056,750
49,roberta-base,glue,mrpc,2,10,10,1.0,8,15,-1,100,False,0.0,,SGD,1.0,0.9,SGD,0.001,50,0.8382352941176471,0.8858131487889274,1.4471403927508513,0.0005797212129757897,0.003417433239519596,0.0037287406157702208,0.00031130731804296374,750
50,roberta-base,glue,mrpc,2,10,10,1.0,8,15,-1,100,False,0.0,,SGD,1.0,0.9,SGD,0.001,51,0.8357843137254902,0.8834782608695653,1.4201153825740631,0.0005826179330364752,0.008031193166971207,0.008836639113724232,0.0008054464124143124,750
51,roberta-base,glue,mrpc,2,10,10,1.0,8,15,-1,100,False,0.0,,SGD,1.0,0.9,SGD,0.001,52,0.8357843137254902,0.8842832469775475,1.4562628165111757,0.0003562208375630532,0.005605422426015139,0.006124421022832394,0.0005189984804019332,750
52,roberta-base,glue,mrpc,2,10,10,1.0,8,15,-1,100,False,0.0,,SGD,1.0,0.9,SGD,0.001,53,0.8333333333333334,0.8843537414965986,1.5671112475701,0.0003017579544098056,0.00565315131098032,0.00612604571506381,0.0004728941712528467,750
53,roberta-base,glue,mrpc,2,10,10,1.0,8,15,-1,100,False,0.0,,SGD,1.0,0.9,SGD,0.001,54,0.8308823529411765,0.8840336134453781,1.7218708610515847,0.000621196873077665,0.007555187679827213,0.00827750749886036,0.0007223200518637896,750
54,roberta-base,glue,mrpc,2,10,10,1.0,8,15,-1,100,False,0.0,,SGD,1.0,0.9,SGD,0.001,55,0.8259803921568627,0.88107202680067,1.6994378285162524,0.0006065717495804562,0.0047765024937689304,0.00525106443092227,0.0004745619371533394,750
55,roberta-base,glue,mrpc,2,10,10,1.0,8,15,-1,100,False,0.0,,SGD,1.0,0.9,SGD,0.001,56,0.8308823529411765,0.8828522920203735,1.5443845660949578,0.000674172864729934,0.005495449993759394,0.005965171381831169,0.000469721358967945,750
56,roberta-base,glue,mrpc,2,10,10,1.0,8,15,-1,100,False,0.0,,SGD,1.0,0.9,SGD,0.001,57,0.8333333333333334,0.8839590443686007,1.451285476681311,0.0003899059050240418,0.0051498087123036385,0.00561705743893981,0.00046724872663617134,750
57,roberta-base,glue,mrpc,2,10,10,1.0,8,15,-1,100,False,0.0,,SGD,1.0,0.9,SGD,0.001,58,0.8382352941176471,0.8865979381443299,1.3916816347353893,0.0005090735446817035,0.007143824826925993,0.007760596461594105,0.0006167717510834336,750
58,roberta-base,glue,mrpc,2,10,10,1.0,8,15,-1,100,False,0.0,,SGD,1.0,0.9,SGD,0.001,59,0.8333333333333334,0.8843537414965986,1.4551177295961875,0.00045032441798017336,0.006828241981565952,0.007544965483248234,0.0007167237345129251,750
59,roberta-base,glue,mrpc,2,10,10,1.0,8,15,-1,100,False,0.0,,SGD,1.0,0.9,SGD,0.001,60,0.8284313725490197,0.8813559322033898,1.5437705811296014,0.0003411238711288365,0.003638261230662465,0.0038980916142463684,0.0002598304708953947,750
60,roberta-base,glue,mrpc,2,10,10,1.0,8,15,-1,100,False,0.0,,SGD,1.0,0.9,SGD,0.001,61,0.8235294117647058,0.8783783783783784,1.5889580913459602,0.0003305983697190611,0.004594386089593172,0.004997835960239172,0.0004034499288536608,750
61,roberta-base,glue,mrpc,2,10,10,1.0,8,15,-1,100,False,0.0,,SGD,1.0,0.9,SGD,0.001,62,0.8284313725490197,0.8809523809523809,1.5348840595184692,0.0005628931945156412,0.007602602709084749,0.008352318778634071,0.0007497162441723049,750
62,roberta-base,glue,mrpc,2,10,10,1.0,8,15,-1,100,False,0.0,,SGD,1.0,0.9,SGD,0.001,63,0.8333333333333334,0.8835616438356164,1.4963440025986288,0.00041168921401724546,0.005964296404272318,0.006515514105558395,0.0005512178177013993,750
63,roberta-base,glue,mrpc,2,10,10,1.0,8,15,-1,100,False,0.0,,SGD,1.0,0.9,SGD,0.001,64,0.8235294117647058,0.8775510204081632,1.490748089074901,0.00036250143218001784,0.004772937390953302,0.005176883656531572,0.0004039460909552872,750
64,roberta-base,glue,mrpc,2,10,10,1.0,8,15,-1,100,False,0.0,,SGD,1.0,0.9,SGD,0.001,65,0.821078431372549,0.8760611205432938,1.4900867588394717,0.0004336225664072032,0.0056767589412629604,0.006128955166786909,0.0004521962837316096,750
65,roberta-base,glue,mrpc,2,10,10,1.0,8,15,-1,100,False,0.0,,SGD,1.0,0.9,SGD,0.001,66,0.8186274509803921,0.875,1.5097220120379655,0.00040684476946550705,0.005214262288063765,0.005670763086527586,0.00045650091487914324,750
66,roberta-base,glue,mrpc,2,10,10,1.0,8,15,-1,100,False,0.0,,SGD,1.0,0.9,SGD,0.001,67,0.8259803921568627,0.8802698145025295,1.5241135092445603,0.0002394984013473881,0.003794139949604869,0.004122384823858738,0.0003282449615653604,750
67,roberta-base,glue,mrpc,2,10,10,1.0,8,15,-1,100,False,0.0,,SGD,1.0,0.9,SGD,0.001,68,0.8259803921568627,0.8802698145025295,1.4855055267699848,0.00035895542084652424,0.0034586575347930193,0.003700359258800745,0.00024170165124814957,750
68,roberta-base,glue,mrpc,2,10,10,1.0,8,15,-1,100,False,0.0,,SGD,1.0,0.9,SGD,0.001,69,0.8357843137254902,0.8854700854700854,1.4002966594174495,0.00047108657032906225,0.004398639313876629,0.004809388425201178,0.0004107490531168878,750
69,roberta-base,glue,mrpc,2,10,10,1.0,8,15,-1,100,False,0.0,,SGD,1.0,0.9,SGD,0.001,70,0.8333333333333334,0.8823529411764706,1.3657169388699097,0.0003567277993732961,0.003100168891251087,0.0033207801170647144,0.00022061116760596633,750
70,roberta-base,glue,mrpc,2,10,10,1.0,8,15,-1,100,False,0.0,,SGD,1.0,0.9,SGD,0.001,71,0.8406862745098039,0.888507718696398,1.4496420727004242,0.000316712280862873,0.0036764040123671293,0.004074440337717533,0.0003980363835580647,750
71,roberta-base,glue,mrpc,2,10,10,1.0,8,15,-1,100,False,0.0,,SGD,1.0,0.9,SGD,0.001,72,0.8308823529411765,0.8836424957841484,1.6513648965072443,0.0003423115477123981,0.0061107296496629715,0.006686060223728418,0.000575330457650125,750
72,roberta-base,glue,mrpc,2,10,10,1.0,8,15,-1,100,False,0.0,,SGD,1.0,0.9,SGD,0.001,73,0.8333333333333334,0.8859060402684564,1.7697709562042676,0.00026437975709153754,0.003148359712213278,0.00342192011885345,0.0002735603484325111,750
73,roberta-base,glue,mrpc,2,10,10,1.0,8,15,-1,100,False,0.0,,SGD,1.0,0.9,SGD,0.001,74,0.8333333333333334,0.8839590443686007,1.6891334997267509,0.0003326013148296567,0.0035577763337641954,0.004016844090074301,0.0004590677563101053,750
74,roberta-base,glue,mrpc,2,10,10,1.0,8,15,-1,100,False,0.0,,SGD,1.0,0.9,SGD,0.001,75,0.8406862745098039,0.8869565217391304,1.5734764887943207,0.0007327656377951373,0.011020541191101074,0.01203555054962635,0.0010150088928639889,750
75,roberta-base,glue,mrpc,2,10,10,1.0,8,15,-1,100,False,0.0,,SGD,1.0,0.9,SGD,0.001,76,0.8431372549019608,0.8896551724137931,1.5865598808079406,0.0003127915491387799,0.005421460140496492,0.00618914607912302,0.0007676860550418496,750
76,roberta-base,glue,mrpc,2,10,10,1.0,8,15,-1,100,False,0.0,,SGD,1.0,0.9,SGD,0.001,77,0.8357843137254902,0.8862478777589134,1.6798858786166233,0.0002316751549046526,0.004591881763190031,0.005018508993089199,0.0004266273172106594,750
77,roberta-base,glue,mrpc,2,10,10,1.0,8,15,-1,100,False,0.0,,SGD,1.0,0.9,SGD,0.001,78,0.8284313725490197,0.8833333333333333,1.824798553937675,0.0002690223457060055,0.00505444360896945,0.005535395350307226,0.00048095168313011527,750
78,roberta-base,glue,mrpc,2,10,10,1.0,8,15,-1,100,False,0.0,,SGD,1.0,0.9,SGD,0.001,79,0.8357843137254902,0.8873949579831932,1.7512213065942386,0.0003986578514298601,0.005624524317681789,0.006279085762798786,0.0006545615615323186,750
79,roberta-base,glue,mrpc,2,10,10,1.0,8,15,-1,100,False,0.0,,SGD,1.0,0.9,SGD,0.001,80,0.8406862745098039,0.888507718696398,1.585126448701732,0.00025201248160705927,0.003939627669751644,0.004281846806406975,0.00034221928217448294,750
80,roberta-base,glue,mrpc,2,10,10,1.0,8,15,-1,100,False,0.0,,SGD,1.0,0.9,SGD,0.001,81,0.8455882352941176,0.891566265060241,1.5479202060481765,0.000375032788956844,0.0032475758343935013,0.0035414935555309057,0.00029391766292974353,750
81,roberta-base,glue,mrpc,2,10,10,1.0,8,15,-1,100,False,0.0,,SGD,1.0,0.9,SGD,0.001,82,0.8308823529411765,0.8824531516183987,1.6011555404696642,0.0004133373466979243,0.006854325998574495,0.0076196640729904175,0.0007653378997929394,750
82,roberta-base,glue,mrpc,2,10,10,1.0,8,15,-1,100,False,0.0,,SGD,1.0,0.9,SGD,0.001,83,0.8284313725490197,0.8825503355704698,1.6764645977985737,0.0005262435947358783,0.009213216602802277,0.010212913155555725,0.0009996963199228048,750
83,roberta-base,glue,mrpc,2,10,10,1.0,8,15,-1,100,False,0.0,,SGD,1.0,0.9,SGD,0.001,84,0.8235294117647058,0.8795986622073578,1.6235914471340998,0.0004512685230188045,0.004126715939491987,0.0045542786829173565,0.00042756253969855607,750
84,roberta-base,glue,mrpc,2,10,10,1.0,8,15,-1,100,False,0.0,,SGD,1.0,0.9,SGD,0.001,85,0.8235294117647058,0.8775510204081632,1.4723537079034048,0.0002532555448906507,0.002554496983066201,0.0027681421488523483,0.00021364506392274052,750
85,roberta-base,glue,mrpc,2,10,10,1.0,8,15,-1,100,False,0.0,,SGD,1.0,0.9,SGD,0.001,86,0.821078431372549,0.8743545611015491,1.4002949370692743,0.0002640531738690273,0.0040243202820420265,0.0044016242027282715,0.0003773036878556013,750
86,roberta-base,glue,mrpc,2,10,10,1.0,8,15,-1,100,False,0.0,,SGD,1.0,0.9,SGD,0.001,87,0.8235294117647058,0.8771331058020477,1.4520883577533066,0.0003131133685547179,0.0026809382252395153,0.0029985893052071333,0.0003176511381752789,750
87,roberta-base,glue,mrpc,2,10,10,1.0,8,15,-1,100,False,0.0,,SGD,1.0,0.9,SGD,0.001,88,0.821078431372549,0.8777219430485762,1.614100229792207,0.00018720901319434338,0.0019363152096047997,0.0021172945853322744,0.00018097936117555946,750
88,roberta-base,glue,mrpc,2,10,10,1.0,8,15,-1,100,False,0.0,,SGD,1.0,0.9,SGD,0.001,89,0.8186274509803921,0.8762541806020067,1.7180507168962624,0.0002658610782004291,0.0036567957140505314,0.003999195992946625,0.0003424003953114152,750
89,roberta-base,glue,mrpc,2,10,10,1.0,8,15,-1,100,False,0.0,,SGD,1.0,0.9,SGD,0.001,90,0.8308823529411765,0.8836424957841484,1.6632681296198537,0.00037306423530479463,0.004328943323343992,0.004703002516180277,0.00037405898910947144,750
90,roberta-base,glue,mrpc,2,10,10,1.0,8,15,-1,100,False,0.0,,SGD,1.0,0.9,SGD,0.001,91,0.8357843137254902,0.8846815834767642,1.5075854518204517,0.00020938522266245618,0.0035406292881816626,0.0039056625682860613,0.0003650333674158901,750
91,roberta-base,glue,mrpc,2,10,10,1.0,8,15,-1,100,False,0.0,,SGD,1.0,0.9,SGD,0.001,92,0.8431372549019608,0.8869257950530035,1.4240778850028943,0.0003614417696187429,0.0017152639338746667,0.001841757446527481,0.00012649349810089916,750
92,roberta-base,glue,mrpc,2,10,10,1.0,8,15,-1,100,False,0.0,,SGD,1.0,0.9,SGD,0.001,93,0.8357843137254902,0.8842832469775475,1.5354929730086406,0.0002803123690165209,0.004527087323367596,0.005263148341327906,0.0007360611343756318,750
93,roberta-base,glue,mrpc,2,10,10,1.0,8,15,-1,100,False,0.0,,SGD,1.0,0.9,SGD,0.001,94,0.8333333333333334,0.8843537414965986,1.6603486332881616,0.0004235006317755654,0.006629218813031912,0.007222302258014679,0.0005930833867751062,750
94,roberta-base,glue,mrpc,2,10,10,1.0,8,15,-1,100,False,0.0,,SGD,1.0,0.9,SGD,0.001,95,0.8308823529411765,0.8828522920203735,1.681534196582084,0.00026687781836491804,0.0033658803440630436,0.0037047925870865583,0.00033891230123117566,750
95,roberta-base,glue,mrpc,2,10,10,1.0,8,15,-1,100,False,0.0,,SGD,1.0,0.9,SGD,0.001,96,0.8357843137254902,0.8842832469775475,1.592826759902756,0.00019210641302271346,0.0028651480097323656,0.0031790558714419603,0.00031390791991725564,750
96,roberta-base,glue,mrpc,2,10,10,1.0,8,15,-1,100,False,0.0,,SGD,1.0,0.9,SGD,0.001,97,0.8333333333333334,0.8807017543859649,1.5085946619045159,0.0003791691597012252,0.007512285839766264,0.008229700848460197,0.0007174148922786117,750
97,roberta-base,glue,mrpc,2,10,10,1.0,8,15,-1,100,False,0.0,,SGD,1.0,0.9,SGD,0.001,98,0.8357843137254902,0.8834782608695653,1.478396096736404,0.00041042984150920934,0.00504768081009388,0.005620419513434172,0.0005727389361709356,750
98,roberta-base,glue,mrpc,2,10,10,1.0,8,15,-1,100,False,0.0,,SGD,1.0,0.9,SGD,0.001,99,0.8333333333333334,0.8839590443686007,1.5191212858593708,0.00028363342370100596,0.0026007620617747307,0.002831820398569107,0.00023105836589820683,750
99,roberta-base,glue,mrpc,2,10,10,1.0,8,15,-1,100,False,0.0,,SGD,1.0,0.9,SGD,0.001,100,0.8333333333333334,0.8843537414965986,1.5147977998970765,0.00013901061520133108,0.0024998849257826805,0.0027090597432106733,0.00020917487563565373,750
