,checkpoint,ds_path,ds_name,num_labels,num_clients,clients_per_round,alpha,batch_size,local_epochs,max_epochs,total_rounds,fda,theta,extras,server_opt_name,server_opt_momentum,server_opt_lr,client_opt_name,client_opt_lr,round,accuracy,testing_loss,training_loss,variance,avg_norm_sq_drifts,norm_sq_avg_drift,round_steps
23,roberta-base,glue,sst2,2,100,10,1.0,8,1,68,200,True,0.0,,SGD,0.9,1.0,SGD,0.0001,24,0.9369266055045872,0.4051273371771183,0.01868205029083357,0.01857759803533554,0.021344734355807304,0.0027671372517943382,3696
24,roberta-base,glue,sst2,2,100,10,1.0,8,1,68,200,True,0.0,,SGD,0.9,1.0,SGD,0.0001,25,0.9380733944954128,0.3736033437473844,0.02947128170605094,0.015015585348010063,0.01793813146650791,0.002922546351328492,2112
25,roberta-base,glue,sst2,2,100,10,1.0,8,1,68,200,True,0.0,,SGD,0.9,1.0,SGD,0.0001,26,0.8853211009174312,0.6397130770404923,0.032927312291493226,0.021443746984004974,0.025333821773529053,0.003890074323862791,2992
26,roberta-base,glue,sst2,2,100,10,1.0,8,1,68,200,True,0.0,,SGD,0.9,1.0,SGD,0.0001,27,0.8841743119266054,0.5381122403583554,0.048220567964174,0.02132059633731842,0.02523973397910595,0.003919137641787529,2376
27,roberta-base,glue,sst2,2,100,10,1.0,8,1,68,200,True,0.0,,SGD,0.9,1.0,SGD,0.0001,28,0.9048165137614679,0.4871881733409307,0.014518683514801439,0.023422224447131157,0.026878714561462402,0.0034564894158393145,5984
28,roberta-base,glue,sst2,2,100,10,1.0,8,1,68,200,True,0.0,,SGD,0.9,1.0,SGD,0.0001,29,0.9346330275229358,0.35940452540932016,0.03685504085454754,0.011962470598518848,0.01386092510074377,0.0018984548514708877,1672
29,roberta-base,glue,sst2,2,100,10,1.0,8,1,68,200,True,0.0,,SGD,0.9,1.0,SGD,0.0001,30,0.9369266055045872,0.3758142157676215,0.02707286083476495,0.02139926701784134,0.025134190917015076,0.003734923666343093,3344
30,roberta-base,glue,sst2,2,100,10,1.0,8,1,68,200,True,0.0,,SGD,0.9,1.0,SGD,0.0001,31,0.8853211009174312,0.6515693318657847,0.011965103800220873,0.018970495089888573,0.0217648483812809,0.0027943539898842573,5456
31,roberta-base,glue,sst2,2,100,10,1.0,8,1,68,200,True,0.0,,SGD,0.9,1.0,SGD,0.0001,32,0.8864678899082569,0.683156334334382,0.03447539692910408,0.010270901955664158,0.012020975351333618,0.0017500732792541385,1320
32,roberta-base,glue,sst2,2,100,10,1.0,8,1,68,200,True,0.0,,SGD,0.9,1.0,SGD,0.0001,33,0.9254587155963303,0.4289121899846077,0.011316429796154086,0.020739272236824036,0.024223800748586655,0.0034845289774239063,5984
33,roberta-base,glue,sst2,2,100,10,1.0,8,1,68,200,True,0.0,,SGD,0.9,1.0,SGD,0.0001,34,0.9334862385321101,0.3829427596389463,0.024260277752225584,0.010549693368375301,0.011975141242146492,0.0014254477573558688,1760
34,roberta-base,glue,sst2,2,100,10,1.0,8,1,68,200,True,0.0,,SGD,0.9,1.0,SGD,0.0001,35,0.930045871559633,0.3699467612927655,0.023377723824863205,0.018112560734152794,0.0211058109998703,0.002993249800056219,3080
35,roberta-base,glue,sst2,2,100,10,1.0,8,1,68,200,True,0.0,,SGD,0.9,1.0,SGD,0.0001,36,0.9311926605504587,0.3775169300845287,0.01827836013860547,0.017418062314391136,0.020714987069368362,0.0032969252206385136,3784
36,roberta-base,glue,sst2,2,100,10,1.0,8,1,68,200,True,0.0,,SGD,0.9,1.0,SGD,0.0001,37,0.930045871559633,0.41531017299511314,0.022989887005667994,0.013737676665186882,0.01596808061003685,0.002230403944849968,2464
37,roberta-base,glue,sst2,2,100,10,1.0,8,1,68,200,True,0.0,,SGD,0.9,1.0,SGD,0.0001,38,0.930045871559633,0.4383436451811109,0.012212503914272983,0.016551097854971886,0.019244719296693802,0.0026936207432299852,4664
38,roberta-base,glue,sst2,2,100,10,1.0,8,1,68,200,True,0.0,,SGD,0.9,1.0,SGD,0.0001,39,0.9254587155963303,0.41978501904150356,0.030837196237480984,0.010835607536137104,0.012728619389235973,0.0018930118530988693,1496
39,roberta-base,glue,sst2,2,100,10,1.0,8,1,68,200,True,0.0,,SGD,0.9,1.0,SGD,0.0001,40,0.9277522935779816,0.432052423684598,0.010388936254862839,0.01879960484802723,0.021648800000548363,0.0028491951525211334,5984
40,roberta-base,glue,sst2,2,100,10,1.0,8,1,68,200,True,0.0,,SGD,0.9,1.0,SGD,0.0001,41,0.9357798165137615,0.36117151876473097,0.02644408497819397,0.009385259822010994,0.011179466731846333,0.001794207375496626,1584
41,roberta-base,glue,sst2,2,100,10,1.0,8,1,68,200,True,0.0,,SGD,0.9,1.0,SGD,0.0001,42,0.9288990825688074,0.41683975006372925,0.008340374232026503,0.01576821319758892,0.018557356670498848,0.0027891441714018583,5984
42,roberta-base,glue,sst2,2,100,10,1.0,8,1,68,200,True,0.0,,SGD,0.9,1.0,SGD,0.0001,43,0.9323394495412844,0.41017625600023233,0.016850394339711524,0.008052452467381954,0.009255602955818176,0.0012031503720209002,1672
43,roberta-base,glue,sst2,2,100,10,1.0,8,1,68,200,True,0.0,,SGD,0.9,1.0,SGD,0.0001,44,0.9197247706422018,0.4891401559191037,0.013668875797283011,0.014491353183984756,0.01685543917119503,0.0023640862200409174,3608
44,roberta-base,glue,sst2,2,100,10,1.0,8,1,68,200,True,0.0,,SGD,0.9,1.0,SGD,0.0001,45,0.8807339449541285,0.7776828499771817,0.004550974106665792,0.010238295421004295,0.011395866982638836,0.0011575716780498624,5984
45,roberta-base,glue,sst2,2,100,10,1.0,8,1,68,200,True,0.0,,SGD,0.9,1.0,SGD,0.0001,46,0.9174311926605505,0.4597575648512656,0.046254956368213314,0.005171722266823053,0.006685981992632151,0.0015142596093937755,528
46,roberta-base,glue,sst2,2,100,10,1.0,8,1,68,200,True,0.0,,SGD,0.9,1.0,SGD,0.0001,47,0.9323394495412844,0.3756857456399369,0.007421968112561707,0.01422207709401846,0.016558513045310974,0.002336435951292515,5984
47,roberta-base,glue,sst2,2,100,10,1.0,8,1,68,200,True,0.0,,SGD,0.9,1.0,SGD,0.0001,48,0.9334862385321101,0.3796728577804019,0.02773653562396517,0.007053807377815247,0.00807839073240757,0.0010245831217616796,1232
48,roberta-base,glue,sst2,2,100,10,1.0,8,1,68,200,True,0.0,,SGD,0.9,1.0,SGD,0.0001,49,0.9380733944954128,0.4306876785632427,0.009769999989747816,0.016571322456002235,0.019682450219988823,0.0031111272983253,5984
49,roberta-base,glue,sst2,2,100,10,1.0,8,1,68,200,True,0.0,,SGD,0.9,1.0,SGD,0.0001,50,0.8910550458715596,0.7240102780982551,0.011843440292522819,0.008310189470648766,0.009575034491717815,0.0012648452538996935,2376
50,roberta-base,glue,sst2,2,100,10,1.0,8,1,68,200,True,0.0,,SGD,0.9,1.0,SGD,0.0001,51,0.8635321100917431,0.9932447336279162,0.007947847412585899,0.01038621086627245,0.012136253528296947,0.0017500423127785325,3960
51,roberta-base,glue,sst2,2,100,10,1.0,8,1,68,200,True,0.0,,SGD,0.9,1.0,SGD,0.0001,52,0.8807339449541285,0.7868230761182989,0.008520705692138928,0.007797584403306246,0.00905787106603384,0.0012602867791429162,2728
52,roberta-base,glue,sst2,2,100,10,1.0,8,1,68,200,True,0.0,,SGD,0.9,1.0,SGD,0.0001,53,0.9288990825688074,0.41714396187191194,0.024996483064047878,0.008677443489432335,0.011094341985881329,0.0024168984964489937,1408
53,roberta-base,glue,sst2,2,100,10,1.0,8,1,68,200,True,0.0,,SGD,0.9,1.0,SGD,0.0001,54,0.911697247706422,0.5560918964270851,0.0065412971889743845,0.01181415468454361,0.014572021551430225,0.002757867332547903,5984
54,roberta-base,glue,sst2,2,100,10,1.0,8,1,68,200,True,0.0,,SGD,0.9,1.0,SGD,0.0001,55,0.9128440366972477,0.5051394094478115,0.020301944911010294,0.005888953804969788,0.0070001184940338135,0.0011111648054793477,1232
55,roberta-base,glue,sst2,2,100,10,1.0,8,1,68,200,True,0.0,,SGD,0.9,1.0,SGD,0.0001,56,0.9369266055045872,0.3754018478535777,0.006992561958450189,0.013036315329372883,0.015693729743361473,0.002657414646819234,5984
56,roberta-base,glue,sst2,2,100,10,1.0,8,1,68,200,True,0.0,,SGD,0.9,1.0,SGD,0.0001,57,0.8772935779816514,0.6900123543079619,0.016736778267346708,0.0065029398538172245,0.0076619358733296394,0.001158996019512415,1496
57,roberta-base,glue,sst2,2,100,10,1.0,8,1,68,200,True,0.0,,SGD,0.9,1.0,SGD,0.0001,58,0.8245412844036697,1.2076651630572204,0.005011610165362018,0.010541877709329128,0.011874498799443245,0.0013326212065294385,5984
58,roberta-base,glue,sst2,2,100,10,1.0,8,1,68,200,True,0.0,,SGD,0.9,1.0,SGD,0.0001,59,0.8772935779816514,0.7119426460985528,0.01924167506244611,0.0053797392174601555,0.0070670112036168575,0.0016872721025720239,1144
59,roberta-base,glue,sst2,2,100,10,1.0,8,1,68,200,True,0.0,,SGD,0.9,1.0,SGD,0.0001,60,0.9369266055045872,0.4370634486802607,0.006296254309278493,0.012612826190888882,0.015149340033531189,0.002536514075472951,5984
60,roberta-base,glue,sst2,2,100,10,1.0,8,1,68,200,True,0.0,,SGD,0.9,1.0,SGD,0.0001,61,0.8944954128440367,0.707685109945437,0.008801703418367068,0.00640109833329916,0.007491034921258688,0.001089936587959528,2376
61,roberta-base,glue,sst2,2,100,10,1.0,8,1,68,200,True,0.0,,SGD,0.9,1.0,SGD,0.0001,62,0.9197247706422018,0.538415575396674,0.008591760033461848,0.008097716607153416,0.010226340964436531,0.0021286241244524717,3168
62,roberta-base,glue,sst2,2,100,10,1.0,8,1,68,200,True,0.0,,SGD,0.9,1.0,SGD,0.0001,63,0.9231651376146789,0.5183647158459898,0.010502062500626672,0.007680622860789299,0.009691827930510044,0.0020112048368901014,2552
63,roberta-base,glue,sst2,2,100,10,1.0,8,1,68,200,True,0.0,,SGD,0.9,1.0,SGD,0.0001,64,0.8176605504587156,1.2652442251169638,0.00719657784062998,0.009048247709870338,0.010779033415019512,0.0017307860543951392,4136
64,roberta-base,glue,sst2,2,100,10,1.0,8,1,68,200,True,0.0,,SGD,0.9,1.0,SGD,0.0001,65,0.8956422018348624,0.6263432254778442,0.012910335007450294,0.00688719330355525,0.010385948233306408,0.0034987549297511578,2112
65,roberta-base,glue,sst2,2,100,10,1.0,8,1,68,200,True,0.0,,SGD,0.9,1.0,SGD,0.0001,66,0.926605504587156,0.48017197540941714,0.004855357848502309,0.00925399549305439,0.010664480738341808,0.0014104850124567747,5984
66,roberta-base,glue,sst2,2,100,10,1.0,8,1,68,200,True,0.0,,SGD,0.9,1.0,SGD,0.0001,67,0.9094036697247706,0.6348497724505902,0.018987257459313713,0.004673693794757128,0.00526901101693511,0.0005953170475549996,792
67,roberta-base,glue,sst2,2,100,10,1.0,8,1,68,200,True,0.0,,SGD,0.9,1.0,SGD,0.0001,68,0.930045871559633,0.4808420395822704,0.00575078601051091,0.01210317388176918,0.015157711692154408,0.0030545375775545835,5984
68,roberta-base,glue,sst2,2,100,10,1.0,8,1,68,200,True,0.0,,SGD,0.9,1.0,SGD,0.0001,69,0.8990825688073395,0.6815986980330584,0.017513467810190954,0.006049744784832001,0.007411422673612833,0.0013616776559501886,1232
69,roberta-base,glue,sst2,2,100,10,1.0,8,1,68,200,True,0.0,,SGD,0.9,1.0,SGD,0.0001,70,0.8612385321100917,1.016775009197743,0.004999262522248476,0.01071854680776596,0.01258938666433096,0.0018708398565649986,5984
70,roberta-base,glue,sst2,2,100,10,1.0,8,1,68,200,True,0.0,,SGD,0.9,1.0,SGD,0.0001,71,0.9415137614678899,0.4116778417484482,0.013986324028506697,0.005440404638648033,0.008437315933406353,0.00299691129475832,1584
