,checkpoint,ds_path,ds_name,num_labels,num_clients,clients_per_round,alpha,batch_size,local_epochs,total_rounds,fda,theta,extras,server_opt_name,server_opt_momentum,server_opt_lr,client_opt_name,client_opt_lr,round,matthews_correlation,testing_loss,training_loss,variance,avg_norm_sq_drifts,norm_sq_avg_drift,round_steps
25,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,0.9,0.1,SGD,0.1,26,0.0,0.69121890099904,0.4462521771477027,0.2285877764225006,0.31968989968299866,0.09110212326049805,22
26,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,0.9,0.1,SGD,0.1,27,0.0,0.6633054684591657,0.32007461518726565,0.26772111654281616,0.29054224491119385,0.022821130231022835,22
27,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,0.9,0.1,SGD,0.1,28,0.0,0.6433213891191337,0.38400290551680055,0.1571124792098999,0.16699400544166565,0.009881531819701195,22
28,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,0.9,0.1,SGD,0.1,29,0.0,0.6375411282513888,0.26535677445671435,0.1705159842967987,0.20309554040431976,0.032579559832811356,22
29,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,0.9,0.1,SGD,0.1,30,0.0,0.6373269437378599,0.37999218690886416,0.12075534462928772,0.15315207839012146,0.03239673376083374,22
30,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,0.9,0.1,SGD,0.1,31,0.0,0.6440531280432039,0.18262845441614362,0.2577899694442749,0.28289204835891724,0.02510208636522293,22
31,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,0.9,0.1,SGD,0.1,32,0.0,0.671150076025315,0.2702451068315317,0.04835386574268341,0.1242060661315918,0.07585220038890839,22
32,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,0.9,0.1,SGD,0.1,33,0.0,0.6936599351750076,0.3989159397738563,0.19756941497325897,0.22603373229503632,0.02846432290971279,22
33,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,0.9,0.1,SGD,0.1,34,0.0,0.7191112400921247,0.3064126228236339,0.0848529189825058,0.11056721210479736,0.025714296847581863,22
34,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,0.9,0.1,SGD,0.1,35,0.0,0.6834373758494399,0.5969618891450492,0.15198791027069092,0.416370153427124,0.2643822431564331,22
35,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,0.9,0.1,SGD,0.1,36,0.0,0.6660498839070779,0.21186371498571877,0.20568545162677765,0.22231192886829376,0.016626475378870964,22
36,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,0.9,0.1,SGD,0.1,37,0.0,0.638272172167101,0.4272946539080956,0.2189943492412567,0.29241159558296204,0.07341725379228592,22
37,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,0.9,0.1,SGD,0.1,38,0.0,0.6290395348581649,0.2161133435131474,0.20419225096702576,0.24357274174690247,0.03938049077987671,22
38,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,0.9,0.1,SGD,0.1,39,0.0,0.627993397130311,0.2943807795961303,0.17439794540405273,0.20484521985054016,0.03044726885855198,22
39,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,0.9,0.1,SGD,0.1,40,0.0,0.6229045525306963,0.351514559103684,0.232893168926239,0.2685466706752777,0.035653501749038696,22
40,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,0.9,0.1,SGD,0.1,41,0.0,0.6194683370244412,0.3592299237931994,0.18695835769176483,0.19950973987579346,0.012551384046673775,22
41,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,0.9,0.1,SGD,0.1,42,0.0,0.6195784843604983,0.2273791551843963,0.18432152271270752,0.2181674689054489,0.033845946192741394,22
42,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,0.9,0.1,SGD,0.1,43,0.0,0.6295907508780938,0.2627034933666106,0.05815102905035019,0.17014126479625702,0.11199023574590683,22
43,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,0.9,0.1,SGD,0.1,44,0.0,0.6257935794255206,0.45480506368912754,0.1510370820760727,0.3281170427799225,0.1770799607038498,22
44,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,0.9,0.1,SGD,0.1,45,0.0,0.6196932546965038,0.40887305479158054,0.21296194195747375,0.25227779150009155,0.0393158458173275,22
45,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,0.9,0.1,SGD,0.1,46,0.0,0.6206954478762532,0.17873069327747956,0.1721985638141632,0.24462242424488068,0.07242386788129807,22
46,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,0.9,0.1,SGD,0.1,47,0.0,0.6258352853869664,0.265611198995347,0.1357312947511673,0.1579449474811554,0.02221364714205265,22
47,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,0.9,0.1,SGD,0.1,48,0.0,0.6304582964827996,0.423890809064985,0.22478358447551727,0.24273817241191864,0.017954586073756218,22
48,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,0.9,0.1,SGD,0.1,49,0.0,0.6296214422651829,0.3726655762346292,0.17131774127483368,0.19492493569850922,0.023607192561030388,22
49,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,0.9,0.1,SGD,0.1,50,0.0,0.6276254936028983,0.29441357844466853,0.2971828877925873,0.3151054084300995,0.01792250946164131,22
50,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,0.9,0.1,SGD,0.1,51,0.0,0.6310129943694777,0.3480458862899633,0.2046385258436203,0.2312299758195877,0.02659144625067711,22
51,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,0.9,0.1,SGD,0.1,52,0.0,0.6350380653188429,0.3741031639553099,0.15895181894302368,0.17094728350639343,0.011995463632047176,22
52,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,0.9,0.1,SGD,0.1,53,0.0,0.6444134112760311,0.193026387501,0.27006471157073975,0.28836461901664734,0.018299922347068787,22
53,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,0.9,0.1,SGD,0.1,54,0.0,0.6502009845189466,0.3233836642212488,0.23552551865577698,0.2512701153755188,0.015744604170322418,22
54,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,0.9,0.1,SGD,0.1,55,0.0,0.6370315326534155,0.3543756692373956,0.24572251737117767,0.3133847713470459,0.06766225397586823,22
55,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,0.9,0.1,SGD,0.1,56,0.0,0.6288171271786435,0.39755457517881454,0.17949947714805603,0.19316890835762024,0.013669438660144806,22
56,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,0.9,0.1,SGD,0.1,57,0.0,0.6218084033208949,0.3242781428397972,0.20073801279067993,0.21361541748046875,0.012877398170530796,22
57,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,0.9,0.1,SGD,0.1,58,0.0,0.6198031981937758,0.2771903882438148,0.21439291536808014,0.22859182953834534,0.014198919758200645,22
58,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,0.9,0.1,SGD,0.1,59,0.0,0.6197391241106368,0.33583715094930744,0.1072743684053421,0.1434105485677719,0.03613618016242981,22
59,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,0.9,0.1,SGD,0.1,60,0.0,0.6182072494776194,0.28131526301360943,0.19160012900829315,0.23931825160980225,0.047718122601509094,22
60,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,0.9,0.1,SGD,0.1,61,0.0,0.6245647009092433,0.46196047553623265,0.1706879884004593,0.25720885396003723,0.08652086555957794,22
61,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,0.9,0.1,SGD,0.1,62,0.0,0.6236548405567198,0.20604291365016253,0.06799401342868805,0.21031518280506134,0.1423211693763733,22
62,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,0.9,0.1,SGD,0.1,63,0.0,0.6189011676620891,0.4302855428646911,0.11553646624088287,0.17019318044185638,0.05465671792626381,22
63,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,0.9,0.1,SGD,0.1,64,0.0,0.6183395467641699,0.24909240222451365,0.19448387622833252,0.22537341713905334,0.030889548361301422,22
64,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,0.9,0.1,SGD,0.1,65,0.0,0.6185680302499815,0.2345177188494497,0.2734150290489197,0.30125197768211365,0.027836959809064865,22
65,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,0.9,0.1,SGD,0.1,66,0.0,0.6223010696072615,0.17253613124220546,0.32376667857170105,0.34900155663490295,0.0252348855137825,22
66,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,0.9,0.1,SGD,0.1,67,0.0,0.6315009700887986,0.35766143396666106,0.12143032997846603,0.13674187660217285,0.015311548486351967,22
67,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,0.9,0.1,SGD,0.1,68,0.0,0.6464032014362685,0.4273978467014703,0.12226934731006622,0.1486545205116272,0.026385173201560974,22
68,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,0.9,0.1,SGD,0.1,69,0.0,0.6722775354185178,0.3656964842293581,0.15169523656368256,0.1700071543455124,0.018311915919184685,22
69,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,0.9,0.1,SGD,0.1,70,0.0,0.7069822132359934,0.3116317257814279,0.1712145209312439,0.18102382123470306,0.009809304028749466,22
70,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,0.9,0.1,SGD,0.1,71,0.0,0.7490283264458635,0.2823469921713695,0.2127121388912201,0.22361837327480316,0.01090623065829277,22
71,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,0.9,0.1,SGD,0.1,72,0.0,0.8019684524140285,0.2059725160647014,0.1550871878862381,0.163933664560318,0.008846481330692768,22
72,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,0.9,0.1,SGD,0.1,73,0.0,0.8217974694744321,0.27594154113056985,0.2473042756319046,0.29494795203208923,0.04764368012547493,22
73,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,0.9,0.1,SGD,0.1,74,0.0,0.8122042323683054,0.3242773677455261,0.20920471847057343,0.2406187355518341,0.03141401708126068,22
74,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,0.9,0.1,SGD,0.1,75,0.0,0.7638219093889681,0.4226031805198131,0.23927755653858185,0.311850905418396,0.07257334887981415,22
75,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,0.9,0.1,SGD,0.1,76,0.0,0.7159518301486969,0.43970332270149476,0.13848760724067688,0.15785449743270874,0.019366886466741562,22
76,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,0.9,0.1,SGD,0.1,77,0.0,0.6533197986943121,0.2742117123254998,0.22268834710121155,0.33922621607780457,0.11653787642717361,22
77,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,0.9,0.1,SGD,0.1,78,0.0,0.621945877794091,0.3736870763315396,0.21467548608779907,0.2283276617527008,0.013652182184159756,22
78,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,0.9,0.1,SGD,0.1,79,0.0,0.6283258010867898,0.3924947950777344,0.2158699631690979,0.2997027635574341,0.08383280038833618,22
79,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,0.9,0.1,SGD,0.1,80,0.0,0.6457511755346342,0.26260829736817287,0.09350459277629852,0.25255489349365234,0.15905030071735382,22
80,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,0.9,0.1,SGD,0.1,81,0.0,0.6523418667662235,0.25746505388101054,0.21490539610385895,0.2631210386753082,0.04821563884615898,22
81,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,0.9,0.1,SGD,0.1,82,0.0,0.6417129303662832,0.32379147866952485,0.20382681488990784,0.2755194902420044,0.07169268280267715,22
82,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,0.9,0.1,SGD,0.1,83,0.0,0.6277969834458736,0.4119607674381272,0.16651403903961182,0.19570660591125488,0.029192566871643066,22
83,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,0.9,0.1,SGD,0.1,84,0.0,0.6182055441477826,0.3293102256170558,0.12001726031303406,0.2053220272064209,0.08530476689338684,22
84,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,0.9,0.1,SGD,0.1,85,0.0,0.6393570669052255,0.22485920443538238,0.18644538521766663,0.2532622516155243,0.06681687384843826,22
85,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,0.9,0.1,SGD,0.1,86,0.0,0.6909829240491372,0.24300232856026427,0.3022785782814026,0.3199492394924164,0.0176706463098526,22
86,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,0.9,0.1,SGD,0.1,87,0.0,0.752054100728217,0.41648764755068857,0.11674486845731735,0.13507093489170074,0.018326064571738243,22
87,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,0.9,0.1,SGD,0.1,88,0.0,0.7441820919741201,0.4169290180402723,0.29050958156585693,0.5794602632522583,0.28895068168640137,22
88,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,0.9,0.1,SGD,0.1,89,0.0,0.7224175891348423,0.31209211339327425,0.25155115127563477,0.2776353657245636,0.026084210723638535,22
89,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,0.9,0.1,SGD,0.1,90,0.0,0.6923650183522975,0.3019909979817881,0.14749954640865326,0.1662786304950714,0.018779078498482704,22
90,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,0.9,0.1,SGD,0.1,91,0.0,0.6643339483110049,0.3266424093310806,0.0790514200925827,0.094882071018219,0.015830647200345993,22
91,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,0.9,0.1,SGD,0.1,92,0.0,0.655649401304376,0.29611894635017955,0.15089461207389832,0.1832815259695053,0.03238691762089729,22
92,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,0.9,0.1,SGD,0.1,93,0.0,0.6519237986502756,0.31750308490696955,0.18577930331230164,0.1959518939256668,0.010172585025429726,22
93,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,0.9,0.1,SGD,0.1,94,0.0,0.6610484856913108,0.1768368646819991,0.20156584680080414,0.23506593704223633,0.03350008651614189,22
94,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,0.9,0.1,SGD,0.1,95,0.0,0.6530744746213651,0.34545902763916686,0.1903448849916458,0.2372332364320755,0.04688834771513939,22
95,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,0.9,0.1,SGD,0.1,96,0.0,0.6735500762708314,0.15331029505892232,0.026525147259235382,0.12759532034397125,0.10107017308473587,22
96,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,0.9,0.1,SGD,0.1,97,0.0,0.6632357081611648,0.46791087151081723,0.17005044221878052,0.27794191241264343,0.10789146274328232,22
97,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,0.9,0.1,SGD,0.1,98,0.0,0.6603465068886298,0.35350065397691327,0.10339628159999847,0.13376951217651367,0.030373234301805496,22
98,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,0.9,0.1,SGD,0.1,99,0.0,0.6395200396539601,0.3824367833450776,0.29851341247558594,0.3708995282649994,0.07238612323999405,22
99,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,0.9,0.1,SGD,0.1,100,0.0,0.6205930195691931,0.3884042994034561,0.21453143656253815,0.26665928959846497,0.05212785303592682,22
100,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,0.9,0.1,SGD,0.1,101,0.0,0.6194915341511937,0.47204973142255435,0.18046745657920837,0.19772854447364807,0.017261095345020294,22
101,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,0.9,0.1,SGD,0.1,102,0.0,0.6305866837501526,0.3886324488261545,0.18760573863983154,0.19634145498275757,0.008735711686313152,22
102,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,0.9,0.1,SGD,0.1,103,0.0,0.6235477032552239,0.13013256182259117,0.019127100706100464,0.28008899092674255,0.2609618902206421,22
103,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,0.9,0.1,SGD,0.1,104,0.0,0.6181890473110985,0.34847201742655176,0.14948177337646484,0.19091951847076416,0.04143774136900902,22
104,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,0.9,0.1,SGD,0.1,105,0.0,0.6228999672955229,0.27125893589109185,0.2474970817565918,0.26275941729545593,0.015262334607541561,22
105,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,0.9,0.1,SGD,0.1,106,0.0,0.6445532781249694,0.38651893598620185,0.11586485803127289,0.15024416148662567,0.03437930345535278,22
106,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,0.9,0.1,SGD,0.1,107,0.0,0.6835550283657685,0.25291691531046206,0.23833730816841125,0.250519335269928,0.012182028032839298,22
107,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,0.9,0.1,SGD,0.1,108,0.0,0.7137924263268026,0.29483021862847225,0.33834314346313477,0.3721529543399811,0.03380981832742691,22
108,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,0.9,0.1,SGD,0.1,109,0.0,0.7037992346605272,0.40966014746915214,0.24614974856376648,0.35578426718711853,0.10963451862335205,22
109,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,0.9,0.1,SGD,0.1,110,0.0,0.707103987800256,0.2653786464467306,0.1574680358171463,0.1772288680076599,0.01976083032786846,22
110,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,0.9,0.1,SGD,0.1,111,0.0,0.6851195068532274,0.36279944582757623,0.26492005586624146,0.32114970684051514,0.05622965097427368,22
111,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,0.9,0.1,SGD,0.1,112,0.0,0.6595976207092518,0.38481784279204223,0.1950746476650238,0.21289889514446259,0.01782424934208393,22
112,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,0.9,0.1,SGD,0.1,113,0.0,0.6523174789115673,0.3169769759988412,0.07575638592243195,0.10866222530603409,0.03290583938360214,22
113,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,0.9,0.1,SGD,0.1,114,0.0,0.6564501172486152,0.2676819151965901,0.23012112081050873,0.25383326411247253,0.023712139576673508,22
114,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,0.9,0.1,SGD,0.1,115,0.0,0.6760822433324261,0.13582364553162324,0.205721914768219,0.24087145924568176,0.03514953702688217,22
115,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,0.9,0.1,SGD,0.1,116,0.0,0.7124898925082375,0.24439947988668626,0.1877402514219284,0.2087980955839157,0.021057844161987305,22
116,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,0.9,0.1,SGD,0.1,117,0.0,0.7440474327966458,0.3528289263433015,0.1804133653640747,0.1991942673921585,0.01878090389072895,22
117,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,0.9,0.1,SGD,0.1,118,0.0,0.718880899307382,0.3318862235004252,0.25357532501220703,0.41109734773635864,0.1575220376253128,22
118,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,0.9,0.1,SGD,0.1,119,0.0,0.6822365116299564,0.47685770704834296,0.18005003035068512,0.21983037889003754,0.03978034853935242,22
119,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,0.9,0.1,SGD,0.1,120,0.0,0.6515301450063254,0.3302151792788539,0.1817617565393448,0.19500485062599182,0.013243099674582481,22
120,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,0.9,0.1,SGD,0.1,121,0.0,0.6542949140754365,0.1780834332679991,0.046948403120040894,0.16023389995098114,0.11328549683094025,22
121,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,0.9,0.1,SGD,0.1,122,0.0,0.6616483979097759,0.3290435951541771,0.16892088949680328,0.1797768622636795,0.010855969041585922,22
122,roberta-base,glue,cola,2,50,5,1.0,8,1,1000,False,0.0,,SGD,0.9,0.1,SGD,0.1,123,0.0,0.6887136642031997,0.18866831583224913,0.06652966141700745,0.11358856409788132,0.04705889895558357,22
