,Unnamed: 0,checkpoint,ds_path,ds_name,num_labels,num_clients,clients_per_round,alpha,batch_size,local_epochs,total_rounds,server_opt_name,server_opt_lr,client_opt_name,client_opt_lr,round,accuracy,f1,testing_loss,training_loss,variance,avg_norm_sq_drifts,norm_sq_avg_drift,round_steps
33,33,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adam,0.0001,SGD,0.001,34,0.7867647058823529,0.8594507269789984,0.4451817195205128,0.341930428892374,0.0016550351865589,0.0020418434869498,0.0003868083294946,5
34,34,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adam,0.0001,SGD,0.001,35,0.8063725490196079,0.8711256117455138,0.4365994848457037,0.2576128021813929,0.0017360430210828,0.0019069324480369,0.0001708894560579,5
35,35,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adam,0.0001,SGD,0.001,36,0.8553921568627451,0.899488926746167,0.3646213547783155,0.300734132155776,0.0027490979991853,0.0032172016799449,0.0004681036807596,5
36,36,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adam,0.0001,SGD,0.001,37,0.8872549019607843,0.9192982456140352,0.3385059671184304,0.1990491941338405,0.0022082484792917,0.0024519986473023,0.0002437501243548,5
37,37,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adam,0.0001,SGD,0.001,38,0.8504901960784313,0.8864059590316573,0.3420123797202227,0.3339775316882878,0.007915636524558,0.0090572405606508,0.001141604501754,5
38,38,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adam,0.0001,SGD,0.001,39,0.875,0.9097345132743364,0.3370184738773341,0.2518430335447192,0.002075724536553,0.0033629355020821,0.001287210965529,5
39,39,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adam,0.0001,SGD,0.001,40,0.8112745098039216,0.8764044943820225,0.518931482151589,0.2401885262224823,0.0041470676660537,0.0050030988641083,0.0008560313144698,5
40,40,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adam,0.0001,SGD,0.001,41,0.7647058823529411,0.852760736196319,0.6456576329382027,0.1881120881764218,0.0022323995362967,0.0026478006038814,0.0004154011257924,5
41,41,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adam,0.0001,SGD,0.001,42,0.7794117647058824,0.8598130841121495,0.5333032019472882,0.2484935737447813,0.0022266197483986,0.0028641032986342,0.0006374834920279,5
42,42,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adam,0.0001,SGD,0.001,43,0.8161764705882353,0.8792270531400966,0.4121030129711417,0.2367423908319324,0.0014752708375453,0.0017119725234806,0.0002367016422795,5
43,43,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adam,0.0001,SGD,0.001,44,0.8627450980392157,0.9017543859649124,0.3094369576988267,0.2153652739478275,0.0015544162597507,0.0018246998079121,0.0002702835481613,5
44,44,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adam,0.0001,SGD,0.001,45,0.8872549019607843,0.916058394160584,0.3102710602038047,0.1677499689627438,0.0010746041079983,0.0012803301215171,0.0002057260135188,5
45,45,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adam,0.0001,SGD,0.001,46,0.8897058823529411,0.918918918918919,0.2972572902400119,0.233108372008428,0.0018591291736811,0.0023375232703983,0.0004783940676134,5
46,46,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adam,0.0001,SGD,0.001,47,0.8578431372549019,0.9010238907849828,0.3243197348041862,0.1801534328842535,0.0016861072508618,0.0021614274010062,0.0004753201792482,5
47,47,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adam,0.0001,SGD,0.001,48,0.821078431372549,0.8835725677830941,0.4915859148216744,0.1592068844242021,0.0015030991053208,0.0016905557131394,0.0001874565932666,5
48,48,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adam,0.0001,SGD,0.001,49,0.8431372549019608,0.8947368421052632,0.4292952459232479,0.256913460092619,0.0032392351422458,0.0045399330556392,0.0013006979133933,5
49,49,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adam,0.0001,SGD,0.001,50,0.8578431372549019,0.8982456140350877,0.3249848327946429,0.2003838064963929,0.0028181690722703,0.0034136453177779,0.0005954762455075,5
50,50,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adam,0.0001,SGD,0.001,51,0.8259803921568627,0.8621359223300971,0.4031041294482408,0.2008923831628635,0.0021828822791576,0.0025123900268226,0.0003295078058727,5
51,51,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adam,0.0001,SGD,0.001,52,0.8284313725490197,0.8638132295719845,0.4059209234135992,0.1375091704074293,0.0015283423708751,0.0023244998883455,0.0007961575174704,5
52,52,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adam,0.0001,SGD,0.001,53,0.8382352941176471,0.8740458015267175,0.3713716867142448,0.1868477448588237,0.0015710323350504,0.0017573661170899,0.0001863337965914,5
53,53,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adam,0.0001,SGD,0.001,54,0.8480392156862745,0.8938356164383562,0.3622786561027169,0.1799721836228855,0.0015446995384991,0.0021477765403687,0.0006030770018696,5
54,54,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adam,0.0001,SGD,0.001,55,0.7990196078431373,0.8694267515923567,0.5805272802473137,0.1657389671308919,0.0013727342011407,0.0015304723056033,0.0001577380608068,5
55,55,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adam,0.0001,SGD,0.001,56,0.7965686274509803,0.8676236044657097,0.5957187808018324,0.1639146701083518,0.0015701442025601,0.0021965992636978,0.00062645500293,5
56,56,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adam,0.0001,SGD,0.001,57,0.8186274509803921,0.8790849673202614,0.4629716029317647,0.1947151188855059,0.0018204903462901,0.0021736861672252,0.000353195820935,5
57,57,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adam,0.0001,SGD,0.001,58,0.8455882352941176,0.8930390492359932,0.3689591932640064,0.1224020310502965,0.0012138597667217,0.0013296863762661,0.0001158266240963,5
58,58,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adam,0.0001,SGD,0.001,59,0.8529411764705882,0.8961937716262975,0.3426677958090223,0.1101319400826469,0.0010858082678169,0.0012513616820797,0.0001655534433666,5
59,59,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adam,0.0001,SGD,0.001,60,0.8602941176470589,0.8998242530755711,0.3278633945384154,0.1380013094341848,0.0022294172085821,0.0024791834875941,0.0002497661917004,5
60,60,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adam,0.0001,SGD,0.001,61,0.8848039215686274,0.9159212880143112,0.3177572186561484,0.1530663341691251,0.0015171354170888,0.0016918396577239,0.0001747041969792,5
61,61,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adam,0.0001,SGD,0.001,62,0.8872549019607843,0.9175627240143368,0.3208215273551497,0.1192770044552162,0.0025507102254778,0.0028827455826103,0.000332035269821,5
62,62,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adam,0.0001,SGD,0.001,63,0.8799019607843137,0.914185639229422,0.3217785683661407,0.1593237043183762,0.0023253415711224,0.0026017704512923,0.0002764289965853,5
63,63,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adam,0.0001,SGD,0.001,64,0.8823529411764706,0.9166666666666666,0.3379492500166902,0.0865547267836518,0.0018056558910757,0.002012243727222,0.000206587894354,5
64,64,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adam,0.0001,SGD,0.001,65,0.8848039215686274,0.9185441941074524,0.3517548719777123,0.0954635687347035,0.0026340677868574,0.0029735811986029,0.000339513469953,5
65,65,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adam,0.0001,SGD,0.001,66,0.8627450980392157,0.906040268456376,0.4028506834680835,0.100613798937411,0.0029121227562427,0.0034008556976914,0.0004887328250333,5
66,66,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adam,0.0001,SGD,0.001,67,0.8480392156862745,0.8980263157894737,0.4667699422742076,0.0776405646582134,0.0014868170255795,0.001658332766965,0.0001715156977297,5
67,67,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adam,0.0001,SGD,0.001,68,0.8480392156862745,0.898360655737705,0.4621155331477377,0.1155540044739609,0.0013488151598721,0.0015817107632756,0.0002328955888515,5
68,68,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adam,0.0001,SGD,0.001,69,0.8651960784313726,0.9072512647554806,0.3871113545736115,0.1228464353654999,0.0017081605037674,0.0020138623658567,0.0003057018329855,5
69,69,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adam,0.0001,SGD,0.001,70,0.8553921568627451,0.8987993138936535,0.3761122326786612,0.0569904781092191,0.0008339928463101,0.0009373687207698,0.0001033758744597,5
70,70,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adam,0.0001,SGD,0.001,71,0.8504901960784313,0.8927943760984183,0.3711895428817062,0.074432719455217,0.0010357298888266,0.0011865495471283,0.0001508196874056,5
71,71,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adam,0.0001,SGD,0.001,72,0.8578431372549019,0.8964285714285715,0.3946007643369775,0.067984013678506,0.0010664488654583,0.001199131947942,0.0001326831115875,5
72,72,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adam,0.0001,SGD,0.001,73,0.8627450980392157,0.8992805755395683,0.4170818661303058,0.0635767885949462,0.0019464794313535,0.0022158226929605,0.0002693432325031,5
73,73,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adam,0.0001,SGD,0.001,74,0.8725490196078431,0.9081272084805654,0.440861986224156,0.0506700275494949,0.0014229249209165,0.0016915588639676,0.0002686339139472,5
74,74,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adam,0.0001,SGD,0.001,75,0.875,0.911917098445596,0.4895163777503459,0.0463889548875158,0.0022361122537404,0.0025314218364655,0.0002953094954136,5
75,75,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adam,0.0001,SGD,0.001,76,0.8357843137254902,0.8907014681892332,0.7427328038965261,0.0617606711632106,0.0043019852600991,0.0050742044113576,0.0007722190348431,5
76,76,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adam,0.0001,SGD,0.001,77,0.7990196078431373,0.870253164556962,1.0708879161187832,0.0516460230195662,0.0027140460442751,0.0030351439490914,0.0003210979630239,5
77,77,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adam,0.0001,SGD,0.001,78,0.8651960784313726,0.9033391915641475,0.4814062350402203,0.6690522556775249,0.0313374772667884,0.0416401028633117,0.0103026255965232,5
78,78,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adam,0.0001,SGD,0.001,79,0.8357843137254902,0.8678500986193294,0.5785950822207857,0.0304422535642515,0.0015677583869546,0.0017360296333208,0.0001682711881585,5
79,79,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adam,0.0001,SGD,0.001,80,0.821078431372549,0.8519269776876268,0.608489648110288,0.0886223975656321,0.0026688054203987,0.0035329123493283,0.000864106870722,5
80,80,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adam,0.0001,SGD,0.001,81,0.8284313725490197,0.8605577689243028,0.4855969773934168,0.1196865724599254,0.0035946513526141,0.0045862887054681,0.0009916372364386,5
81,81,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adam,0.0001,SGD,0.001,82,0.8774509803921569,0.9113475177304964,0.3609411829680788,0.1238942626564364,0.0043816212564706,0.0060585155151784,0.0016768944915384,5
82,82,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adam,0.0001,SGD,0.001,83,0.8259803921568627,0.8830313014827018,0.5160609477783973,0.0578253402175115,0.0008309393306262,0.0010060302447527,0.0001750909141264,5
83,83,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adam,0.0001,SGD,0.001,84,0.7794117647058824,0.860248447204969,0.8219500446450148,0.0522406295873224,0.0007359103765338,0.0008183091413229,8.239876478910446e-05,5
84,84,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adam,0.0001,SGD,0.001,85,0.7524509803921569,0.8458015267175573,0.9733928678050529,0.0833504714271319,0.0012124747736379,0.0015238707419484,0.0003113959974143,5
85,85,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adam,0.0001,SGD,0.001,86,0.7794117647058824,0.859375,0.6807535819380599,0.2034848525321909,0.0029435860924422,0.0045551750808954,0.0016115889884531,5
86,86,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adam,0.0001,SGD,0.001,87,0.8406862745098039,0.8914858096828047,0.4152143376641998,0.1010093973417367,0.0011644882615655,0.0014543106080964,0.0002898224047385,5
87,87,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adam,0.0001,SGD,0.001,88,0.8602941176470589,0.8957952468007313,0.3550790046506068,0.0824173053194369,0.0011021953541785,0.0013985632685944,0.0002963679144158,5
88,88,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adam,0.0001,SGD,0.001,89,0.8406862745098039,0.8732943469785575,0.4993586504795387,0.109438314036067,0.0012590516125783,0.0014515281654894,0.0001924765965668,5
89,89,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adam,0.0001,SGD,0.001,90,0.8357843137254902,0.8683693516699411,0.5334777151983158,0.1392779816540756,0.0022652009502053,0.0031862624455243,0.0009210615535266,5
90,90,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adam,0.0001,SGD,0.001,91,0.8529411764705882,0.8884758364312267,0.4326156774791432,0.1168182169708113,0.0027793212793767,0.0043378993868827,0.0015585779910907,5
91,91,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adam,0.0001,SGD,0.001,92,0.8480392156862745,0.89419795221843,0.4859342492623802,0.1375295100267976,0.0130638442933559,0.016051173210144,0.0029873291496187,5
92,92,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adam,0.0001,SGD,0.001,93,0.8235294117647058,0.8846153846153846,0.7758921009634494,0.0423520084082459,0.0003354779910296,0.0003961829934269,6.0705013311235234e-05,5
93,93,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adam,0.0001,SGD,0.001,94,0.7598039215686274,0.8496932515337423,1.182308518859631,0.0096567673259414,0.0001563233381602,0.0001951860904227,3.8862744986545295e-05,5
94,94,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adam,0.0001,SGD,0.001,95,0.7450980392156863,0.8429003021148036,1.3735632088637966,0.0487545311140517,0.0016570885200053,0.0022318745031952,0.0005747859831899,5
95,95,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adam,0.0001,SGD,0.001,96,0.7696078431372549,0.8553846153846154,1.159935282171229,0.2132945474392424,0.0049059195443987,0.0066013857722282,0.0016954661114141,5
96,96,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adam,0.0001,SGD,0.001,97,0.8308823529411765,0.8859504132231405,0.6504178707665929,0.3656651326532786,0.0080804415047168,0.0116013959050178,0.0035209544003009,5
97,97,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adam,0.0001,SGD,0.001,98,0.8651960784313726,0.9016100178890876,0.4776424865156193,0.1231465911415095,0.0027786365244537,0.0033977199345827,0.0006190833519212,5
98,98,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adam,0.0001,SGD,0.001,99,0.8088235294117647,0.8458498023715415,0.6278380799271605,0.0697135147483398,0.0008171694353222,0.0010602377587929,0.0002430683234706,5
99,99,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adam,0.0001,SGD,0.001,100,0.7794117647058824,0.8148148148148148,0.7080622454192124,0.1868401743161181,0.0021842159330844,0.0035033449530601,0.0013191290199756,5
100,100,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adam,0.0001,SGD,0.001,101,0.8137254901960784,0.8509803921568627,0.54720805475817,0.1538919716762999,0.002691657282412,0.0047706174664199,0.0020789601840078,5
101,101,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adam,0.0001,SGD,0.001,102,0.8455882352941176,0.88268156424581,0.4080307053986425,0.0999356350861489,0.0014337078901007,0.0018740382511168,0.0004403303901199,5
102,102,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adam,0.0001,SGD,0.001,103,0.8627450980392157,0.9037800687285223,0.3608859705501327,0.1121354441779355,0.0013149590231478,0.0018567879451438,0.000541828921996,5
103,103,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adam,0.0001,SGD,0.001,104,0.8406862745098039,0.8929159802306426,0.4521584129326191,0.1170150965141753,0.0008264536736533,0.0009336703224107,0.0001072166487574,5
104,104,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adam,0.0001,SGD,0.001,105,0.8357843137254902,0.8910569105691057,0.536563067852209,0.1028437623133261,0.0011910207103937,0.0016070329584181,0.0004160122771281,5
105,105,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adam,0.0001,SGD,0.001,106,0.8333333333333334,0.8896103896103896,0.5554130663547445,0.0922231760186453,0.0012191866990178,0.0016328657511621,0.0004136790521442,5
106,106,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adam,0.0001,SGD,0.001,107,0.8529411764705882,0.8979591836734694,0.4513543842305593,0.1863362435096254,0.0073497975245118,0.0098249902948737,0.0024751930031925,5
107,107,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adam,0.0001,SGD,0.001,108,0.8578431372549019,0.8960573476702509,0.4555510502929489,0.0615484358432392,0.0011746280360966,0.0015052327653393,0.0003306047874502,5
108,108,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adam,0.0001,SGD,0.001,109,0.8284313725490197,0.8694029850746269,0.5379609926512429,0.05157710389855,0.0015264333924278,0.0019089584238827,0.0003825250605586,5
109,109,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adam,0.0001,SGD,0.001,110,0.8284313725490197,0.8674242424242424,0.6234562376094069,0.0781314335763454,0.0030010063201189,0.0036687597166746,0.0006677532801404,5
110,110,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adam,0.0001,SGD,0.001,111,0.8357843137254902,0.8766114180478821,0.5813359899683764,0.0787758834504832,0.0074761980213224,0.0097103286534547,0.0022341306321322,5
111,111,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adam,0.0001,SGD,0.001,112,0.8504901960784313,0.8916518650088809,0.5733694457220754,0.0882972269629438,0.0051479423418641,0.0061459690332412,0.0009980266913771,5
112,112,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adam,0.0001,SGD,0.001,113,0.8431372549019608,0.8900343642611683,0.6357697942705058,0.0347720118549962,0.0039248638786375,0.004753943067044,0.0008290790137834,5
113,113,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adam,0.0001,SGD,0.001,114,0.8382352941176471,0.888135593220339,0.6582887374485532,0.0871243479816863,0.0041739717125892,0.0054320357739925,0.0012580641778185,5
114,114,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,Adam,0.0001,SGD,0.001,115,0.8455882352941176,0.8930390492359932,0.6236436549236304,0.1470978833269328,0.0066265212371945,0.0082892123609781,0.0016626912401989,5
